"rep","status","abundance","scenario","occ_shift","count_log_mult","bias_all","rmse_all","coverage_all","frac_sign_correct","sigma_region_mean","sigma_region_lb","sigma_region_ub","waic_primary","waic_national","waic_diff","elapsed_sec","est_EASTERN.TEMPERATE.FORESTS","est_GREAT.PLAINS","est_MARINE.WEST.COAST.FOREST","est_MEDITERRANEAN.CALIFORNIA","est_NORTH.AMERICAN.DESERTS","est_NORTHERN.FORESTS","est_NORTHWESTERN.FORESTED.MOUNTAINS","est_WATER","err_EASTERN.TEMPERATE.FORESTS","err_GREAT.PLAINS","err_MARINE.WEST.COAST.FOREST","err_MEDITERRANEAN.CALIFORNIA","err_NORTH.AMERICAN.DESERTS","err_NORTHERN.FORESTS","err_NORTHWESTERN.FORESTED.MOUNTAINS","err_WATER","cov_EASTERN.TEMPERATE.FORESTS","cov_GREAT.PLAINS","cov_MARINE.WEST.COAST.FOREST","cov_MEDITERRANEAN.CALIFORNIA","cov_NORTH.AMERICAN.DESERTS","cov_NORTHERN.FORESTS","cov_NORTHWESTERN.FORESTED.MOUNTAINS","cov_WATER","info_cam_detections_total","info_cam_det_per_site","info_inat_count_total","info_inat_count_per_cell","info_n_site","info_n_cell50"
13,"ok","bobcat_baseline","varying",0,0,-0.00495735314052713,0.18180192760203,1,0.5,0.338019067432771,0.0293921016125365,0.950213350018033,2999.52893835626,3006.96189278194,7.43295442567796,2303.2309024334,-0.248361392477434,-0.125953577385359,0.107165212377017,0.0946625616264412,-0.251194204044861,0.068341967814922,-0.0860026157170301,0.401683222682087,0.0374124108472697,0.0781705678465723,0.229639699516176,0.135487390672828,-0.292019033091247,-0.0541325193242369,-0.290126760948962,0.115909419357383,1,1,1,1,1,1,1,1,213,0.305157593123209,834,3.86111111111111,698,216
14,"ok","bobcat_baseline","varying",0,0,-0.0220737549199674,0.167555140012985,1,0.5,0.316992281390596,0.0659524761035995,0.86902739331415,2867.45128248732,2896.83742560794,29.386143120611,2444.0529499054,0.0105822412903827,-0.202986353803346,-0.195275890359389,0.132008314187378,-0.0825381420076996,0.0728533074680378,-0.038060993740659,0.126827477605556,0.296356044615087,0.00113779142858542,-0.0728014032202301,0.172833143233764,-0.123362971054086,-0.0496211796711211,-0.242185138972591,-0.158946325719148,1,1,1,1,1,1,1,1,212,0.303724928366762,877,4.06018518518519,698,216
15,"ok","bobcat_baseline","varying",0,0,-0.00699952763879891,0.196577452557585,0.875,0.375,0.159881790477432,0.0199984522024977,0.484606122497336,2797.78698867694,2790.91675962221,-6.87022905473077,2443.016320467,0.00927683272288839,0.0551236044104775,-0.0735756024652769,-0.0439651258718332,-0.0598411363485313,0.0927555974836267,-0.0181152447323584,-0.0176551463093839,0.295050636047593,0.259247749642409,0.048898884673882,-0.00314029682544693,-0.100665965394918,-0.0297188896555322,-0.22223938996429,-0.303428949634088,1,1,1,1,1,1,1,0,194,0.277936962750716,865,4.00462962962963,698,216
16,"ok","bobcat_baseline","varying",0,0,0.000531806866405199,0.184903503589234,1,0.625,0.41204682834304,0.0489870712694002,1.35575481375308,2975.82699781277,2970.83361912005,-4.99337869272858,2576.44516396523,-0.283712678051916,0.215917423768218,-0.35072860273964,0.0646361598480833,-0.118808304731551,0.0788163516343697,0.12466958547797,0.273464519725708,0.00206112527278834,0.420041569000149,-0.228254115600481,0.10546098889447,-0.159633133777938,-0.0436581355047892,-0.0794545597539618,-0.0123092835989957,1,1,1,1,1,1,1,1,214,0.306590257879656,899,4.16203703703704,698,216
17,"ok","bobcat_baseline","varying",0,0,0.00442094806022628,0.167934105182581,1,0.625,0.221617330805263,0.0294036929696556,0.633164547664993,2975.54869663565,2976.94953369851,1.40083706286123,2546.2643840313,-0.0827111398663125,0.0788349073723416,-0.1643595516693,0.0889567023163529,-0.0635323662279954,0.0546151632561692,0.0604627593582931,0.0631011099422617,0.203062663458392,0.282959052604273,-0.0418850645301415,0.129781531362739,-0.104357195274382,-0.0678593238829897,-0.143661385873638,-0.222672693382442,1,1,1,1,1,1,1,1,229,0.328080229226361,813,3.76388888888889,698,216
18,"ok","bobcat_baseline","varying",0,0,-0.0195625719035346,0.228596676425173,1,0.625,0.339481513328349,0.0665221362962338,0.958869471881228,3032.04016642672,3012.82892115324,-19.2112452734782,2557.64698505402,-0.0994563703538002,-0.112934040021048,0.176692264183004,0.0134374041080711,0.000267213705644031,0.0633412338276466,-0.282817952567972,0.0849696718901767,0.186317432970904,0.0911901052108839,0.299166751322163,0.0542622331544574,-0.0405576153407423,-0.0591332533115123,-0.486942097799903,-0.200804131434527,1,1,1,1,1,1,1,1,220,0.315186246418338,1106,5.12037037037037,698,216
19,"ok","bobcat_baseline","varying",0,0,0.0131306495312355,0.171951472885361,0.875,0.75,0.172335900174815,0.0165451884836088,0.562046007323581,2975.64036831624,2986.76946399331,11.1290956770727,2218.71518516541,-0.108757281841183,0.0651873230024362,0.042653919527735,-0.070153182401409,0.0432642285544647,0.0712912707749923,0.0613149092586054,0.000244009374242417,0.177016521483521,0.269311468234368,0.165128406666894,-0.0293283533550227,0.00243939950807839,-0.0511832163641666,-0.142809235973326,-0.285529793950462,1,0,1,1,1,1,1,1,219,0.313753581661891,993,4.59722222222222,698,216
20,"ok","bobcat_baseline","varying",0,0,-0.0119053578151102,0.155607771445266,1,0.75,0.144100691752435,0.0092766237536506,0.506526407094898,2980.65015710439,2978.1986323065,-2.45152479789294,2741.27597808838,-0.0534755813212812,-0.0745466770225797,0.0267905988735067,-0.104325891479736,-0.00506594919407413,0.040842595299893,0.0248461117814929,0.0496919305418966,0.232298222003423,0.129577468209352,0.149265086012666,-0.0635010624333497,-0.0458907782404604,-0.0816318918392658,-0.179278033450439,-0.236081872782808,1,1,1,1,1,1,1,1,217,0.310888252148997,801,3.70833333333333,698,216
21,"ok","bobcat_baseline","varying",0,0,-0.0229488729520865,0.159173051654855,1,0.75,0.251930445846385,0.0393217749286253,1.21669120127954,3040.62704629812,3045.19969975875,4.57265346062741,2476.95921754837,0.00142235400146842,-0.172607875028866,-0.0444575890747899,-0.018837061784832,-0.0570627133915475,0.0482347410027278,0.0391446812924867,0.0205724793666611,0.287196157326173,0.0315162702030653,0.078016898064369,0.0219877672615543,-0.0978875424379338,-0.0742397461364311,-0.164979463939445,-0.265201323958043,1,1,1,1,1,1,1,1,230,0.329512893982808,821,3.80092592592593,698,216
22,"ok","bobcat_baseline","varying",0,0,0.00521834445737411,0.136159875748876,1,0.75,0.283545925901451,0.0418143903200379,1.0217501285091,2959.46997692571,2975.63412678133,16.1641498556205,2036.66811513901,-0.164047037383095,-0.187552619798848,0.0368601195817051,0.0608440155812354,0.117241184429964,0.0319120247810148,0.143086217335832,0.00340285113118417,0.121726765941609,0.0165715254330832,0.159334606720864,0.101668844627622,0.076416355383578,-0.0905624623581441,-0.0610379278960993,-0.28237095219352,1,1,1,1,1,1,1,1,207,0.296561604584527,842,3.89814814814815,698,216
23,"ok","bobcat_baseline","varying",0,0,-0.0116048581043859,0.17689526314341,0.875,0.75,0.173257705706785,0.0179615692031436,0.5966581125642,2968.9040179192,2965.61641441892,-3.28760350028006,2398.94043087959,0.0553384841837958,-0.065132158382266,-0.0613079249391562,-0.132376808571097,0.0428053523990347,-0.0120321458285031,0.0128392583749923,0.0670270779281122,0.3411122875085,0.138991986849665,0.0611665622000027,-0.0915519795247105,0.00198052335264843,-0.134506632967662,-0.191284886856939,-0.218746725396592,0,1,1,1,1,1,1,1,223,0.319484240687679,758,3.50925925925926,698,216
24,"ok","bobcat_baseline","varying",0,0,0.0427174965594653,0.131268117725492,1,0.875,0.426201493311839,0.0305806865646995,1.27915166002783,2901.40959286086,2897.20461354737,-4.20497931348609,2449.18386054039,-0.178027969328584,-0.192365214279346,-0.361540131382457,0.186897652332921,0.085564447345024,0.213152817155947,0.22117878324831,0.366879587383907,0.107745833996121,0.0117589309525852,-0.239065644243299,0.227722481379308,0.0447396182986377,0.0906783300167884,0.0170546380163786,0.0811057840592033,1,1,1,1,1,1,1,1,239,0.342406876790831,1022,4.73148148148148,698,216
25,"ok","bobcat_baseline","varying",0,0,0.00405906655188667,0.183739249885872,1,0.375,0.180275611016717,0.00265318853400798,0.654219979061144,2950.94846724127,2935.21086084941,-15.7376063918618,2388.04309511185,0.0159572902219005,-0.116661271818908,0.0168494380267419,0.0968984160116468,-0.0239527247248167,0.0491713712296844,-0.0265748897206265,0.0207849031894706,0.301731093546605,0.0874628734130239,0.139323925165901,0.137723245058033,-0.064777553771203,-0.0733031159094745,-0.230699034952558,-0.264988900135234,1,1,1,1,1,1,1,1,218,0.312320916905444,841,3.89351851851852,698,216
26,"ok","bobcat_baseline","varying",0,0,-0.00243767194305029,0.178617761489628,0.875,0.75,0.0877550238006585,0.00338271901669611,0.327629212294195,2928.32068356982,2923.1708986481,-5.14978492171531,2567.23457527161,-0.0452365652991517,-0.00664232367170672,-4.53371884825051e-05,0.0282605875374856,0.0133159418143992,-0.0199389162923835,0.00200241418150083,0.00878282337393655,0.240537238025552,0.197481821560225,0.122429149950676,0.0690854165838719,-0.0275088872319871,-0.142413403431542,-0.202121731050431,-0.276990979950768,1,1,1,1,1,1,1,0,209,0.299426934097421,771,3.56944444444444,698,216
27,"ok","bobcat_baseline","varying",0,0,-0.0148999092270797,0.234921610764129,0.875,0.75,0.267867095386633,0.0271250857711566,0.907535455268288,3060.72916727665,3061.10419143601,0.375024159357963,2496.79855751991,-0.0990044188739231,0.210834295105505,-0.122252217847459,-0.0629212420718302,0.0825479464522603,0.048282813818187,-0.176765802104927,7.93517055495631e-05,0.186769384450781,0.414958440337436,0.000222269291699717,-0.0220964130254439,0.0417231174058739,-0.0741916733209719,-0.380889947336858,-0.285694451619155,1,0,1,1,1,1,1,1,237,0.339541547277937,827,3.8287037037037,698,216
28,"ok","bobcat_baseline","varying",0,0,0.00352104399901084,0.221667817745095,0.75,0.5,0.193793485364829,0.0132771501833415,0.693872689637355,3039.76193745059,3035.85836591478,-3.90357153581044,2188.37187194824,-0.130341433557786,0.0988397062954579,0.153930116804939,-0.0625424293614712,0.0238933360599324,0.0532216028514943,-0.00592773688198494,-0.102904810218494,0.155432369766918,0.302963851527389,0.276404603944097,-0.0217176003150849,-0.0169314929864539,-0.0692528842876645,-0.210051882113916,-0.388678613543198,1,1,0,1,1,1,1,0,220,0.315186246418338,1153,5.33796296296296,698,216
29,"ok","bobcat_baseline","varying",0,0,0.00952878048840413,0.138188895680486,1,1,0.21544083587458,0.0365379052517815,0.647965678209062,2976.16053343288,2977.87777909254,1.71724565966633,2570.62475419044,-0.0805617664037503,-0.0236231308378483,-0.0546340510140694,-0.105999576416455,0.129624210992911,0.0588286397896936,0.0212561636510743,0.131339754145677,0.205212036920954,0.180501014394083,0.0678404361250896,-0.0651747473700687,0.0887993819465249,-0.0636458473494653,-0.182867981580857,-0.154434049179027,1,1,1,1,1,1,1,1,198,0.283667621776504,826,3.82407407407407,698,216
30,"ok","bobcat_baseline","varying",0,0,0.00219332929050287,0.207598725784313,1,0.75,0.401980003029366,0.0762351386834692,1.1456393267294,3026.0004129623,3024.1609208652,-1.83949209710545,2431.19069123268,-0.151121671058499,0.245521706007394,-0.193275092939826,-0.291076638804822,-0.104268881661493,0.185704984624668,0.0264064601110636,0.299655768045537,0.134652132266205,0.449645851239325,-0.0708006058006671,-0.250251809758436,-0.145093710707879,0.0632304974855095,-0.177717685120868,0.0138819647208328,1,1,1,1,1,1,1,1,216,0.30945558739255,876,4.05555555555556,698,216
1,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,0.000540413601868067,0.0197447413355548,1,NA,0.0567007014539805,0.000899401050944925,0.183083582071179,14262.7596920388,14562.8581932809,300.098501242153,2637.08544898033,-0.00118316362451995,-0.000365250888341727,0.0312318416949632,0.00896796657761753,0.0105920227675927,-0.0220619222859067,-0.0359371032091844,0.0130789177827239,-0.00118316362451995,-0.000365250888341727,0.0312318416949632,0.00896796657761753,0.0105920227675927,-0.0220619222859067,-0.0359371032091844,0.0130789177827239,1,1,1,1,1,1,1,1,677,0.969914040114613,73673,341.078703703704,698,216
2,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.0192606657050073,0.0780564932030673,1,NA,0.14848642689806,0.0241038375497394,0.41640329979261,14163.7227927731,16072.7989113083,1909.07611853516,2628.69421672821,0.0179770125007587,-0.11423146293177,-0.0925080667164798,-0.00438821065624603,0.0811184169790932,0.076837869297869,0.000728278340494262,-0.119619162453778,0.0179770125007587,-0.11423146293177,-0.0925080667164798,-0.00438821065624603,0.0811184169790932,0.076837869297869,0.000728278340494262,-0.119619162453778,1,1,1,1,1,1,1,1,666,0.954154727793696,71211,329.680555555556,698,216
3,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,0.00248705965543089,0.0238152041367871,1,NA,0.0707225285546074,0.0057385145538502,0.233233429667488,14243.7550990073,14609.8256961341,366.07059712674,2477.82810926437,0.0395298501687421,0.0104553699107176,0.00199300663287936,0.0158019036907403,-0.0196356922859919,0.0219161894432069,-0.00946774240250464,-0.0406964079143426,0.0395298501687421,0.0104553699107176,0.00199300663287936,0.0158019036907403,-0.0196356922859919,0.0219161894432069,-0.00946774240250464,-0.0406964079143426,1,1,1,1,1,1,1,1,629,0.901146131805158,86401,400.00462962963,698,216
4,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,0.00266693026167034,0.012019843121772,1,NA,0.0530798090005205,0.00504897262470804,0.213492982361112,14260.6643455808,14471.2759241456,210.611578564834,2510.14999437332,0.00634999384345694,-0.00957299997704372,0.0177535698568614,0.0144962453930821,0.00981294640544261,-0.0167741271952259,0.00739976552858112,-0.00812995176179184,0.00634999384345694,-0.00957299997704372,0.0177535698568614,0.0144962453930821,0.00981294640544261,-0.0167741271952259,0.00739976552858112,-0.00812995176179184,1,1,1,1,1,1,1,1,649,0.929799426934097,78133,361.726851851852,698,216
5,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,0.00181729026103959,0.00945997518346504,1,NA,0.0386362794143028,0.00115212552469348,0.121919085162528,14213.5153520804,14151.5018498828,-62.0135021976221,2502.06113839149,0.00508353730188684,-0.00644326599133938,-0.0015642722896288,-0.00130596973127083,-0.0104427244894274,0.006917158324789,0.000215029758502387,0.0220788292048049,0.00508353730188684,-0.00644326599133938,-0.0015642722896288,-0.00130596973127083,-0.0104427244894274,0.006917158324789,0.000215029758502387,0.0220788292048049,1,1,1,1,1,1,1,1,660,0.945558739255014,84584,391.592592592593,698,216
6,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.0020288680405349,0.0193720427722724,1,NA,0.0734595671669462,0.0138236493782273,0.222539033664708,14325.3680847225,15458.7506227938,1133.38253807125,2738.23773598671,-2.55940857733903e-05,-0.0232512501653804,-0.01064253972564,0.00818437348849799,0.00445658470575707,-0.0122338897595245,0.0399654946057033,-0.0226841233879192,-2.55940857733903e-05,-0.0232512501653804,-0.01064253972564,0.00818437348849799,0.00445658470575707,-0.0122338897595245,0.0399654946057033,-0.0226841233879192,1,1,1,1,1,1,1,1,618,0.885386819484241,75990,351.805555555556,698,216
7,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.000366104142456257,0.0190702264205342,1,NA,0.0578636497321674,0.00606017227643788,0.144869044262028,14465.6051294012,15101.3096264707,635.704497069517,2637.74716639519,0.0304419157246701,-0.0015060427837553,0.00983303913015791,-0.012852505559159,0.00411387699020623,0.00559162186399139,0.00225675084333226,-0.0408074893490937,0.0304419157246701,-0.0015060427837553,0.00983303913015791,-0.012852505559159,0.00411387699020623,0.00559162186399139,0.00225675084333226,-0.0408074893490937,1,1,1,1,1,1,1,1,703,1.00716332378224,67381,311.949074074074,698,216
8,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.0093433627497569,0.0640240389830974,1,NA,0.12532297591479,0.031806493121438,0.314551812681609,14798.6727654295,14137.6960473318,-660.976718097729,2649.88538241386,0.00124481744857462,0.00625918094987938,0.107158408468376,0.0631672548285442,-0.0774068352493442,-0.0821325332004497,-0.0361905766512493,-0.0568466185923862,0.00124481744857462,0.00625918094987938,0.107158408468376,0.0631672548285442,-0.0774068352493442,-0.0821325332004497,-0.0361905766512493,-0.0568466185923862,1,1,1,1,1,1,1,1,625,0.89541547277937,77089,356.893518518519,698,216
9,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.00191190755207603,0.0282047411983307,1,NA,0.0843756343373221,0.0104001314625763,0.291470491642395,14649.6853099482,14523.2441301575,-126.441179790707,2576.6720559597,-0.0265502231675528,-0.0395578535790904,0.00195274451439827,0.0187377790284624,0.0102848182273754,-0.0415816397570109,0.033745973783822,0.0276731405329879,-0.0265502231675528,-0.0395578535790904,0.00195274451439827,0.0187377790284624,0.0102848182273754,-0.0415816397570109,0.033745973783822,0.0276731405329879,1,1,1,1,1,1,1,1,649,0.929799426934097,73781,341.578703703704,698,216
10,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,0.00309553702845273,0.0339970465881429,1,NA,0.0768536141236276,0.00352181738179834,0.236669195876496,14259.6230619646,14178.7113083702,-80.9117535944715,2642.26398944855,0.077663849876257,-0.00909520981283606,0.00380192162442659,-0.0110347552735997,0.00073720105564822,0.0266475328696746,-0.0429312382498396,-0.0210250058621092,0.077663849876257,-0.00909520981283606,0.00380192162442659,-0.0110347552735997,0.00073720105564822,0.0266475328696746,-0.0429312382498396,-0.0210250058621092,1,1,1,1,1,1,1,1,640,0.916905444126075,70322,325.564814814815,698,216
11,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,0.00156304255929859,0.00967355984718652,1,NA,0.0455508635397704,0.00847130037570403,0.134935482853205,14508.5108199156,14679.9533191718,171.442499256213,2698.19929170609,-0.00401216402742776,0.00503873806311573,0.0166391924125071,0.00738990947312169,0.0123660034019204,-0.00506430584255253,-0.00981346840278137,-0.0100395646035146,-0.00401216402742776,0.00503873806311573,0.0166391924125071,0.00738990947312169,0.0123660034019204,-0.00506430584255253,-0.00981346840278137,-0.0100395646035146,1,1,1,1,1,1,1,1,687,0.984240687679083,69989,324.023148148148,698,216
12,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.000630776277127988,0.00543338610424458,1,NA,0.0389229306816838,0.00770001657547623,0.0983766580374911,14138.0648818826,14044.6059709581,-93.4589109244716,2640.53591537476,-0.00412741452404944,0.00345877364721815,-0.0126423033131756,-0.00204457455201063,0.00450006485709636,0.00339540611875195,-0.000851481116014092,0.00326531866515944,-0.00412741452404944,0.00345877364721815,-0.0126423033131756,-0.00204457455201063,0.00450006485709636,0.00339540611875195,-0.000851481116014092,0.00326531866515944,1,1,1,1,1,1,1,1,592,0.848137535816619,71525,331.134259259259,698,216
13,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,0.00105619252290262,0.0251507386657179,1,NA,0.0736469749143461,0.00156946905947835,0.238728373945956,14410.8264324699,14619.9041154964,209.077683026506,2514.19191336632,0.0075152512862457,-0.0356688149547564,0.0222957428265412,-0.00290977005980537,0.012870752937021,-0.0435872548785593,0.0215331654789097,0.0264004675476245,0.0075152512862457,-0.0356688149547564,0.0222957428265412,-0.00290977005980537,0.012870752937021,-0.0435872548785593,0.0215331654789097,0.0264004675476245,1,1,1,1,1,1,1,1,611,0.875358166189112,77972,360.981481481481,698,216
14,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,0.000866764937430694,0.0503856272834083,1,NA,0.124137111963592,0.0105369774989969,0.341295569410693,14679.1196684413,14337.4074613556,-341.712207085719,2512.24109888077,0.0188101784351911,-0.124953043463793,0.0181204640928369,0.0473810344034902,0.0301298074141032,-0.010274244039697,0.0274931841458316,0.000226738511483141,0.0188101784351911,-0.124953043463793,0.0181204640928369,0.0473810344034902,0.0301298074141032,-0.010274244039697,0.0274931841458316,0.000226738511483141,1,1,1,1,1,1,1,1,664,0.951289398280802,63437,293.689814814815,698,216
15,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.000872482659717722,0.0265064573454573,1,NA,0.0625075748832351,0.0122182531967664,0.15563682847573,14156.3260579918,14866.7937341201,710.467676128361,2398.8339214325,0.0398049350766191,-0.00313380528732342,-0.0271278086493134,0.0242840856718185,-0.0443658618817508,0.0146140350212938,-0.0206578020170107,0.00960236078792517,0.0398049350766191,-0.00313380528732342,-0.0271278086493134,0.0242840856718185,-0.0443658618817508,0.0146140350212938,-0.0206578020170107,0.00960236078792517,1,1,1,1,1,1,1,1,648,0.92836676217765,71377,330.449074074074,698,216
16,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.004238095275966,0.0434775769209932,1,NA,0.09920207972824,0.0159609786598872,0.241853714667988,14292.2803706734,14218.7382912215,-73.5420794518341,2734.06766819954,-0.0127061256778295,0.00796371281343969,0.0701865734217763,-0.0443589074768115,-0.00704724711055273,0.0525762065775194,-0.0585573821040141,-0.0419615926512557,-0.0127061256778295,0.00796371281343969,0.0701865734217763,-0.0443589074768115,-0.00704724711055273,0.0525762065775194,-0.0585573821040141,-0.0419615926512557,1,1,1,1,1,1,1,1,615,0.8810888252149,82619,382.49537037037,698,216
17,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,0.00184322309311104,0.00563404736571887,1,NA,0.0404538689058295,0.00464881816653474,0.125324730183771,14243.4626729528,15572.8958958714,1329.43322291865,2635.55583310127,0.0126522666980011,-0.00166461315483228,-0.00642920186654376,0.00650206509148631,0.00259728201296912,1.23550062509531e-05,0.000814513533097069,0.000261117424459807,0.0126522666980011,-0.00166461315483228,-0.00642920186654376,0.00650206509148631,0.00259728201296912,1.23550062509531e-05,0.000814513533097069,0.000261117424459807,1,1,1,1,1,1,1,1,623,0.892550143266476,70170,324.861111111111,698,216
18,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.021944331423496,0.0858771742474593,1,NA,0.146111531061814,0.00367705737936859,0.444517426882156,14189.8093681842,14185.7969597151,-4.0124084691106,2596.74828577042,0.026066098831446,-0.160760957647397,-0.00565477603808612,-0.0911446882123488,0.134162049626178,-0.0625706096453238,-0.0402236393487673,0.0245718710463309,0.026066098831446,-0.160760957647397,-0.00565477603808612,-0.0911446882123488,0.134162049626178,-0.0625706096453238,-0.0402236393487673,0.0245718710463309,1,1,1,1,1,1,1,1,621,0.889684813753582,56701,262.50462962963,698,216
19,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.00760757301405499,0.0530445977399219,1,NA,0.115030017489078,0.0118252050540134,0.332752706414556,14098.7678746184,14298.8640371709,200.096162552452,2611.03777194023,0.0243695610195861,-0.00959605860569257,0.0597189565158502,-0.0782194094791437,0.0074423889911059,-0.0514690748475629,0.0618164548610611,-0.0749234025676441,0.0243695610195861,-0.00959605860569257,0.0597189565158502,-0.0782194094791437,0.0074423889911059,-0.0514690748475629,0.0618164548610611,-0.0749234025676441,1,1,1,1,1,1,1,1,637,0.912607449856733,68890,318.935185185185,698,216
20,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.00482492918660936,0.0463315279004112,1,NA,0.102850732275105,0.00421554629532462,0.387171435714532,13988.5302330141,13952.3921575354,-36.1380754787242,2729.37140583992,0.00500680740153504,0.00590894329738544,0.0425808310222519,-0.0848305346556128,-0.0740410744764417,0.00838982566356331,0.0497675585756844,0.00861820967875958,0.00500680740153504,0.00590894329738544,0.0425808310222519,-0.0848305346556128,-0.0740410744764417,0.00838982566356331,0.0497675585756844,0.00861820967875958,1,1,1,1,1,1,1,1,633,0.906876790830946,75111,347.736111111111,698,216
21,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.0102829737924789,0.0930876111652394,1,NA,0.162700858303011,0.0339285842704737,0.389625987906777,14734.7121806241,14325.0698285674,-409.642352056631,2700.89362335205,0.0553883166391778,0.00887714807888879,0.0885591286008624,-0.029423338134722,0.00646465327362071,0.0685450770359275,-0.0586736838203296,-0.222001092013257,0.0553883166391778,0.00887714807888879,0.0885591286008624,-0.029423338134722,0.00646465327362071,0.0685450770359275,-0.0586736838203296,-0.222001092013257,1,1,1,1,1,1,1,1,664,0.951289398280802,91311,422.736111111111,698,216
22,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.00506399005193378,0.0459968912068478,1,NA,0.0944727451912563,0.0112146067429509,0.230168980324652,15884.3663738186,14184.6197293619,-1699.74664445662,2056.53220200539,0.0612034578088184,-0.0789272462621454,-0.0380508765128902,0.0106448831263803,-0.00202856218720368,-0.0108070388820348,0.0593030942271963,-0.0418496317335911,0.0612034578088184,-0.0789272462621454,-0.0380508765128902,0.0106448831263803,-0.00202856218720368,-0.0108070388820348,0.0593030942271963,-0.0418496317335911,1,1,1,1,1,1,1,1,668,0.95702005730659,89817,415.819444444444,698,216
23,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,0.00191480045595215,0.0102212621834676,1,NA,0.0426682512563379,0.00336183115644326,0.127610094778425,14384.8754173542,14551.0598190994,166.184401745191,2296.49966812134,-0.0144639250300861,0.0162238464007724,0.00571830310152259,-0.00131671102534683,-0.0107744685729194,0.00442202052499154,0.0137974061854843,0.00171193206319881,-0.0144639250300861,0.0162238464007724,0.00571830310152259,-0.00131671102534683,-0.0107744685729194,0.00442202052499154,0.0137974061854843,0.00171193206319881,1,1,1,1,1,1,1,1,649,0.929799426934097,95286,441.138888888889,698,216
24,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.00114632208275844,0.0124457719544946,1,NA,0.0598790840168374,0.00749271326753611,0.183240906555748,14134.7314108206,15048.6991052053,913.967694384746,1799.94084668159,0.0177150507016824,0.00563039180938828,-0.00935623283003405,-0.0147526540329567,-0.00378729769710645,-0.0195242541608736,0.0138499712518138,0.00105444829601876,0.0177150507016824,0.00563039180938828,-0.00935623283003405,-0.0147526540329567,-0.00378729769710645,-0.0195242541608736,0.0138499712518138,0.00105444829601876,1,1,1,1,1,1,1,1,628,0.899713467048711,62745,290.486111111111,698,216
25,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,0.00346845934035391,0.0149507078471872,1,NA,0.053889444491724,0.00832032959953353,0.16246661147527,15541.7924779066,14150.1848323284,-1391.60764557821,1898.16247391701,-0.00525061897226867,0.0206991521796956,-0.0147560004104254,0.00252851688398098,-0.000202367127932117,0.0298852984493086,-0.0126172445248816,0.00746093824535373,-0.00525061897226867,0.0206991521796956,-0.0147560004104254,0.00252851688398098,-0.000202367127932117,0.0298852984493086,-0.0126172445248816,0.00746093824535373,1,1,1,1,1,1,1,1,686,0.982808022922636,94376,436.925925925926,698,216
26,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-8.40115496848016e-05,0.00881485136477184,1,NA,0.0537018114213865,0.00323592177649745,0.172924691899845,14682.5626322942,14321.573679148,-360.988953146245,2020.4509203434,-0.00580489762183151,0.00848524665090155,0.0036119441960737,0.00669980457763951,-0.0112850053950072,0.0126206737853624,-0.0129245230520953,-0.00207533553852148,-0.00580489762183151,0.00848524665090155,0.0036119441960737,0.00669980457763951,-0.0112850053950072,0.0126206737853624,-0.0129245230520953,-0.00207533553852148,1,1,1,1,1,1,1,1,666,0.954154727793696,82411,381.532407407407,698,216
27,"ok","common_deerlike","null",2.72990922123508,2.41027425610303,-0.00888875514418447,0.0566298707943631,1,NA,0.113362448842307,0.0178244216324859,0.311542914235295,14143.3435687253,14110.0005787257,-33.3429899995681,2062.24159216881,-0.0570086870587148,0.0841355051767794,-0.0212744666461035,0.0183081378798711,-0.00467942656491126,-0.0846529439370984,-0.0635220519847356,0.0575838919814373,-0.0570086870587148,0.0841355051767794,-0.0212744666461035,0.0183081378798711,-0.00467942656491126,-0.0846529439370984,-0.0635220519847356,0.0575838919814373,1,1,1,1,1,1,1,1,668,0.95702005730659,78748,364.574074074074,698,216
