"parameter","mean","median","sd","q025","q975","p_negative","n_na","rhat","model"
"total_var_beta",-0.119216229830845,-0.117931782074668,0.050489104941483,-0.222317734185695,-0.0239853973947358,0.993535714285714,0,1.00123904845998,"moose_v2b_national_scalar"
"year_beta",-0.117029003245817,-0.113077443070085,0.0926222958467962,-0.314265306123454,0.0463088474519353,0.909964285714286,0,1.00212956242881,"moose_v2b_national_scalar"
"year_var",-0.00218722658502764,-0.00260996080096837,0.0995873274324187,-0.196680983993467,0.206754839409737,0.518678571428571,0,1.00151730346104,"moose_v2b_national_scalar"
"trend_robust_indicator",0.255071428571429,0,0.435903953811659,0,1,0,0,1.00063743221459,"moose_v2b_national_scalar"
"snr_derived",NA,-0.370302898075788,NA,-2.60028589768225,1.05302439336033,0.570023809523809,0,NA,"moose_v2b_national_scalar"
