"cell50","year","mu_mean","mu_q025","mu_q975","lon","lat"
6,2015,0.00335684371469081,0.000865562605666507,0.00835757661230777,-121.265128723774,48.994555393664
7,2015,0.0121833001536723,0.00627802577302524,0.0214063863924727,-120.612805474797,49.1126837672064
8,2015,0.00451375266895544,0.00159149844546582,0.0141265550061664,-119.958104358564,49.2278348396007
14,2015,0.00553412470153549,0.0014955032895563,0.0131708892482087,-121.089036419193,48.555629878705
15,2015,0.0467471507083067,0.0248884122529177,0.0702869660840494,-120.440842673788,48.672733234681
16,2015,0.0637771190915417,0.0338127636284357,0.108673468175518,-119.790313872131,48.7868865773491
17,2015,0.0235538851887231,0.0114511226146721,0.0406834556509959,-119.137500463454,48.8980721978474
18,2015,0.0219828551148872,0.0103853297377866,0.0399354890973179,-118.482453966982,49.0062653448723
19,2015,0.0439745248243069,0.0190133178363872,0.0824250814142522,-117.825219759276,49.1114538833663
20,2015,0.0318990379769592,0.0107685817913549,0.0750485780441471,-117.165854351124,49.213617147949
27,2015,0.0448150042587435,0.0224558420564615,0.0756136101826199,-120.27121456213,48.2333626190998
28,2015,0.0592743905196171,0.0268703934900236,0.113734142680582,-119.624814650583,48.3465402327626
29,2015,0.113385858009989,0.0591513121480378,0.195954951315969,-118.976175551119,48.4567680841763
30,2015,0.130472710071589,0.0720473841761667,0.216932184058928,-118.325346401563,48.564029742441
31,2015,0.142870962717088,0.103038176925979,0.194313980794239,-117.672375597358,48.6683051194705
32,2015,0.0795298871953059,0.0513102572333485,0.117973319543438,-117.017316446554,48.7695743758115
33,2015,0.060266996120833,0.0359439742255307,0.0964920583378651,-116.360221072417,48.8678199767522
34,2015,0.0541810527786432,0.0249495080481152,0.0916325645030675,-115.701143087202,48.9630258969627
35,2015,0.0363694587650175,0.0232722074798788,0.055455464202414,-115.040136094933,49.0551758980945
36,2015,0.0283840120957028,0.0173617794884237,0.043302932374138,-114.377255928809,49.1442541785679
37,2015,0.0248315829468221,0.0175476225497212,0.0344321815943512,-113.712561201883,49.2302453010975
38,2015,0.0260661321677918,0.00824872913799393,0.05679787128621,-67.9000250105137,47.4934264776634
48,2015,0.230205043963645,0.105206556689641,0.432667495584473,-118.170381383063,48.1224031571419
49,2015,0.192721652837656,0.129530116428282,0.274763687024656,-117.521623369245,48.2257868101742
50,2015,0.127318523190194,0.0909234327264195,0.172671124674586,-116.870816677498,48.3261864091953
51,2015,0.0555325356375254,0.0304523132066803,0.0891770368457848,-116.218015973647,48.4235822996474
52,2015,0.0596909435041415,0.0358035362451022,0.0903247707568542,-115.56326990492,48.5179625451974
54,2015,0.0484419345479931,0.0305822047006905,0.0705890911703885,-114.248169681455,48.6976058532625
55,2015,0.0870905029933967,0.0647558227093097,0.116654213007077,-113.587922894349,48.7828372654218
56,2015,0.0432800924484882,0.0168580331134697,0.0887647941120198,-112.925954282071,48.8649870003599
60,2015,0.0259536251027397,0.00504254146999716,0.0716618522201334,-110.262024903585,49.1624886658511
62,2015,0.279750281711249,0.140200256195256,0.477632967793795,-69.3497434925368,47.3166834397276
63,2015,0.360134409698547,0.170256228269307,0.632796174722,-68.7190892921395,47.190084100331
64,2015,0.380656859506207,0.211462621466216,0.60498717576152,-68.0908928553389,47.0606651056672
65,2015,0.0920889461601109,0.0457999278341575,0.157300661154173,-67.4651983439585,46.9284486236964
72,2015,0.00615166821973185,0.00103395550111468,0.0163869819491583,-120.574861976244,47.2420031643778
76,2015,0.117780971911819,0.0682630356153477,0.186739819734099,-118.017514067676,47.68134777365
77,2015,0.111168865317827,0.0750026003212365,0.165250795947507,-117.372920136676,47.7838610764382
78,2015,0.148882961564501,0.10378933053262,0.200437979873823,-116.726314268227,47.8834122922538
79,2015,0.0969686119635708,0.0585006183286565,0.152557720793183,-116.077755087246,47.9799818698788
80,2015,0.113679783864136,0.0720094425435592,0.173370893402527,-115.427287835665,48.0735557608927
81,2015,0.0360492114828972,0.0198327784801744,0.0619571049502493,-114.774974410224,48.1641173770118
82,2015,0.0394104090875759,0.0239333395015065,0.0626589783720604,-114.120865028685,48.2516520248398
83,2015,0.141800104827255,0.094554759850092,0.203587859912497,-113.465009639246,48.3361436908319
84,2015,0.0662606201990699,0.0339217529259777,0.11822841700914,-112.807466634735,48.4175783877576
92,2015,0.0229343912498604,0.0112422682000168,0.0415145870793314,-107.493395159889,48.9573499576627
94,2015,0.0544036622398117,0.00742954316656644,0.163106710106873,-106.152156667735,49.0608164945375
97,2015,0.2138547560654,0.0180472088511847,0.900878369638627,-104.132855499805,49.1920783173635
100,2015,0.481916769687977,0.31791484260593,0.679826907585235,-69.5305289572354,46.8822366835495
101,2015,0.489745764386179,0.328245611998369,0.699057400077005,-68.9036837191155,46.7566505633992
102,2015,0.268202435727004,0.158085899868073,0.415970848181874,-68.2792539113464,46.6282572225885
103,2015,0.129592592775217,0.0857960863604471,0.188830214688999,-67.6572724385743,46.4970843359059
114,2015,0.115081012293815,0.059677934235672,0.199257086641553,-117.866704919148,47.2408178782891
115,2015,0.232724311702978,0.161069339689892,0.322214716194014,-117.226219771308,47.3424850688003
116,2015,0.170102580397354,0.124074734919526,0.22785318322696,-116.583766817315,47.4412092581095
117,2015,0.0900036176798776,0.0556205301217019,0.139768580108464,-115.939397629601,47.5369728113951
118,2015,0.106101392464431,0.0682961372880153,0.159310542710236,-115.293161243123,47.6297603798853
119,2015,0.0365808625572521,0.0186944061330635,0.0679358389083551,-114.645111768531,47.7195572370623
122,2015,0.0986774339152642,0.061175116883053,0.157198381372466,-112.690610518949,47.9708590123778
123,2015,0.0651314560857442,0.0153150712520565,0.177658968411534,-112.035840782544,48.048549086942
130,2015,0.0237131272677251,0.00896175323747722,0.0524371705139301,-107.412587066948,48.505935287017
134,2015,0.193310845252274,0.0222616460284175,0.675522671647866,-104.744703388572,48.6983867024283
137,2015,0.237473764311577,0.0886141532822713,0.504736094284058,-102.734451266843,48.8093776896219
139,2015,0.122154709194275,0.0444731754026695,0.250321828804379,-101.390806404747,48.8673844104542
140,2015,0.141515385890512,0.0461513488305985,0.307531039252413,-100.718143786867,48.8915713891201
141,2015,0.0633524827909217,0.00662970564177087,0.222633131769644,-100.04500567428,48.9125444540545
146,2015,0.059713297442088,0.00452424901900777,0.21453119520097,-96.6745640527728,48.9690518567947
147,2015,0.0547296992015859,0.00433056629288163,0.182283713773083,-96.0000064893933,48.9706680856778
150,2015,0.119894008176125,0.0481015389183212,0.238637240262297,-70.3343511214951,46.5699500753741
151,2015,0.485963365631566,0.325051113508004,0.675772635599864,-69.7089436445446,46.4481548004831
152,2015,0.471234081203849,0.318171182589431,0.659693005106249,-69.0858685956939,46.3235551326322
153,2015,0.244102448279198,0.16671750185826,0.346327851274377,-68.4651588887034,46.1961684346516
154,2015,0.173165140402207,0.10765150343786,0.264248537653854,-67.8468570793633,46.0660136069417
165,2015,0.0257015657426634,0.00788229075965066,0.0540684941426433,-117.71791068899,46.8007779901175
166,2015,0.109000333127356,0.0800544645352585,0.144048188628624,-117.081487575634,46.9016186184269
167,2015,0.126067653879224,0.0806397571271657,0.191398746780493,-116.443136033377,46.9995353119642
168,2015,0.0588489887832328,0.029107331493376,0.0998318484365697,-115.802904751804,47.094512472278
169,2015,0.0738722387996093,0.039709166037,0.12043334484558,-115.160845736921,47.1865339418036
170,2015,0.00727826213375514,0.00321513041237616,0.0135986139785114,-114.517008587968,47.2755858069188
171,2015,0.0153739635156444,0.00890968712719701,0.0247738667263453,-113.871445050628,47.3616548062373
173,2015,0.13059340678855,0.0689915710609663,0.226494192102877,-112.575350261847,47.5247839547667
174,2015,0.0182556414540794,0.00464063539077653,0.0459548207222647,-111.924928927009,47.6018169236374
175,2015,0.0213538724338443,0.00675255142958697,0.0479517451786097,-111.27299749329,47.6758117659898
180,2015,0.0251058057230419,0.00516131184448329,0.0705459979287758,-107.992691893929,47.9997729188431
182,2015,0.0547024688184764,0.00739242851807692,0.170138544659836,-106.672031972892,48.1076757168689
190,2015,0.0790488922245889,0.0326350644590861,0.147772956681094,-101.352891440655,48.4135621124951
191,2015,0.0771043997705426,0.0271475769378792,0.155462621220415,-100.684939981041,48.4375354833297
193,2015,0.362152359813807,0.0701114396536073,0.959178345537337,-99.3477157576692,48.4759171103027
194,2015,0.151309008304523,0.0384734617837606,0.386146242717036,-98.6785717942889,48.4903184128158
195,2015,0.138522246192198,0.0341699766891923,0.35205042478498,-98.0091610849095,48.5015216972278
