cell50,year,species,species_count,total_mammal_count_same_cell
1458,2014,groundhog,1,16
1458,2015,groundhog,0,15
1458,2016,groundhog,2,27
1458,2017,groundhog,0,19
1458,2018,groundhog,1,35
1458,2019,groundhog,7,48
1458,2020,groundhog,6,118
1458,2021,groundhog,6,120
1458,2022,groundhog,8,118
1458,2023,groundhog,10,101
1458,2024,groundhog,18,245
1458,2025,groundhog,30,202
1459,2010,groundhog,0,3
1459,2011,groundhog,1,5
1459,2012,groundhog,0,2
1459,2013,groundhog,0,4
1459,2014,groundhog,1,6
1459,2015,groundhog,1,2
1459,2016,groundhog,0,2
1459,2017,groundhog,2,6
1459,2018,groundhog,1,8
1459,2019,groundhog,0,16
1459,2020,groundhog,0,13
1459,2021,groundhog,1,18
1459,2022,groundhog,1,36
1459,2023,groundhog,3,55
1459,2024,groundhog,17,162
1459,2025,groundhog,15,107
1460,2016,groundhog,0,5
1460,2017,groundhog,0,4
1460,2018,groundhog,0,3
1460,2019,groundhog,0,1
1460,2020,groundhog,1,6
1460,2021,groundhog,1,5
1460,2022,groundhog,1,23
1460,2023,groundhog,2,94
1460,2024,groundhog,2,43
1460,2025,groundhog,1,29
1461,2009,groundhog,0,1
1461,2011,groundhog,0,1
1461,2013,groundhog,0,4
1461,2014,groundhog,2,9
1461,2015,groundhog,0,11
1461,2016,groundhog,4,17
1461,2017,groundhog,1,9
1461,2018,groundhog,1,16
1461,2019,groundhog,4,113
1461,2020,groundhog,6,80
1461,2021,groundhog,10,123
1461,2022,groundhog,2,50
1461,2023,groundhog,5,99
1461,2024,groundhog,9,151
1461,2025,groundhog,15,157
1462,2008,groundhog,1,3
1462,2009,groundhog,0,1
1462,2010,groundhog,0,2
1462,2011,groundhog,0,3
1462,2012,groundhog,1,8
1462,2013,groundhog,2,9
1462,2014,groundhog,0,10
1462,2015,groundhog,2,20
1462,2016,groundhog,0,12
1462,2017,groundhog,6,51
1462,2018,groundhog,12,222
1462,2019,groundhog,26,369
1462,2020,groundhog,51,563
1462,2021,groundhog,43,530
1462,2022,groundhog,34,562
1462,2023,groundhog,43,532
1462,2024,groundhog,39,790
1462,2025,groundhog,78,1078
1463,2008,groundhog,0,1
1463,2009,groundhog,0,1
1463,2010,groundhog,0,1
1463,2014,groundhog,0,3
1463,2015,groundhog,0,8
1463,2016,groundhog,0,5
1463,2017,groundhog,0,5
1463,2018,groundhog,2,29
1463,2019,groundhog,1,43
1463,2020,groundhog,5,90
1463,2021,groundhog,3,103
1463,2022,groundhog,11,163
1463,2023,groundhog,6,95
1463,2024,groundhog,15,125
1463,2025,groundhog,9,144
1464,2011,groundhog,0,2
1464,2012,groundhog,0,2
1464,2013,groundhog,0,4
1464,2014,groundhog,0,8
1464,2016,groundhog,0,2
1464,2017,groundhog,0,3
1464,2018,groundhog,1,11
1464,2019,groundhog,0,11
1464,2020,groundhog,1,38
1464,2021,groundhog,2,36
1464,2022,groundhog,3,40
1464,2023,groundhog,2,38
1464,2024,groundhog,5,49
1464,2025,groundhog,2,71
1465,2011,groundhog,0,1
1465,2014,groundhog,0,2
1465,2016,groundhog,0,1
1465,2017,groundhog,0,2
1465,2018,groundhog,2,15
1465,2019,groundhog,1,7
1465,2020,groundhog,0,8
1465,2021,groundhog,0,9
1465,2022,groundhog,0,7
1465,2023,groundhog,0,6
1465,2024,groundhog,0,16
1465,2025,groundhog,0,7
1466,2013,groundhog,0,2
1466,2014,groundhog,0,4
1466,2015,groundhog,0,4
1466,2016,groundhog,0,1
1466,2017,groundhog,0,3
1466,2018,groundhog,0,5
1466,2019,groundhog,1,28
1466,2020,groundhog,1,22
1466,2021,groundhog,3,31
1466,2022,groundhog,3,34
1466,2023,groundhog,4,19
1466,2024,groundhog,5,63
1466,2025,groundhog,4,55
1467,2012,groundhog,0,2
1467,2013,groundhog,1,1
1467,2014,groundhog,1,6
1467,2015,groundhog,3,9
1467,2016,groundhog,0,2
1467,2017,groundhog,0,16
1467,2018,groundhog,1,33
1467,2019,groundhog,0,35
1467,2020,groundhog,6,146
1467,2021,groundhog,5,69
1467,2022,groundhog,8,103
1467,2023,groundhog,12,117
1467,2024,groundhog,11,216
1467,2025,groundhog,11,154
1468,2008,groundhog,0,1
1468,2010,groundhog,0,1
1468,2011,groundhog,0,1
1468,2013,groundhog,1,4
1468,2014,groundhog,0,2
1468,2015,groundhog,1,2
1468,2016,groundhog,0,5
1468,2017,groundhog,0,6
1468,2018,groundhog,0,22
1468,2019,groundhog,5,36
1468,2020,groundhog,4,93
1468,2021,groundhog,6,91
1468,2022,groundhog,2,93
1468,2023,groundhog,7,154
1468,2024,groundhog,11,244
1468,2025,groundhog,7,162
1469,2008,groundhog,1,2
1469,2009,groundhog,0,4
1469,2010,groundhog,1,2
1469,2011,groundhog,0,2
1469,2012,groundhog,0,6
1469,2013,groundhog,1,11
1469,2014,groundhog,2,13
1469,2015,groundhog,2,18
1469,2016,groundhog,4,106
1469,2017,groundhog,6,63
1469,2018,groundhog,7,75
1469,2019,groundhog,11,111
1469,2020,groundhog,9,217
1469,2021,groundhog,17,280
1469,2022,groundhog,19,291
1469,2023,groundhog,21,297
1469,2024,groundhog,20,444
1469,2025,groundhog,29,651
1470,2013,groundhog,0,1
1470,2014,groundhog,1,2
1470,2015,groundhog,1,3
1470,2016,groundhog,1,3
1470,2017,groundhog,2,8
1470,2018,groundhog,5,32
1470,2019,groundhog,9,46
1470,2020,groundhog,6,74
1470,2021,groundhog,21,176
1470,2022,groundhog,15,131
1470,2023,groundhog,26,137
1470,2024,groundhog,22,195
1470,2025,groundhog,29,236
1471,2008,groundhog,0,1
1471,2009,groundhog,0,2
1471,2011,groundhog,0,5
1471,2012,groundhog,0,3
1471,2013,groundhog,0,6
1471,2014,groundhog,0,5
1471,2015,groundhog,1,3
1471,2016,groundhog,0,4
1471,2017,groundhog,0,7
1471,2018,groundhog,0,16
1471,2019,groundhog,1,27
1471,2020,groundhog,5,100
1471,2021,groundhog,12,156
1471,2022,groundhog,4,82
1471,2023,groundhog,11,126
1471,2024,groundhog,3,120
1471,2025,groundhog,10,146
1472,2011,groundhog,0,2
1472,2014,groundhog,0,1
1472,2017,groundhog,0,1
1472,2018,groundhog,0,5
1472,2019,groundhog,0,5
1472,2020,groundhog,0,14
1472,2021,groundhog,0,14
1472,2022,groundhog,0,11
1472,2023,groundhog,0,19
1472,2024,groundhog,0,31
1472,2025,groundhog,3,58
1515,2009,groundhog,0,1
1515,2010,groundhog,0,2
1515,2016,groundhog,0,2
1515,2017,groundhog,0,2
1515,2018,groundhog,0,2
1515,2019,groundhog,0,1
1515,2020,groundhog,0,2
1515,2021,groundhog,0,7
1515,2022,groundhog,0,18
1515,2023,groundhog,2,18
1515,2024,groundhog,1,30
1515,2025,groundhog,0,12
1517,2019,groundhog,0,1
1517,2020,groundhog,0,2
1517,2021,groundhog,0,3
1517,2022,groundhog,0,1
1517,2023,groundhog,0,2
1517,2024,groundhog,1,5
1517,2025,groundhog,0,17
1518,2013,groundhog,0,1
1518,2014,groundhog,0,2
1518,2015,groundhog,0,2
1518,2016,groundhog,0,2
1518,2017,groundhog,0,50
1518,2018,groundhog,1,113
1518,2019,groundhog,0,74
1518,2020,groundhog,0,126
1518,2021,groundhog,2,114
1518,2022,groundhog,10,185
1518,2023,groundhog,1,197
1518,2024,groundhog,6,261
1518,2025,groundhog,3,200
1519,2010,groundhog,0,1
1519,2017,groundhog,0,1
1519,2018,groundhog,0,1
1519,2019,groundhog,0,7
1519,2020,groundhog,0,11
1519,2021,groundhog,2,13
1519,2022,groundhog,1,18
1519,2023,groundhog,0,21
1519,2024,groundhog,1,20
1519,2025,groundhog,1,41
1525,2020,groundhog,0,1
1525,2021,groundhog,1,2
1525,2023,groundhog,0,3
1525,2025,groundhog,0,1
1527,2014,groundhog,0,2
1527,2016,groundhog,0,1
1527,2018,groundhog,0,3
1527,2019,groundhog,0,4
1527,2020,groundhog,1,5
1527,2021,groundhog,0,7
1527,2022,groundhog,1,18
1527,2023,groundhog,0,15
1527,2024,groundhog,0,32
1527,2025,groundhog,2,28
1528,2015,groundhog,0,1
1528,2018,groundhog,0,1
1528,2019,groundhog,0,6
1528,2020,groundhog,0,4
1528,2021,groundhog,0,4
1528,2022,groundhog,0,4
1528,2023,groundhog,0,8
1528,2024,groundhog,0,7
1528,2025,groundhog,4,8
1529,2013,groundhog,1,1
1529,2015,groundhog,0,2
1529,2017,groundhog,0,2
1529,2018,groundhog,2,8
1529,2019,groundhog,0,8
1529,2020,groundhog,1,10
1529,2021,groundhog,0,15
1529,2022,groundhog,2,29
1529,2023,groundhog,1,26
1529,2024,groundhog,0,28
1529,2025,groundhog,1,36
1530,2008,groundhog,0,2
1530,2009,groundhog,0,2
1530,2011,groundhog,0,3
1530,2012,groundhog,0,3
1530,2015,groundhog,0,4
1530,2016,groundhog,0,4
1530,2017,groundhog,2,28
1530,2018,groundhog,0,27
1530,2019,groundhog,3,16
1530,2020,groundhog,4,57
1530,2021,groundhog,1,41
1530,2022,groundhog,2,39
1530,2023,groundhog,2,60
1530,2024,groundhog,2,53
1530,2025,groundhog,13,128
1531,2016,groundhog,1,43
1531,2017,groundhog,0,4
1531,2018,groundhog,1,18
1531,2019,groundhog,0,29
1531,2020,groundhog,3,36
1531,2021,groundhog,0,32
1531,2022,groundhog,1,35
1531,2023,groundhog,2,76
1531,2024,groundhog,4,190
1531,2025,groundhog,2,150
1532,2017,groundhog,0,3
1532,2019,groundhog,1,4
1532,2021,groundhog,1,3
1532,2022,groundhog,0,4
1532,2024,groundhog,0,4
1532,2025,groundhog,0,7
1534,2009,groundhog,0,1
1534,2014,groundhog,0,1
1534,2015,groundhog,0,1
1534,2016,groundhog,1,6
1534,2017,groundhog,0,5
1534,2018,groundhog,0,22
1534,2019,groundhog,0,37
1534,2020,groundhog,7,237
1534,2021,groundhog,4,267
1534,2022,groundhog,12,350
1534,2023,groundhog,9,339
1534,2024,groundhog,7,400
1534,2025,groundhog,16,490
1535,2017,groundhog,0,5
1535,2018,groundhog,0,1
1535,2019,groundhog,0,2
1535,2020,groundhog,1,23
1535,2021,groundhog,0,12
1535,2022,groundhog,0,5
1535,2023,groundhog,0,3
1535,2024,groundhog,0,13
1535,2025,groundhog,3,12
1536,2017,groundhog,0,1
1536,2018,groundhog,0,18
1536,2019,groundhog,0,15
1536,2020,groundhog,0,7
1536,2021,groundhog,1,5
1536,2022,groundhog,1,25
1536,2023,groundhog,2,12
1536,2024,groundhog,0,8
1536,2025,groundhog,4,20
1537,2008,groundhog,0,1
1537,2010,groundhog,1,1
1537,2015,groundhog,0,1
1537,2018,groundhog,0,4
1537,2019,groundhog,2,4
1537,2020,groundhog,1,35
1537,2021,groundhog,0,15
1537,2022,groundhog,1,38
1537,2023,groundhog,0,24
1537,2024,groundhog,0,38
1537,2025,groundhog,0,102
1538,2014,groundhog,0,1
1538,2015,groundhog,0,2
1538,2016,groundhog,0,4
1538,2017,groundhog,0,3
1538,2018,groundhog,0,4
1538,2019,groundhog,1,5
1538,2020,groundhog,0,28
1538,2021,groundhog,4,43
1538,2022,groundhog,1,30
1538,2023,groundhog,1,4
1538,2024,groundhog,0,2
1538,2025,groundhog,0,6
1539,2014,groundhog,0,8
1539,2015,groundhog,0,1
1539,2016,groundhog,0,1
1539,2017,groundhog,0,2
1539,2018,groundhog,0,1
1539,2019,groundhog,0,18
1539,2020,groundhog,2,41
1539,2021,groundhog,2,30
1539,2022,groundhog,1,111
1539,2023,groundhog,2,58
1539,2024,groundhog,0,11
1539,2025,groundhog,45,715
1540,2009,groundhog,0,2
1540,2011,groundhog,0,1
1540,2017,groundhog,0,1
1540,2019,groundhog,1,8
1540,2020,groundhog,1,6
1540,2021,groundhog,0,3
1540,2022,groundhog,2,15
1540,2023,groundhog,1,20
1540,2024,groundhog,0,15
1540,2025,groundhog,1,26
1541,2008,groundhog,0,1
1541,2009,groundhog,1,4
1541,2010,groundhog,0,6
1541,2011,groundhog,0,5
1541,2012,groundhog,0,2
1541,2013,groundhog,2,6
1541,2014,groundhog,1,10
1541,2015,groundhog,0,8
1541,2016,groundhog,2,23
1541,2017,groundhog,2,58
1541,2018,groundhog,5,291
1541,2019,groundhog,8,210
1541,2020,groundhog,12,528
1541,2021,groundhog,13,402
1541,2022,groundhog,20,454
1541,2023,groundhog,19,492
1541,2024,groundhog,39,718
1541,2025,groundhog,37,674
1542,2012,groundhog,0,1
1542,2013,groundhog,0,1
1542,2015,groundhog,0,4
1542,2016,groundhog,0,2
1542,2017,groundhog,0,7
1542,2018,groundhog,1,13
1542,2019,groundhog,6,36
1542,2020,groundhog,5,68
1542,2021,groundhog,1,25
1542,2022,groundhog,1,22
1542,2023,groundhog,8,49
1542,2024,groundhog,5,46
1542,2025,groundhog,7,45
1543,2010,groundhog,0,1
1543,2013,groundhog,0,5
1543,2014,groundhog,0,2
1543,2017,groundhog,0,1
1543,2018,groundhog,0,6
1543,2019,groundhog,1,9
1543,2020,groundhog,1,28
1543,2021,groundhog,0,7
1543,2022,groundhog,0,7
1543,2023,groundhog,2,32
1543,2024,groundhog,0,61
1543,2025,groundhog,1,22
1544,2015,groundhog,0,1
1544,2016,groundhog,0,2
1544,2018,groundhog,0,3
1544,2019,groundhog,0,1
1544,2020,groundhog,0,5
1544,2021,groundhog,0,4
1544,2022,groundhog,1,7
1544,2023,groundhog,0,4
1544,2024,groundhog,0,17
1544,2025,groundhog,2,13
1545,2015,groundhog,0,2
1545,2016,groundhog,1,8
1545,2017,groundhog,0,1
1545,2018,groundhog,0,14
1545,2019,groundhog,2,41
1545,2020,groundhog,1,35
1545,2021,groundhog,3,46
1545,2022,groundhog,1,21
1545,2023,groundhog,4,33
1545,2024,groundhog,2,29
1545,2025,groundhog,5,32
1546,2008,groundhog,0,1
1546,2009,groundhog,0,2
1546,2013,groundhog,2,7
1546,2014,groundhog,1,3
1546,2015,groundhog,1,3
1546,2016,groundhog,0,1
1546,2017,groundhog,1,9
1546,2018,groundhog,0,19
1546,2019,groundhog,3,13
1546,2020,groundhog,1,34
1546,2021,groundhog,5,65
1546,2022,groundhog,30,172
1546,2023,groundhog,33,186
1546,2024,groundhog,36,201
1546,2025,groundhog,26,204
1547,2010,groundhog,0,4
1547,2011,groundhog,0,1
1547,2012,groundhog,0,4
1547,2013,groundhog,0,1
1547,2016,groundhog,0,3
1547,2017,groundhog,0,1
1547,2018,groundhog,0,10
1547,2019,groundhog,2,19
1547,2020,groundhog,3,27
1547,2021,groundhog,4,52
1547,2022,groundhog,3,67
1547,2023,groundhog,5,72
1547,2024,groundhog,3,80
1547,2025,groundhog,7,68
1548,2008,groundhog,0,1
1548,2009,groundhog,0,1
1548,2010,groundhog,0,2
1548,2012,groundhog,2,6
1548,2013,groundhog,0,2
1548,2014,groundhog,0,3
1548,2015,groundhog,0,2
1548,2016,groundhog,0,1
1548,2017,groundhog,1,10
1548,2018,groundhog,2,14
1548,2019,groundhog,1,26
1548,2020,groundhog,4,49
1548,2021,groundhog,2,45
1548,2022,groundhog,5,179
1548,2023,groundhog,6,93
1548,2024,groundhog,8,112
1548,2025,groundhog,6,72
1549,2010,groundhog,0,1
1549,2013,groundhog,1,4
1549,2014,groundhog,0,2
1549,2016,groundhog,0,2
1549,2017,groundhog,0,3
1549,2018,groundhog,0,7
1549,2019,groundhog,0,16
1549,2020,groundhog,2,18
1549,2021,groundhog,1,31
1549,2022,groundhog,0,38
1549,2023,groundhog,1,26
1549,2024,groundhog,1,27
1549,2025,groundhog,0,31
1550,2008,groundhog,1,4
1550,2009,groundhog,1,3
1550,2010,groundhog,0,3
1550,2011,groundhog,0,2
1550,2012,groundhog,0,1
1550,2013,groundhog,0,5
1550,2014,groundhog,0,3
1550,2015,groundhog,0,5
1550,2016,groundhog,1,22
1550,2017,groundhog,5,23
1550,2018,groundhog,10,59
1550,2019,groundhog,7,71
1550,2020,groundhog,13,136
1550,2021,groundhog,19,149
1550,2022,groundhog,18,153
1550,2023,groundhog,11,185
1550,2024,groundhog,21,231
1550,2025,groundhog,27,354
1551,2008,groundhog,0,5
1551,2009,groundhog,1,6
1551,2010,groundhog,2,7
1551,2011,groundhog,1,10
1551,2012,groundhog,1,11
1551,2013,groundhog,3,15
1551,2014,groundhog,1,12
1551,2015,groundhog,1,4
1551,2016,groundhog,0,10
1551,2017,groundhog,1,34
1551,2018,groundhog,2,90
1551,2019,groundhog,6,112
1551,2020,groundhog,16,267
1551,2021,groundhog,9,240
1551,2022,groundhog,12,288
1551,2023,groundhog,19,435
1551,2024,groundhog,21,680
1551,2025,groundhog,34,707
1552,2008,groundhog,0,6
1552,2009,groundhog,1,8
1552,2010,groundhog,1,9
1552,2011,groundhog,2,11
1552,2012,groundhog,0,6
1552,2013,groundhog,1,22
1552,2014,groundhog,1,34
1552,2015,groundhog,2,31
1552,2016,groundhog,3,62
1552,2017,groundhog,7,67
1552,2018,groundhog,25,252
1552,2019,groundhog,22,428
1552,2020,groundhog,40,868
1552,2021,groundhog,49,946
1552,2022,groundhog,56,874
1552,2023,groundhog,43,769
1552,2024,groundhog,64,1043
1552,2025,groundhog,71,1048
1553,2010,groundhog,0,1
1553,2011,groundhog,0,4
1553,2012,groundhog,0,2
1553,2013,groundhog,1,4
1553,2014,groundhog,1,9
1553,2015,groundhog,0,5
1553,2016,groundhog,0,1
1553,2017,groundhog,2,23
1553,2018,groundhog,3,14
1553,2019,groundhog,1,26
1553,2020,groundhog,2,31
1553,2021,groundhog,3,48
1553,2022,groundhog,14,169
1553,2023,groundhog,53,350
1553,2024,groundhog,35,260
1553,2025,groundhog,42,349
1554,2008,groundhog,0,1
1554,2009,groundhog,0,3
1554,2010,groundhog,0,1
1554,2011,groundhog,0,3
1554,2012,groundhog,0,4
1554,2013,groundhog,0,21
1554,2014,groundhog,0,30
1554,2015,groundhog,0,6
1554,2016,groundhog,0,8
1554,2017,groundhog,0,26
1554,2018,groundhog,1,26
1554,2019,groundhog,2,34
1554,2020,groundhog,1,84
1554,2021,groundhog,0,91
1554,2022,groundhog,0,123
1554,2023,groundhog,0,124
1554,2024,groundhog,1,145
1554,2025,groundhog,3,154
1555,2008,groundhog,0,1
1555,2009,groundhog,0,4
1555,2010,groundhog,0,3
1555,2011,groundhog,0,6
1555,2012,groundhog,0,3
1555,2013,groundhog,0,12
1555,2014,groundhog,0,13
1555,2015,groundhog,0,12
1555,2016,groundhog,0,12
1555,2017,groundhog,0,24
1555,2018,groundhog,1,42
1555,2019,groundhog,1,64
1555,2020,groundhog,4,100
1555,2021,groundhog,1,144
1555,2022,groundhog,2,146
1555,2023,groundhog,1,138
1555,2024,groundhog,6,204
1555,2025,groundhog,2,206
1601,2016,groundhog,1,11
1601,2017,groundhog,0,2
1601,2018,groundhog,0,1
1601,2019,groundhog,0,5
1601,2020,groundhog,0,7
1601,2021,groundhog,0,7
1601,2022,groundhog,0,8
1601,2023,groundhog,0,19
1601,2024,groundhog,0,12
1601,2025,groundhog,0,3
1603,2023,groundhog,0,1
1603,2024,groundhog,1,9
1603,2025,groundhog,0,10
1605,2010,groundhog,0,1
1605,2015,groundhog,0,1
1605,2020,groundhog,1,2
1605,2021,groundhog,0,1
1605,2022,groundhog,0,5
1605,2023,groundhog,0,2
1605,2024,groundhog,0,3
1605,2025,groundhog,0,4
1607,2018,groundhog,1,1
1607,2019,groundhog,0,1
1607,2020,groundhog,0,1
1607,2021,groundhog,1,1
1607,2022,groundhog,0,11
1607,2023,groundhog,0,2
1607,2024,groundhog,0,1
1607,2025,groundhog,0,4
1608,2009,groundhog,0,1
1608,2012,groundhog,0,1
1608,2014,groundhog,0,1
1608,2015,groundhog,0,3
1608,2017,groundhog,0,4
1608,2018,groundhog,0,7
1608,2019,groundhog,0,9
1608,2020,groundhog,1,13
1608,2021,groundhog,0,1
1608,2022,groundhog,0,1
1608,2023,groundhog,0,8
1608,2024,groundhog,1,11
1608,2025,groundhog,0,9
1610,2019,groundhog,0,2
1610,2021,groundhog,0,4
1610,2022,groundhog,0,1
1610,2023,groundhog,0,4
1610,2024,groundhog,0,4
1610,2025,groundhog,1,6
1612,2014,groundhog,1,1
1612,2015,groundhog,0,3
1612,2016,groundhog,1,8
1612,2017,groundhog,1,6
1612,2018,groundhog,1,13
1612,2019,groundhog,2,10
1612,2020,groundhog,0,15
1612,2021,groundhog,1,19
1612,2022,groundhog,0,4
1612,2023,groundhog,0,10
1612,2024,groundhog,0,17
1612,2025,groundhog,0,5
1613,2018,groundhog,0,4
1613,2019,groundhog,0,3
1613,2020,groundhog,0,2
1613,2022,groundhog,2,11
1613,2023,groundhog,0,52
1613,2024,groundhog,1,33
1613,2025,groundhog,0,18
1614,2013,groundhog,0,1
1614,2014,groundhog,0,1
1614,2015,groundhog,0,1
1614,2016,groundhog,0,5
1614,2017,groundhog,0,3
1614,2018,groundhog,0,1
1614,2019,groundhog,0,7
1614,2020,groundhog,0,11
1614,2021,groundhog,0,12
1614,2022,groundhog,1,14
1614,2023,groundhog,0,28
1614,2024,groundhog,0,25
1614,2025,groundhog,0,27
1615,2008,groundhog,0,2
1615,2009,groundhog,1,2
1615,2011,groundhog,0,2
1615,2012,groundhog,0,1
1615,2013,groundhog,0,4
1615,2014,groundhog,1,6
1615,2015,groundhog,0,6
1615,2016,groundhog,3,15
1615,2017,groundhog,3,7
1615,2018,groundhog,6,38
1615,2019,groundhog,10,106
1615,2020,groundhog,11,204
1615,2021,groundhog,20,274
1615,2022,groundhog,38,378
1615,2023,groundhog,38,525
1615,2024,groundhog,44,467
1615,2025,groundhog,58,475
1616,2015,groundhog,0,1
1616,2016,groundhog,0,2
1616,2017,groundhog,3,15
1616,2018,groundhog,0,15
1616,2019,groundhog,0,19
1616,2020,groundhog,1,36
1616,2021,groundhog,0,44
1616,2022,groundhog,3,50
1616,2023,groundhog,1,53
1616,2024,groundhog,0,41
1616,2025,groundhog,0,21
1617,2014,groundhog,0,3
1617,2016,groundhog,1,1
1617,2017,groundhog,0,2
1617,2018,groundhog,0,2
1617,2019,groundhog,0,1
1617,2020,groundhog,0,18
1617,2021,groundhog,0,25
1617,2022,groundhog,1,15
1617,2023,groundhog,0,16
1617,2024,groundhog,1,6
1617,2025,groundhog,0,17
1618,2008,groundhog,0,3
1618,2009,groundhog,3,24
1618,2010,groundhog,0,2
1618,2012,groundhog,0,2
1618,2016,groundhog,0,2
1618,2017,groundhog,0,5
1618,2018,groundhog,0,29
1618,2019,groundhog,0,26
1618,2020,groundhog,1,46
1618,2021,groundhog,0,121
1618,2022,groundhog,5,151
1618,2023,groundhog,4,210
1618,2024,groundhog,3,135
1618,2025,groundhog,5,174
1619,2009,groundhog,0,3
1619,2010,groundhog,0,1
1619,2011,groundhog,0,1
1619,2012,groundhog,0,3
1619,2013,groundhog,0,1
1619,2014,groundhog,0,5
1619,2015,groundhog,0,2
1619,2016,groundhog,0,13
1619,2017,groundhog,0,5
1619,2018,groundhog,2,94
1619,2019,groundhog,6,125
1619,2020,groundhog,4,256
1619,2021,groundhog,2,182
1619,2022,groundhog,6,255
1619,2023,groundhog,3,172
1619,2024,groundhog,9,220
1619,2025,groundhog,7,273
1620,2009,groundhog,0,4
1620,2010,groundhog,0,1
1620,2012,groundhog,0,1
1620,2013,groundhog,0,2
1620,2014,groundhog,0,1
1620,2015,groundhog,1,34
1620,2016,groundhog,1,5
1620,2017,groundhog,1,6
1620,2018,groundhog,0,4
1620,2019,groundhog,0,7
1620,2020,groundhog,2,56
1620,2021,groundhog,1,18
1620,2022,groundhog,1,42
1620,2023,groundhog,0,69
1620,2024,groundhog,6,42
1620,2025,groundhog,0,24
1621,2012,groundhog,0,1
1621,2013,groundhog,1,4
1621,2014,groundhog,0,4
1621,2015,groundhog,0,11
1621,2016,groundhog,0,3
1621,2017,groundhog,1,9
1621,2018,groundhog,0,20
1621,2019,groundhog,1,11
1621,2020,groundhog,2,30
1621,2021,groundhog,7,64
1621,2022,groundhog,7,74
1621,2023,groundhog,7,46
1621,2024,groundhog,7,45
1621,2025,groundhog,5,71
1622,2012,groundhog,0,3
1622,2013,groundhog,0,3
1622,2014,groundhog,1,4
1622,2015,groundhog,1,5
1622,2016,groundhog,1,14
1622,2017,groundhog,1,19
1622,2018,groundhog,2,49
1622,2019,groundhog,2,56
1622,2020,groundhog,10,144
1622,2021,groundhog,6,105
1622,2022,groundhog,11,163
1622,2023,groundhog,7,151
1622,2024,groundhog,13,163
1622,2025,groundhog,14,206
1623,2008,groundhog,0,1
1623,2009,groundhog,0,1
1623,2011,groundhog,0,2
1623,2013,groundhog,1,5
1623,2014,groundhog,0,7
1623,2015,groundhog,0,5
1623,2016,groundhog,1,13
1623,2017,groundhog,0,11
1623,2018,groundhog,1,14
1623,2019,groundhog,1,22
1623,2020,groundhog,2,36
1623,2021,groundhog,3,46
1623,2022,groundhog,3,41
1623,2023,groundhog,3,65
1623,2024,groundhog,4,120
1623,2025,groundhog,13,123
1624,2008,groundhog,0,2
1624,2009,groundhog,0,4
1624,2010,groundhog,0,9
1624,2011,groundhog,1,11
1624,2012,groundhog,0,3
1624,2013,groundhog,0,6
1624,2014,groundhog,2,35
1624,2015,groundhog,1,14
1624,2016,groundhog,1,12
1624,2017,groundhog,2,27
1624,2018,groundhog,2,58
1624,2019,groundhog,10,92
1624,2020,groundhog,5,113
1624,2021,groundhog,5,67
1624,2022,groundhog,7,87
1624,2023,groundhog,7,127
1624,2024,groundhog,16,191
1624,2025,groundhog,14,220
1625,2010,groundhog,0,1
1625,2013,groundhog,0,1
1625,2014,groundhog,0,2
1625,2015,groundhog,0,1
1625,2016,groundhog,0,1
1625,2017,groundhog,0,5
1625,2018,groundhog,1,19
1625,2019,groundhog,1,33
1625,2020,groundhog,2,19
1625,2021,groundhog,1,21
1625,2022,groundhog,0,22
1625,2023,groundhog,0,27
1625,2024,groundhog,3,38
1625,2025,groundhog,4,53
1626,2010,groundhog,0,1
1626,2012,groundhog,0,1
1626,2013,groundhog,0,3
1626,2014,groundhog,0,5
1626,2015,groundhog,0,1
1626,2016,groundhog,1,8
1626,2017,groundhog,0,5
1626,2018,groundhog,0,14
1626,2019,groundhog,0,34
1626,2020,groundhog,1,32
1626,2021,groundhog,1,17
1626,2022,groundhog,0,16
1626,2023,groundhog,1,20
1626,2024,groundhog,0,9
1626,2025,groundhog,1,10
1627,2012,groundhog,0,2
1627,2014,groundhog,0,2
1627,2015,groundhog,0,3
1627,2016,groundhog,1,2
1627,2017,groundhog,0,1
1627,2018,groundhog,0,117
1627,2019,groundhog,0,9
1627,2020,groundhog,0,7
1627,2021,groundhog,2,7
1627,2022,groundhog,0,15
1627,2023,groundhog,2,14
1627,2024,groundhog,2,9
1627,2025,groundhog,1,12
1628,2019,groundhog,0,1
1628,2020,groundhog,0,2
1628,2021,groundhog,0,4
1628,2022,groundhog,1,1
1628,2023,groundhog,0,2
1628,2024,groundhog,1,6
1628,2025,groundhog,0,6
1629,2013,groundhog,0,1
1629,2014,groundhog,0,1
1629,2015,groundhog,0,2
1629,2016,groundhog,3,7
1629,2017,groundhog,1,13
1629,2018,groundhog,3,21
1629,2019,groundhog,1,9
1629,2020,groundhog,2,27
1629,2021,groundhog,9,69
1629,2022,groundhog,10,166
1629,2023,groundhog,4,354
1629,2024,groundhog,10,309
1629,2025,groundhog,17,148
1630,2008,groundhog,0,2
1630,2009,groundhog,0,5
1630,2010,groundhog,0,6
1630,2011,groundhog,0,3
1630,2012,groundhog,1,10
1630,2013,groundhog,0,2
1630,2014,groundhog,1,2
1630,2015,groundhog,1,3
1630,2016,groundhog,0,1
1630,2017,groundhog,0,10
1630,2018,groundhog,0,8
1630,2019,groundhog,3,28
1630,2020,groundhog,2,63
1630,2021,groundhog,2,60
1630,2022,groundhog,10,89
