"sigma_region_mean","sigma_region_q025","sigma_region_q975","total_var_beta_mean","year_beta_mean","max_rhat_continuous"
0.592448713328188,0.121679746347912,1.57737189207653,3.09104093131931,-0.253290089367019,1.00701549111738
