"parameter","mean","median","sd","q025","q975","p_negative","n_na","rhat","model"
"total_var_beta",-0.11615440605263,-0.114950128676859,0.0512047392144164,-0.220501987678985,-0.0204742482678409,0.991466666666667,0,1.00166181649299,"moose_v2b_national_scalar"
"year_beta",-0.1185721748148,-0.115351044658847,0.0931237191763326,-0.315770141985294,0.0467393158276911,0.909277777777778,0,1.00191427323095,"moose_v2b_national_scalar"
"year_var",0.00241776876217026,-2.86597602927189e-05,0.101417364653866,-0.194707396404481,0.21376873769072,0.500077777777778,0,1.00168431505828,"moose_v2b_national_scalar"
"trend_robust_indicator",0.244811111111111,0,0.429977540364017,0,1,0,0,1.00089034811539,"moose_v2b_national_scalar"
"snr_derived",NA,NA,NA,-2.55074035757964,0.948108984012801,NA,48,NA,"moose_v2b_national_scalar"
