"site_id","model_i","cell50","cell100","year","psi_mean","psi_q025","psi_q975","lon","lat"
344,13943,2285,628,2015,0.825646972234219,0.788342928185556,0.861934095098765,-78.69674,35.73825
556,13960,2208,590,2015,0.740727832111235,0.666973601850438,0.802403159656315,-75.94582,35.85892
558,13962,2208,590,2015,0.740727832111235,0.666973601850438,0.802403159656315,-75.94582,35.85892
561,13965,2208,590,2015,0.740727832111235,0.666973601850438,0.802403159656315,-75.94583,35.85892
563,13967,2208,590,2015,0.76886439748013,0.699160706548163,0.833761338990703,-75.89115,35.77115
565,13969,2208,590,2015,0.743633692441575,0.668837847146035,0.806982066530683,-75.934,35.8192
567,13971,2208,590,2015,0.743633692441575,0.668837847146035,0.806982066530683,-75.934,35.8192
568,13972,2208,590,2015,0.743633692441575,0.668837847146035,0.806982066530683,-75.934,35.8192
571,13975,2208,590,2015,0.743633692441575,0.668837847146035,0.806982066530683,-75.934,35.8019
575,13979,2208,590,2015,0.749049408680739,0.677713147411548,0.81245826556909,-75.93803,35.77122
576,13980,2208,590,2015,0.749049408680739,0.677713147411548,0.81245826556909,-75.93803,35.77122
577,13981,2208,590,2015,0.749049408680739,0.677713147411548,0.81245826556909,-75.93803,35.77122
579,13983,2127,590,2015,0.740727832111235,0.666973601850438,0.802403159656315,-75.92433,35.86247
581,13985,2127,590,2015,0.740727832111235,0.666973601850438,0.802403159656315,-75.92433,35.86247
583,13987,2127,590,2015,0.740727832111235,0.666973601850438,0.802403159656315,-75.92433,35.86247
586,13990,2208,590,2015,0.76182376835708,0.691256638936243,0.825505741785499,-75.89612,35.82597
587,13991,2208,590,2015,0.76182376835708,0.691256638936243,0.825505741785499,-75.89612,35.82597
588,13992,2208,590,2015,0.76182376835708,0.691256638936243,0.825505741785499,-75.89612,35.82597
591,13995,2127,590,2015,0.732295785226294,0.660474546776434,0.794306972663502,-75.90123,35.862
593,13997,2127,590,2015,0.732295785226294,0.660474546776434,0.794306972663502,-75.90123,35.862
594,13998,2127,590,2015,0.732295785226294,0.660474546776434,0.794306972663502,-75.90123,35.862
597,14001,2127,590,2015,0.721572414763734,0.649193562657387,0.786705721328475,-75.8509,35.85303
599,14003,2127,590,2015,0.721572414763734,0.649193562657387,0.786705721328475,-75.8509,35.85303
600,14004,2127,590,2015,0.721572414763734,0.649193562657387,0.786705721328475,-75.8509,35.85303
601,14005,2127,590,2015,0.721572414763734,0.649193562657387,0.786705721328475,-75.8509,35.85303
604,14008,2127,590,2015,0.721572414763734,0.649193562657387,0.786705721328475,-75.82997,35.84247
605,14009,2127,590,2015,0.721572414763734,0.649193562657387,0.786705721328475,-75.82997,35.84247
607,14011,2127,590,2015,0.721572414763734,0.649193562657387,0.786705721328475,-75.82997,35.84247
608,14012,2127,590,2015,0.721572414763734,0.649193562657387,0.786705721328475,-75.82997,35.84247
666,14031,2286,629,2015,0.907499746206503,0.832907847261717,0.964589654054859,-77.97719,35.5204
667,14032,2286,629,2015,0.907499746206503,0.832907847261717,0.964589654054859,-77.97451,35.52044
668,14033,2286,629,2015,0.907499746206503,0.832907847261717,0.964589654054859,-77.97579,35.51977
1062,14062,1715,462,2015,0.992567211346177,0.978877939679665,0.999260255854444,-78.22722,38.59778
1063,14063,1715,462,2015,0.992567211346177,0.978877939679665,0.999260255854444,-78.23417,38.6055
1064,14064,1716,462,2015,0.998969182171926,0.99458874422633,0.99999736513196,-77.79518,38.76459
1067,14067,1716,462,2015,0.999539778479142,0.996802748447585,0.999999871994568,-77.74763,38.6574
1068,14068,1716,462,2015,0.994871772351453,0.984250585459601,0.999601580164667,-78.145,38.76694
1069,14069,1716,462,2015,0.994871772351453,0.984250585459601,0.999601580164667,-78.14668,38.7645
1070,14070,1716,462,2015,0.994871772351453,0.984250585459601,0.999601580164667,-78.14945,38.76339
1073,14073,1716,462,2015,0.999783374615974,0.99837976473655,0.999999991834991,-77.89167,38.62028
1075,14075,1714,461,2015,0.999891392903821,0.998947931213122,0.999999999960359,-78.79225,38.80959
1078,14078,1716,462,2015,0.999528778042749,0.996787267884044,0.999999928747224,-78.12531,38.50136
1082,14081,1716,462,2015,0.99955231749731,0.997170763009757,0.999999897151687,-78.07944,38.60278
1089,14088,1716,462,2015,0.998852572017796,0.994254817494401,0.999997083236774,-77.90146,38.85637
1092,14091,1796,503,2015,0.962642587978849,0.916578532324827,0.993365399023589,-79.32906,38.59747
1093,14092,1796,503,2015,0.962642587978849,0.916578532324827,0.993365399023589,-79.32755,38.59951
1102,14101,1716,462,2015,0.997827349509539,0.99076614715158,0.999968610739918,-78.13988,38.74115
1103,14102,1716,462,2015,0.997827349509539,0.99076614715158,0.999968610739918,-78.14354,38.73952
1104,14103,1716,462,2015,0.997827349509539,0.99076614715158,0.999968610739918,-78.13847,38.73879
1105,14104,1716,462,2015,0.997827349509539,0.99076614715158,0.999968610739918,-78.14008,38.73611
1110,14109,1716,462,2015,0.999337349370288,0.995622977731703,0.999999531841746,-78.15798,38.59227
1112,14111,1716,462,2015,0.999337349370288,0.995622977731703,0.999999531841746,-78.15944,38.58955
