unit_5,n_cameras,trap_nights,extent_km,span_weeks,year,src
FL_Grassland_Rural_DeLuca_25__2025#1,11,270.0,3.4145171568254633,4.142857142857143,2025,camera_trap_array
WY_Forest_Wild_Alexander_24__2025#0,16,693.0,3.552659880636369,7.285714285714286,2025,camera_trap_array
FL_Grassland_Rural_DeLuca_25__2025#2,9,247.0,3.621570994983473,4.142857142857143,2025,camera_trap_array
MO_Forest_Wild_BullShoals_25__2025#0,12,723.0,3.7277498583696915,9.0,2025,camera_trap_array
MI_Forest_Wild_Negwegon_25__2025#0,14,798.0,4.452816695746721,8.142857142857142,2025,camera_trap_array
GA_Forest_Rural_BFGrantWMA_25__2025#1,4,250.0,4.232804694663967,10.0,2025,camera_trap_array
GA_Forest_Rural_BFGrantWMA_25__2025#3,5,297.0,3.2748904347288423,10.0,2025,camera_trap_array
WY_Forest_Wild_Alexander_25__2025#0,4,101.0,2.373062453559007,7.285714285714286,2025,camera_trap_array
CA_CoastalScrub_Rural_FortOrdDunes_25__2025#2,6,210.0,3.798857659933396,5.0,2025,camera_trap_array
NH_Forest_Rural_SouthConway_25__2025#0,15,980.0,0.8992495803982508,10.0,2025,camera_trap_array
MI_Forest_Wild_Wilderness_25__2025#0,11,550.0,1.941612443099142,7.142857142857143,2025,camera_trap_array
GA_Forest_Rural_BFGrantWMA_25__2025#2,2,124.0,2.1874694244661823,8.857142857142858,2025,camera_trap_array
IL_Forest_Suburban_SIUE_25__2025#0,13,770.0,2.88039111731889,10.0,2025,camera_trap_array
MI_Forest_Wild_Rockport_25__2025#2,11,574.0,3.773022744805721,7.857142857142857,2025,camera_trap_array
CA_CoastalScrub_Rural_FortOrdDunes_25__2025#1,10,326.0,2.8081485766641165,9.571428571428571,2025,camera_trap_array
MI_Forest_Wild_Rockport_25__2025#1,3,165.0,0.9468545529845065,7.857142857142857,2025,camera_trap_array
NC_Forest_Suburban_Schenck_25__2025#0,17,799.0,1.436133257904393,6.714285714285714,2025,camera_trap_array
OR_Forest_Wild_Lesmeister_25__2025#0,14,630.0,4.453637859977203,6.428571428571429,2025,camera_trap_array
OK_Forest_Rural_JamesCollins_25__2025#1,4,140.0,1.642045820211766,5.0,2025,camera_trap_array
OK_Forest_Rural_JamesCollins_25__2025#2,10,350.0,4.832902846900611,5.0,2025,camera_trap_array
NY_Forest_Rural_CaryInstitute_25__2025#0,34,2229.0,3.9857385526845066,11.714285714285714,2025,camera_trap_array
NM_Forest_Rural_NMSLO_25__2025#0,10,545.0,1.338901942899124,8.571428571428571,2025,camera_trap_array
MO_Forest_Urban_MWSU_25__2025#0,1,70.0,0.0,10.0,2025,camera_trap_array
NY_Anthropogenic_Urban_YorkCollegeCUNY_25__2025#2,1,39.0,0.0,5.571428571428571,2025,camera_trap_array
VA_Forest_Rural_WJNF_25__2025#0,15,570.0,1.8092814295974549,5.428571428571429,2025,camera_trap_array
OK_Grassland_Rural_Burneyville_24__2025#0,16,640.0,4.417436833799328,5.714285714285714,2025,camera_trap_array
OK_Grassland_Rural_Falconhead_24__2025#0,17,714.0,4.316875024007895,6.0,2025,camera_trap_array
OK_Grassland_Rural_Burneyville_25__2025#0,1,40.0,0.0,5.714285714285714,2025,camera_trap_array
OK_Grassland_Rural_Ardmore_24__2025#1,5,205.0,2.5804661738744588,5.857142857142857,2025,camera_trap_array
OK_Grassland_Rural_Ardmore_24__2025#2,16,656.0,4.500875549641107,5.857142857142857,2025,camera_trap_array
WV_Forest_Wild_MonongahelaNF_25__2025#0,13,601.0,2.4216405846370197,8.0,2025,camera_trap_array
IN_Forest_Rural_HoosierNF_25__2025#1,14,772.0,2.504368727731882,8.142857142857142,2025,camera_trap_array
IN_Forest_Rural_HoosierNF_25__2025#2,11,604.0,3.24066628586381,8.285714285714286,2025,camera_trap_array
UT_Forest_Wild_MantiLaSalMOG_25__2025#0,9,368.0,1.019652147179982,6.428571428571429,2025,camera_trap_array
UT_Forest_Wild_LowerMantiLaSal_25__2025#0,11,507.0,2.017471559857096,6.714285714285714,2025,camera_trap_array
AZ_Forest_Wild_KaibabMOG_25__2025#0,14,674.0,1.5382560454552405,7.0,2025,camera_trap_array
TN_Forest_Rural_Doe_25__2025#2,5,237.0,1.650460616567586,7.571428571428571,2025,camera_trap_array
GA_Forest_Rural_GaDNR_25__2025#0,15,516.0,2.2022608680507827,5.142857142857143,2025,camera_trap_array
NC_Forest_Wild_MtGlum_25__2025#0,13,760.0,1.352030352217068,9.285714285714286,2025,camera_trap_array
TX_Grassland_Wild_YoakumDunes_25__2025#1,2,58.0,1.5799589963644853,4.142857142857143,2025,camera_trap_array
UT_Forest_Rural_SummitCounty_25__2025#2,2,133.0,2.738984296971227,12.571428571428571,2025,camera_trap_array
SC_Forest_Rural_Clemson_25__2025#2,7,412.0,2.8372234396950105,8.571428571428571,2025,camera_trap_array
FL_Grassland_Wild_Torreya_25__2025#2,3,168.0,0.8449574663125402,8.0,2025,camera_trap_array
GA_Forest_Rural_Whitehall_25__2025#2,1,51.0,0.0,7.285714285714286,2025,camera_trap_array
TN_Forest_Wild_LandBetweenLakes2_25__2025#2,1,35.0,0.0,5.0,2025,camera_trap_array
Sovie__2022#3,3,153.0,2.471927369965534,8.571428571428571,2022,camera_trap_array
Sovie__2022#1,2,114.0,1.3350121738112555,8.428571428571429,2022,camera_trap_array
Sovie__2022#2,1,58.0,0.0,8.285714285714286,2022,camera_trap_array
Sovie__2022#4,2,87.0,1.8715158398421745,8.428571428571429,2022,camera_trap_array
Sovie__2022#5,1,59.0,0.0,8.428571428571429,2022,camera_trap_array
Mojave__2021#1,3,52.0,3.5300154755646167,4.714285714285714,2021,camera_trap_array
Mojave__2021#3,3,55.0,4.013853563239659,4.714285714285714,2021,camera_trap_array
Mojave__2021#4,1,23.0,0.0,3.2857142857142856,2021,camera_trap_array
Mojave__2021#2,2,84.0,1.6405357064645896,6.142857142857143,2021,camera_trap_array
Fantle-Lepczyk__2021#0,16,935.0,0.8201609889406174,8.857142857142858,2021,camera_trap_array
DeGregorio__2021#0,12,427.0,0.9915011327297447,5.428571428571429,2021,camera_trap_array
Abilene__2021#0,13,725.0,2.238972359747108,13.571428571428571,2021,camera_trap_array
Rentz__2021#2,10,321.0,4.738058896744949,9.0,2021,camera_trap_array
Carrizo__2021#2,7,179.0,4.543589071898931,4.0,2021,camera_trap_array
SierraNevada__2021#0,8,443.0,2.9733587258568988,16.428571428571427,2021,camera_trap_array
Carrizo__2021#1,4,112.0,3.7286525297385507,4.0,2021,camera_trap_array
Carrizo__2021#3,2,39.0,1.020719759680545,4.0,2021,camera_trap_array
Carrizo__2021#4,1,28.0,0.0,4.0,2021,camera_trap_array
NyeHolman__2021#0,16,604.0,2.6609725715201495,7.285714285714286,2021,camera_trap_array
Herrera__2021#4,5,197.0,3.235040835931304,10.714285714285714,2021,camera_trap_array
Herrera__2021#5,4,134.0,3.977320786228442,11.0,2021,camera_trap_array
Herrera__2021#10,6,153.0,3.315660887041395,11.571428571428571,2021,camera_trap_array
Herrera__2021#16,5,128.0,4.621083414670185,5.142857142857143,2021,camera_trap_array
Herrera__2021#24,4,102.0,3.120930814739984,5.428571428571429,2021,camera_trap_array
Herrera__2021#25,1,23.0,0.0,3.2857142857142856,2021,camera_trap_array
Herrera__2021#22,3,76.0,3.7691241346021056,5.0,2021,camera_trap_array
Herrera__2021#19,4,131.0,3.3440287549227117,10.428571428571429,2021,camera_trap_array
Herrera__2021#18,2,34.0,0.6342240120448553,6.571428571428571,2021,camera_trap_array
Herrera__2021#15,3,50.0,3.965375865512534,5.714285714285714,2021,camera_trap_array
Herrera__2021#12,3,111.0,4.429405138921667,5.285714285714286,2021,camera_trap_array
Herrera__2021#21,2,49.0,2.4425693464634084,5.142857142857143,2021,camera_trap_array
Wilmington__2021#2,1,35.0,0.0,5.0,2021,camera_trap_array
Wilmington__2021#5,2,61.0,4.1716223679859175,5.0,2021,camera_trap_array
Wilmington__2021#6,2,60.0,1.121671014047987,4.285714285714286,2021,camera_trap_array
Wilmington__2021#7,3,50.0,2.2940918473129606,4.285714285714286,2021,camera_trap_array
Wilmington__2021#1,2,64.0,3.691646386245165,5.0,2021,camera_trap_array
Wilmington__2021#8,1,17.0,0.0,2.4285714285714284,2021,camera_trap_array
Wilmington__2021#4,3,74.0,3.990129957025429,6.571428571428571,2021,camera_trap_array
StLawrence__2021#3,5,210.0,1.9092436361784912,12.428571428571429,2021,camera_trap_array
DeLuca__2021#1,17,268.0,2.7837569372820887,3.2857142857142856,2021,camera_trap_array
DeLuca__2021#2,12,200.0,4.231340681461305,3.142857142857143,2021,camera_trap_array
Melrose__2021#0,15,443.0,2.3627450285548486,4.571428571428571,2021,camera_trap_array
Ellington__2021#0,57,3355.0,4.46610617808452,9.0,2021,camera_trap_array
Carrollton__2021#1,32,441.0,4.366429504395251,10.0,2021,camera_trap_array
Carrollton__2021#2,1,14.0,0.0,2.0,2021,camera_trap_array
JonesCenter__2021#3,14,374.0,4.380783746072475,4.285714285714286,2021,camera_trap_array
JonesCenter__2021#2,6,144.0,4.136441268631074,5.142857142857143,2021,camera_trap_array
JonesCenter__2021#1,4,100.0,3.6642549116088405,3.5714285714285716,2021,camera_trap_array
DixonMemorial__2021#6,4,108.0,2.3445986965318983,3.857142857142857,2021,camera_trap_array
DixonMemorial__2021#7,4,108.0,3.6262696487653883,3.857142857142857,2021,camera_trap_array
DixonMemorial__2021#4,2,54.0,1.9710886605338052,3.857142857142857,2021,camera_trap_array
DixonMemorial__2021#5,2,54.0,2.0215585505659592,3.857142857142857,2021,camera_trap_array
DixonMemorial__2021#2,3,81.0,2.7384457740797403,3.857142857142857,2021,camera_trap_array
DixonMemorial__2021#3,1,27.0,0.0,3.857142857142857,2021,camera_trap_array
DixonMemorial__2021#1,3,81.0,3.285373190997062,3.857142857142857,2021,camera_trap_array
GreenRiverPreserve__2021#0,10,563.0,1.1569528990104367,9.0,2021,camera_trap_array
TON__2021#0,26,778.0,3.5341013793294866,5.0,2021,camera_trap_array
Urbana__2021#0,15,416.0,3.071083643988605,4.142857142857143,2021,camera_trap_array
PWAMartell__2021#0,11,534.0,3.848382185871983,7.0,2021,camera_trap_array
Lawrence__2021#0,16,496.0,2.675799085505057,4.714285714285714,2021,camera_trap_array
Darracq__2021#1,11,462.0,2.7908757819352688,6.142857142857143,2021,camera_trap_array
Darracq__2021#2,1,42.0,0.0,6.0,2021,camera_trap_array
KentuckyNaturalLandsTrust__2021#0,7,406.0,1.233766451872398,9.0,2021,camera_trap_array
AbitaFlats__2021#0,11,640.0,2.080436675055268,12.142857142857142,2021,camera_trap_array
CCRoad__2021#0,11,447.0,2.341123794330941,6.285714285714286,2021,camera_trap_array
Hammond__2021#0,10,499.0,0.8876502476956668,7.285714285714286,2021,camera_trap_array
EDG__2021#0,11,372.0,1.8073874762125497,5.0,2021,camera_trap_array
BridgewaterState__2021#0,10,613.0,0.8658243987043501,9.285714285714286,2021,camera_trap_array
Grafton__2021#0,11,605.0,1.137070204745,8.857142857142858,2021,camera_trap_array
Tufts__2021#0,13,485.0,2.818487014612751,8.285714285714286,2021,camera_trap_array
WT__2021#0,12,415.0,2.3044321574449746,5.571428571428571,2021,camera_trap_array
Nemes__2021#0,12,279.0,1.456807338610344,7.142857142857143,2021,camera_trap_array
UpperPeninsula__2021#2,5,324.0,2.839936725749111,10.857142857142858,2021,camera_trap_array
UpperPeninsula__2021#4,5,243.0,2.42398032004381,10.0,2021,camera_trap_array
UpperPeninsula__2021#1,8,473.0,4.402748672964517,9.285714285714286,2021,camera_trap_array
UpperPeninsula__2021#3,7,400.0,4.170652421567047,8.857142857142858,2021,camera_trap_array
MOHansen__2021#0,20,630.0,1.2676672781359692,9.0,2021,camera_trap_array
RiverTrail__2021#0,9,495.0,0.7581552262426491,9.428571428571429,2021,camera_trap_array
Shamon__2021#1,3,36.0,2.0232273369880502,2.5714285714285716,2021,camera_trap_array
Shamon__2021#3,7,122.0,2.3282656040014604,2.5714285714285716,2021,camera_trap_array
Shamon__2021#2,7,50.0,2.926575945595038,2.5714285714285716,2021,camera_trap_array
Shamon__2021#4,13,217.0,4.181415259437516,2.7142857142857144,2021,camera_trap_array
Farris__2021#0,14,473.0,1.7692529049534638,7.285714285714286,2021,camera_trap_array
Hill__2021#0,16,724.0,4.16678637094903,7.0,2021,camera_trap_array
Iredell__2021#0,20,517.0,2.9303725191837295,9.142857142857142,2021,camera_trap_array
Roan__2021#0,13,655.0,4.7598533964519865,13.0,2021,camera_trap_array
Schenck__2021#0,18,816.0,1.4962113293086519,9.0,2021,camera_trap_array
Umstead__2021#0,20,604.0,3.6668110306082906,8.428571428571429,2021,camera_trap_array
ARNWR__2021#3,2,72.0,1.6662075658368276,5.142857142857143,2021,camera_trap_array
ARNWR__2021#2,3,108.0,4.5075136761200545,5.142857142857143,2021,camera_trap_array
ARNWR__2021#1,4,122.0,2.078705744212007,5.142857142857143,2021,camera_trap_array
ARNWR__2021#5,5,180.0,4.3595705359473715,5.142857142857143,2021,camera_trap_array
ARNWR__2021#4,2,61.0,2.813946474572874,5.142857142857143,2021,camera_trap_array
Lathrop__2021#0,22,708.0,2.1485302999473896,9.285714285714286,2021,camera_trap_array
NYC__2021#7,7,366.0,3.312529167830582,13.0,2021,camera_trap_array
NYC__2021#5,4,205.0,2.1405900347108844,7.857142857142857,2021,camera_trap_array
NYC__2021#2,5,191.0,3.8301816046737294,6.714285714285714,2021,camera_trap_array
NYC__2021#1,2,188.0,2.66604024465955,13.428571428571429,2021,camera_trap_array
NYC__2021#3,2,188.0,0.35459594608048456,13.428571428571429,2021,camera_trap_array
NYC__2021#6,2,121.0,0.7201209012317332,13.0,2021,camera_trap_array
BlackRock__2021#0,14,799.0,4.413161277243194,8.714285714285714,2021,camera_trap_array
Bogan__2021#0,15,420.0,1.2173255801267395,4.571428571428571,2021,camera_trap_array
Mianus__2021#0,20,796.0,3.5860058521914118,9.857142857142858,2021,camera_trap_array
PaulSmiths__2021#0,9,323.0,0.9356455811902337,7.428571428571429,2021,camera_trap_array
StLawrence__2021#1,10,729.0,3.934454919472402,13.857142857142858,2021,camera_trap_array
StLawrence__2021#2,2,77.0,0.8079875678840513,6.0,2021,camera_trap_array
WildBogan__2021#0,22,432.0,0.9816385421959042,5.571428571428571,2021,camera_trap_array
Syracuse__2021#1,6,132.0,4.693385987936529,6.0,2021,camera_trap_array
Syracuse__2021#3,1,28.0,0.0,4.0,2021,camera_trap_array
Syracuse__2021#2,2,64.0,2.774886746935526,6.857142857142857,2021,camera_trap_array
Heiberg__2021#1,5,147.0,3.102197623485585,8.285714285714286,2021,camera_trap_array
Heiberg__2021#2,3,105.0,3.4173350932032305,5.142857142857143,2021,camera_trap_array
UniversityofNebraska__2021#5,1,21.0,0.0,3.0,2021,camera_trap_array
UniversityofNebraska__2021#8,1,26.0,0.0,3.7142857142857144,2021,camera_trap_array
UniversityofNebraska__2021#3,1,26.0,0.0,3.7142857142857144,2021,camera_trap_array
UniversityofNebraska__2021#2,1,21.0,0.0,3.0,2021,camera_trap_array
UniversityofNebraska__2021#1,3,46.0,4.441190242070056,3.4285714285714284,2021,camera_trap_array
UniversityofNebraska__2021#6,1,26.0,0.0,3.7142857142857144,2021,camera_trap_array
UniversityofNebraska__2021#7,1,26.0,0.0,3.7142857142857144,2021,camera_trap_array
UniversityofNebraska__2021#4,1,25.0,0.0,3.5714285714285716,2021,camera_trap_array
G3Ranch__2021#0,12,516.0,1.4030403501595516,6.142857142857143,2021,camera_trap_array
JamesCollins__2021#1,7,178.0,3.048365619751322,4.285714285714286,2021,camera_trap_array
JamesCollins__2021#3,8,204.0,4.616319733684787,4.285714285714286,2021,camera_trap_array
JamesCollins__2021#2,4,91.0,3.328047353635666,4.285714285714286,2021,camera_trap_array
Lonsinger__2021#1,2,90.0,1.4077332367623236,6.428571428571429,2021,camera_trap_array
Lonsinger__2021#2,12,327.0,4.960579163347709,6.428571428571429,2021,camera_trap_array
Selman__2021#0,10,221.0,1.0014686213037451,10.0,2021,camera_trap_array
Forrester__2021#3,8,493.0,3.192923808487686,12.0,2021,camera_trap_array
Forrester__2021#1,16,922.0,4.2825615951207086,12.0,2021,camera_trap_array
Forrester__2021#2,4,197.0,1.3986179446219063,9.142857142857142,2021,camera_trap_array
Gettysburg__2021#0,10,465.0,1.1123512009495176,7.142857142857143,2021,camera_trap_array
Rothrock__2021#3,5,213.0,2.7111137088909816,6.142857142857143,2021,camera_trap_array
Rothrock__2021#2,5,220.0,2.3506151265877757,6.285714285714286,2021,camera_trap_array
Rothrock__2021#1,5,240.0,1.8963012793227825,6.857142857142857,2021,camera_trap_array
URI__2021#0,15,626.0,1.0861614223839833,7.857142857142857,2021,camera_trap_array
Bottomland__2021#2,11,382.0,3.5385969625326776,5.0,2021,camera_trap_array
Bottomland__2021#1,2,70.0,1.9513351285064806,5.0,2021,camera_trap_array
SREL__2021#0,13,454.0,4.8480965494851676,5.0,2021,camera_trap_array
SoEights__2021#0,13,754.0,2.1945783955223037,8.857142857142858,2021,camera_trap_array
Brookings__2021#2,4,104.0,3.920853160181019,5.0,2021,camera_trap_array
Cheatham__2021#0,12,336.0,4.8462700370866605,4.428571428571429,2021,camera_trap_array
Cumberland__2021#0,7,262.0,1.9303809826549814,10.857142857142858,2021,camera_trap_array
CaesarKleberg__2021#0,13,645.0,2.1847311881289677,8.571428571428571,2021,camera_trap_array
Angelina__2021#0,16,213.0,2.656502177984312,3.0,2021,camera_trap_array
Freeman__2021#1,16,652.0,3.1449360852301504,7.285714285714286,2021,camera_trap_array
Matador__2021#4,1,35.0,0.0,5.0,2021,camera_trap_array
Matador__2021#1,3,125.0,2.813511747844406,7.571428571428571,2021,camera_trap_array
Matador__2021#2,5,178.0,3.192859839490579,7.428571428571429,2021,camera_trap_array
Matador__2021#3,2,84.0,2.0819835735271393,7.0,2021,camera_trap_array
Matador__2021#5,1,48.0,0.0,6.857142857142857,2021,camera_trap_array
Mortelliti__2021#0,7,390.0,2.61569999272393,10.857142857142858,2021,camera_trap_array
Wasatch__2021#1,2,85.0,0.38057429349714145,12.142857142857142,2021,camera_trap_array
Wasatch__2021#3,7,332.0,3.261265699985752,12.0,2021,camera_trap_array
Wasatch__2021#2,3,111.0,1.5359560471822238,7.0,2021,camera_trap_array
SLC__2021#4,2,116.0,4.731481578732842,9.0,2021,camera_trap_array
SLC__2021#2,1,28.0,0.0,4.0,2021,camera_trap_array
CedarsNAP__2021#0,6,382.0,0.7651778304885845,14.285714285714286,2021,camera_trap_array
RMC__2021#0,29,530.0,3.6670695919394767,5.714285714285714,2021,camera_trap_array
SCBI__2021#0,18,399.0,1.9830472631966,11.571428571428571,2021,camera_trap_array
LakeRaponda__2021#0,15,705.0,1.8073508929897006,7.714285714285714,2021,camera_trap_array
Watershed__2021#0,16,801.0,0.7063965322793563,12.428571428571429,2021,camera_trap_array
KamiakButte__2021#0,11,239.0,1.9237916512720072,4.0,2021,camera_trap_array
SmootHill__2021#0,13,318.0,1.666645672611295,4.0,2021,camera_trap_array
Whitewater__2021#0,10,457.0,0.8121348921150484,7.428571428571429,2021,camera_trap_array
UniversityResearchForest__2021#0,29,816.0,4.180086103703078,6.428571428571429,2021,camera_trap_array
Alexander__2021#0,13,572.0,3.4812841431797295,6.428571428571429,2021,camera_trap_array
SUCP__2022#5,2,108.0,2.4473062279081246,8.428571428571429,2022,camera_trap_array
SUCP__2022#1,1,55.0,0.0,7.857142857142857,2022,camera_trap_array
Fantle-Lepczyk__2022#0,15,949.0,0.8222582785021086,9.428571428571429,2022,camera_trap_array
DeGregorio__2022#0,15,660.0,1.0564340164763775,6.428571428571429,2022,camera_trap_array
Johans__2022#0,22,736.0,0.5417342869674736,11.714285714285714,2022,camera_trap_array
Tigue__2022#2,13,762.0,4.104169038954591,8.428571428571429,2022,camera_trap_array
Tigue__2022#1,2,118.0,1.302902058499281,8.428571428571429,2022,camera_trap_array
Grandview__2022#0,13,713.0,3.698190513945871,9.142857142857142,2022,camera_trap_array
Tucson__2022#3,1,86.0,0.0,12.285714285714286,2022,camera_trap_array
Tucson__2022#4,2,92.0,2.1280232091417512,6.571428571428571,2022,camera_trap_array
Tucson__2022#5,2,115.0,1.236880565787516,10.142857142857142,2022,camera_trap_array
Tucson__2022#2,2,154.0,2.7541955013676245,11.0,2022,camera_trap_array
Sonoran__2022#2,8,458.0,3.0115902391684446,17.571428571428573,2022,camera_trap_array
Sonoran__2022#1,4,144.0,2.346139193949661,12.0,2022,camera_trap_array
Tucson__2022#1,4,265.0,4.538582548288119,11.285714285714286,2022,camera_trap_array
Tucson__2022#6,1,71.0,0.0,10.142857142857142,2022,camera_trap_array
Harrity__2022#2,12,585.0,4.471585792248796,15.428571428571429,2022,camera_trap_array
Carlile__2022#0,10,498.0,1.092898261312043,9.142857142857142,2022,camera_trap_array
Redwoods__2022#1,29,711.0,1.3122289118580024,9.142857142857142,2022,camera_trap_array
SierraNevada__2022#0,16,787.0,2.325568680112048,7.857142857142857,2022,camera_trap_array
Carrizo__2022#0,10,288.0,4.216138386570313,4.714285714285714,2022,camera_trap_array
Mesa__2022#1,18,650.0,4.358318373273958,7.857142857142857,2022,camera_trap_array
Mesa__2022#2,1,49.0,0.0,7.0,2022,camera_trap_array
Goldfarb__2022#0,10,270.0,0.9193373078134718,9.285714285714286,2022,camera_trap_array
USAFA__2022#1,2,137.0,1.7671146624707175,9.857142857142858,2022,camera_trap_array
Storrs__2022#0,23,736.0,3.141239694455201,11.571428571428571,2022,camera_trap_array
NyeHolman__2022#0,20,726.0,2.8011771884613066,6.571428571428571,2022,camera_trap_array
Herrera__2022#6,3,67.0,2.510471807600099,4.0,2022,camera_trap_array
Herrera__2022#4,3,52.0,3.1322756058789425,3.857142857142857,2022,camera_trap_array
Herrera__2022#5,2,52.0,1.7962793379633857,3.7142857142857144,2022,camera_trap_array
Herrera__2022#1,4,98.0,4.351053540322845,4.142857142857143,2022,camera_trap_array
Herrera__2022#8,3,39.0,3.783943344825342,3.0,2022,camera_trap_array
Alto__2022#2,13,596.0,3.2803075633897105,8.428571428571429,2022,camera_trap_array
Alto__2022#1,3,138.0,1.2031979523787593,7.714285714285714,2022,camera_trap_array
Balu__2022#2,10,434.0,3.1400776122248204,8.142857142857142,2022,camera_trap_array
Balu__2022#1,7,324.0,2.5465301200723616,7.571428571428571,2022,camera_trap_array
CrocLake__2022#1,7,340.0,0.9035385399621884,8.857142857142858,2022,camera_trap_array
CrocLake__2022#5,7,427.0,2.2371343418268763,9.714285714285714,2022,camera_trap_array
CrocLake__2022#3,5,244.0,3.2350904119922417,8.571428571428571,2022,camera_trap_array
CrocLake__2022#2,6,348.0,3.119028272096548,8.857142857142858,2022,camera_trap_array
DeLuca__2022#2,10,627.0,3.6437613175562364,9.0,2022,camera_trap_array
Melrose__2022#3,9,336.0,3.2043329790493207,9.714285714285714,2022,camera_trap_array
Weigel__2022#1,35,375.0,3.6998211966359404,7.714285714285714,2022,camera_trap_array
Carrollton__2022#1,33,460.0,4.528975209888912,10.0,2022,camera_trap_array
Carrollton__2022#2,1,14.0,0.0,2.0,2022,camera_trap_array
JonesCenter__2022#3,12,281.0,4.513300256774412,4.142857142857143,2022,camera_trap_array
Rentz__2022#1,9,292.0,2.7578403199479236,7.857142857142857,2022,camera_trap_array
Rachlow__2022#0,34,1814.0,1.9574981966114693,8.285714285714286,2022,camera_trap_array
Deshwal__2022#0,22,520.0,4.821308038945268,5.714285714285714,2022,camera_trap_array
Urbana__2022#0,15,515.0,3.0029165810693494,5.0,2022,camera_trap_array
Ahlers__2022#2,16,293.0,4.047188060636119,7.0,2022,camera_trap_array
Ahlers__2022#3,1,44.0,0.0,6.285714285714286,2022,camera_trap_array
Ahlers__2022#1,21,693.0,3.4291319728170127,7.0,2022,camera_trap_array
FortHays__2022#6,3,65.0,2.7662573994333197,4.714285714285714,2022,camera_trap_array
FortHays__2022#2,4,97.0,2.977093023232986,4.714285714285714,2022,camera_trap_array
FortHays__2022#4,2,47.0,2.353828398221706,4.571428571428571,2022,camera_trap_array
FortHays__2022#3,1,32.0,0.0,4.571428571428571,2022,camera_trap_array
FortHays__2022#5,2,66.0,2.189801398662183,4.714285714285714,2022,camera_trap_array
FortHays__2022#1,2,66.0,2.6067514537443155,4.714285714285714,2022,camera_trap_array
Darracq__2022#0,13,408.0,2.5734270512974287,5.0,2022,camera_trap_array
KentuckyNaturalLandsTrust__2022#0,9,193.0,1.4839058187010798,8.571428571428571,2022,camera_trap_array
Hammond__2022#0,10,443.0,1.1946377400557986,7.0,2022,camera_trap_array
Bak__2022#1,13,704.0,3.7287751716346955,9.285714285714286,2022,camera_trap_array
Bak__2022#2,1,13.0,0.0,1.8571428571428572,2022,camera_trap_array
BridgewaterState__2022#0,10,613.0,0.8670797659200218,8.857142857142858,2022,camera_trap_array
Grafton__2022#0,10,555.0,1.1036842384262422,9.142857142857142,2022,camera_trap_array
PenobscotForest__2022#1,6,241.0,2.0590123577453907,9.428571428571429,2022,camera_trap_array
UpperPeninsula__2022#3,6,363.0,3.307673116843793,12.571428571428571,2022,camera_trap_array
BullShoals__2022#0,11,539.0,3.065173567088299,7.142857142857143,2022,camera_trap_array
HBHMAcres__2022#0,19,497.0,1.8615369912654538,8.428571428571429,2022,camera_trap_array
Hebblewhite__2022#4,8,330.0,2.845955251529482,12.428571428571429,2022,camera_trap_array
Hebblewhite__2022#7,9,417.0,2.9954326868405525,13.285714285714286,2022,camera_trap_array
Hebblewhite__2022#2,14,626.0,4.549129498398541,13.0,2022,camera_trap_array
RiverTrail__2022#0,10,342.0,0.7608359114858253,10.857142857142858,2022,camera_trap_array
FortBelknap__2022#0,13,148.0,1.8087483592095925,5.0,2022,camera_trap_array
Shamon__2022#1,10,238.0,3.3248245525781783,4.142857142857143,2022,camera_trap_array
Shamon__2022#7,6,148.0,3.271442708455241,4.142857142857143,2022,camera_trap_array
Shamon__2022#3,12,262.0,3.9540697386712607,4.0,2022,camera_trap_array
Shamon__2022#2,10,272.0,2.760919470813927,4.0,2022,camera_trap_array
Shamon__2022#5,10,198.0,3.7935025719887934,3.5714285714285716,2022,camera_trap_array
Shamon__2022#4,6,144.0,2.5635535763662625,3.4285714285714284,2022,camera_trap_array
Shamon__2022#6,6,150.0,2.737448494957751,3.5714285714285716,2022,camera_trap_array
Stewart__2022#0,8,284.0,1.1678371279899427,5.142857142857143,2022,camera_trap_array
GMSF__2022#0,12,648.0,1.0200103430399028,9.428571428571429,2022,camera_trap_array
Farris__2022#1,8,281.0,2.112222808885066,5.142857142857143,2022,camera_trap_array
Farris__2022#2,1,36.0,0.0,5.142857142857143,2022,camera_trap_array
Hill__2022#0,17,1436.0,4.150590490388467,13.0,2022,camera_trap_array
Iredell__2022#3,10,285.0,2.8069996770898826,8.857142857142858,2022,camera_trap_array
Iredell__2022#1,6,189.0,0.5572466460676107,9.0,2022,camera_trap_array
Iredell__2022#2,3,93.0,0.33091969873056554,4.428571428571429,2022,camera_trap_array
MtGlum__2022#0,13,507.0,1.3399746355916928,6.428571428571429,2022,camera_trap_array
Schenck__2022#0,9,527.0,1.3744379611683988,14.857142857142858,2022,camera_trap_array
Umstead__2022#0,29,1664.0,4.156957502483793,18.428571428571427,2022,camera_trap_array
ARNWR__2022#1,3,144.0,2.3935201733762126,6.857142857142857,2022,camera_trap_array
ARNWR__2022#3,2,82.0,2.8043071670020168,6.857142857142857,2022,camera_trap_array
ARNWR__2022#4,6,287.0,4.379049445809465,6.857142857142857,2022,camera_trap_array
ARNWR__2022#6,2,96.0,3.677919925078607,6.857142857142857,2022,camera_trap_array
ARNWR__2022#2,3,144.0,2.8222575728304955,6.857142857142857,2022,camera_trap_array
