"cell50","year","mu_mean","mu_q025","mu_q975","lon","lat"
6,2008,0.00480486858774384,0.00119497293519481,0.0111277139297382,-121.265128723774,48.994555393664
7,2008,0.0152509418050996,0.00774000054011554,0.0269967768076711,-120.612805474797,49.1126837672064
8,2008,0.00507883663617442,0.00177205664393772,0.0153899378699467,-119.958104358564,49.2278348396007
14,2008,0.00774117013105852,0.00204540877178879,0.0180340910805357,-121.089036419193,48.555629878705
15,2008,0.0573361624278033,0.0339414140590196,0.0840244627288774,-120.440842673788,48.672733234681
16,2008,0.0779698612746513,0.0411809287555008,0.132898890030573,-119.790313872131,48.7868865773491
17,2008,0.0302164145619877,0.0145867597242121,0.0522562214241704,-119.137500463454,48.8980721978474
18,2008,0.0273775362684569,0.0120443917135178,0.051728104849909,-118.482453966982,49.0062653448723
19,2008,0.0550963507956995,0.0227103598406589,0.108231240527242,-117.825219759276,49.1114538833663
20,2008,0.0399956597728677,0.0134085903224898,0.0963272787028473,-117.165854351124,49.213617147949
27,2008,0.0492961751155862,0.025057757283763,0.086710501412785,-120.27121456213,48.2333626190998
28,2008,0.069401645028206,0.0315507924874763,0.126124412525499,-119.624814650583,48.3465402327626
29,2008,0.134753023374948,0.0692561667723679,0.23191185219241,-118.976175551119,48.4567680841763
30,2008,0.172578847628037,0.0937685217692641,0.283730295421292,-118.325346401563,48.564029742441
31,2008,0.188493676884205,0.135287302936489,0.258441738391615,-117.672375597358,48.6683051194705
32,2008,0.110971336400822,0.069629429701871,0.171563931166028,-117.017316446554,48.7695743758115
33,2008,0.0855021508518314,0.0494833447102971,0.140100150501524,-116.360221072417,48.8678199767522
34,2008,0.0797057444751237,0.0377543032878039,0.139995016300512,-115.701143087202,48.9630258969627
35,2008,0.0473871540103837,0.0290114249130467,0.0742121653675184,-115.040136094933,49.0551758980945
36,2008,0.0371790834405066,0.0224514096950913,0.0577433277999708,-114.377255928809,49.1442541785679
37,2008,0.0289824567832118,0.0199941237451859,0.0403261656815142,-113.712561201883,49.2302453010975
38,2008,0.0304195107442666,0.0100486904080269,0.0734197416351003,-67.9000250105137,47.4934264776634
48,2008,0.308953044453412,0.140114625314165,0.575913671032714,-118.170381383063,48.1224031571419
49,2008,0.264752756411423,0.17897996144301,0.379517060884378,-117.521623369245,48.2257868101742
50,2008,0.188563995721144,0.132993075667905,0.260996034345216,-116.870816677498,48.3261864091953
51,2008,0.0832319214419778,0.047173892941666,0.132928328899108,-116.218015973647,48.4235822996474
52,2008,0.0854878035642615,0.0517390518104649,0.127941277303297,-115.56326990492,48.5179625451974
54,2008,0.0625170617175678,0.0385621541353266,0.094227884797626,-114.248169681455,48.6976058532625
55,2008,0.105428089010869,0.0761689854400398,0.144467109575683,-113.587922894349,48.7828372654218
56,2008,0.0522646224661283,0.0192045824588106,0.10889611900664,-112.925954282071,48.8649870003599
60,2008,0.0288520419792325,0.00547986579773117,0.0807390744417913,-110.262024903585,49.1624886658511
62,2008,0.381139451347535,0.188629795140755,0.670664773460258,-69.3497434925368,47.3166834397276
63,2008,0.472147286589528,0.223320585710977,0.860613932966784,-68.7190892921395,47.190084100331
64,2008,0.490332448340475,0.271290904578607,0.807604303906997,-68.0908928553389,47.0606651056672
65,2008,0.116734074908492,0.0591187444339651,0.204528767105448,-67.4651983439585,46.9284486236964
72,2008,0.00840866333697827,0.00147699473951563,0.0232877495897385,-120.574861976244,47.2420031643778
76,2008,0.157484659183136,0.0897035318290381,0.251110587021737,-118.017514067676,47.68134777365
77,2008,0.155620005420063,0.104183913539702,0.226063834593509,-117.372920136676,47.7838610764382
78,2008,0.235495762070147,0.162400543557939,0.336295448858784,-116.726314268227,47.8834122922538
79,2008,0.157200751835076,0.0945647310307285,0.24152362848028,-116.077755087246,47.9799818698788
80,2008,0.165543605030095,0.104411580506778,0.248558796109798,-115.427287835665,48.0735557608927
81,2008,0.0499654511730727,0.0260417532812851,0.0837596641293382,-114.774974410224,48.1641173770118
82,2008,0.0484385290535824,0.0281114389967243,0.0761257013327349,-114.120865028685,48.2516520248398
83,2008,0.170715927006403,0.111613436609391,0.24785275524503,-113.465009639246,48.3361436908319
84,2008,0.0711398902858568,0.0360901080722133,0.128696423303833,-112.807466634735,48.4175783877576
92,2008,0.0280246813506724,0.0135799306545709,0.0500761380853021,-107.493395159889,48.9573499576627
94,2008,0.0630037454135638,0.00966341810582125,0.188950694483641,-106.152156667735,49.0608164945375
97,2008,0.236028555411424,0.0165649261562132,0.925101843521173,-104.132855499805,49.1920783173635
100,2008,0.645472779565373,0.428546434037684,0.937970459328909,-69.5305289572354,46.8822366835495
101,2008,0.654835135207238,0.429558639944642,0.950311656494231,-68.9036837191155,46.7566505633992
102,2008,0.345292103499757,0.213067632289013,0.526483689860662,-68.2792539113464,46.6282572225885
103,2008,0.1606242681515,0.103568021159001,0.235348898975283,-67.6572724385743,46.4970843359059
114,2008,0.152897700645318,0.0777045239210347,0.26326863573225,-117.866704919148,47.2408178782891
115,2008,0.299920123319558,0.205933310797561,0.42682261708241,-117.226219771308,47.3424850688003
116,2008,0.263736522224441,0.190547452919814,0.357940681125023,-116.583766817315,47.4412092581095
117,2008,0.136206527593553,0.0836155506935152,0.207041334982143,-115.939397629601,47.5369728113951
118,2008,0.154172339809364,0.0988477793652203,0.229403531122561,-115.293161243123,47.6297603798853
119,2008,0.0480229552673485,0.0244280904806027,0.0856469246336464,-114.645111768531,47.7195572370623
122,2008,0.116606355233769,0.0723386449448786,0.178777055460513,-112.690610518949,47.9708590123778
123,2008,0.0710863932178698,0.0159512812752743,0.19099663020919,-112.035840782544,48.048549086942
130,2008,0.0301589721235181,0.0105628056907796,0.0673635058825405,-107.412587066948,48.505935287017
134,2008,0.215123471850013,0.023392614219581,0.734143460894823,-104.744703388572,48.6983867024283
137,2008,0.291640434503805,0.102341123173629,0.625804551969147,-102.734451266843,48.8093776896219
139,2008,0.152070620116946,0.0548938401975456,0.32589357210956,-101.390806404747,48.8673844104542
140,2008,0.175208883770945,0.0572979304257428,0.394326219611904,-100.718143786867,48.8915713891201
141,2008,0.082558863971377,0.0083080017370874,0.269915005548817,-100.04500567428,48.9125444540545
