"parameter","mean","median","sd","q025","q975","p_negative","n_na","rhat","model"
"total_var_beta",-0.299188664975081,-0.300102851098119,0.0854056840716597,-0.462840915075435,-0.125510843649173,0.99892,0,1.00582897731233,"moose_v1fix_national_scalar"
"year_beta",-0.242188262748539,-0.245163880358761,0.115836957192984,-0.464141943048148,-0.0116164959308793,0.981506666666667,0,1.00340151720099,"moose_v1fix_national_scalar"
"year_var",-0.057000402226542,-0.0455297674628713,0.124009174548978,-0.314153364245538,0.180928568060539,0.677946666666667,0,1.00218872278833,"moose_v1fix_national_scalar"
"trend_robust_indicator",0.477933333333333,0,0.499514489933702,0,1,0,0,1.00047853320571,"moose_v1fix_national_scalar"
"snr_derived",NA,NA,NA,-3.13461013229242,3.38760093353871,NA,55,NA,"moose_v1fix_national_scalar"
