"cell100","link_occ_intercept_mean","link_occ_intercept_q025","link_occ_intercept_q975","MWMT_effect_mean","MWMT_effect_q025","MWMT_effect_q975","MCMT_effect_mean","MCMT_effect_q025","MCMT_effect_q975","x","y","lon","lat"
1,0.20656171561334,-2.8598575708231,3.35442033628525,0.229475522718936,-1.62376855430744,2.12369162491218,0.12865060744977,-1.54159340964519,2.12004254077192,NA,NA,-123.169325592467,49.3418514172384
2,-0.973771163896091,-4.19901735623597,2.27032778884562,0.793693261559119,-0.986911100277902,2.59900871917877,0.194031885185663,-1.2647578085367,1.88857393192953,NA,NA,-125.34278383401,47.9398318622962
3,-0.542556274324036,-2.95788304892652,1.88351720033211,0.779555343987447,-0.325758163059453,1.89711885139741,0.269776294278872,-1.05162773270736,1.80850067200897,NA,NA,-124.072494736524,48.2097010749556
4,-1.11017730325697,-3.25347042879877,1.03410710170463,1.02863719432581,-0.151977062942677,2.23095370110084,0.103934900004855,-1.13831514375721,1.55743259243139,NA,NA,-122.791789339332,48.4681839714966
5,-1.25049888658255,-3.48802596014143,0.854512090097566,0.646070135606714,-0.516492345868227,1.80647469404154,-0.012452888135203,-1.24007568414732,1.39004982601976,NA,NA,-121.501009306634,48.7151138832371
6,-1.69207668851569,-4.01898059664623,0.459279161419,0.549350061128943,-0.504932744409917,1.60991679994805,-0.0530783738337676,-1.26775350120916,1.31409465265046,NA,NA,-120.200515518212,48.950330479974
7,-1.6217437745984,-3.84044645806875,0.557827588400908,0.0419396220029779,-1.35079714040183,1.44689724250634,-0.142157206334066,-1.39782184259229,1.27217176946543,NA,NA,-118.890692449359,49.173665496168
8,-1.32684093935151,-3.87739976211217,1.16228685304658,-0.537497167112604,-2.05878623037094,1.01881393635035,-0.246594637390272,-1.61607360760917,1.2661896048234,NA,NA,-117.57193502443,49.3849715064046
9,-1.4151977683556,-4.20644839471276,1.36138612494587,0.804665795789137,-0.744633233680834,2.37506037446577,0.117657898725968,-1.21340948573347,1.65838103692402,NA,NA,-124.944602195595,47.0768315721678
10,-1.71366035209117,-3.83734685358026,0.364640315500344,1.06017616211448,-0.128848103659923,2.2899125454592,0.120602481123473,-1.09617882765233,1.53117362318719,NA,NA,-123.689487635121,47.3423221219025
11,-0.687120242346074,-2.41883278799566,1.09289441171179,0.718287043245145,-0.311374431636344,1.81796912566333,0.119294017640752,-1.03485773923438,1.45685011972155,NA,NA,-122.424349185026,47.5965515324135
12,-1.37222287868683,-3.33051931672082,0.477333000993407,0.886253571972672,-0.201427356758257,2.00032406731345,-0.0156211421515523,-1.12517838062176,1.25665986169153,NA,NA,-121.149526306278,47.839361849303
13,-1.25910786092895,-3.05432577734374,0.449633463345721,0.302911828376509,-0.867273380839619,1.54720487758003,-0.125383088843033,-1.2347923836622,1.12388230079309,NA,NA,-119.865365081081,48.0705979891592
14,-1.52055110431618,-3.61700500965756,0.531096009810097,-0.121513528801617,-1.49054038086535,1.24640832008469,-0.180270026904785,-1.3338878307769,1.10629329397225,NA,NA,-118.572236234479,48.2901120225146
15,-2.0872608895578,-4.10026188970638,-0.120581184504399,-0.600290270765297,-1.73833294096591,0.556127193211004,-0.212166095346337,-1.37492850324146,1.11879923776979,NA,NA,-117.270533071915,48.4977609801067
16,-2.79201894512907,-5.17921488610135,-0.508267775988686,-0.555209034651353,-1.76522777046306,0.637059774379008,-0.15964047089541,-1.38290741167621,1.26274923320793,NA,NA,-115.960661041074,48.6933941718837
17,-3.93319117004426,-6.56685803221877,-1.38093760812864,-0.205617597465499,-1.53396916953836,1.15645387890697,-0.0438108606097981,-1.32139987256781,1.49286503220263,NA,NA,-114.643049676115,48.8768826533956
18,-3.99763662620591,-6.83378839841536,-1.23568812767568,-0.527210430079905,-2.10658202102888,1.01856461459531,-0.105086361871416,-1.39776020093537,1.45383120037031,NA,NA,-113.318137223694,49.0480950400485
19,-3.93008231207521,-6.92899343456535,-1.01923540170433,-0.36815915623747,-2.10659423850362,1.35151365768337,-0.119780160238584,-1.43894799571155,1.46312756350126,NA,NA,-111.986386874357,49.2069044582452
20,-3.96439507703312,-7.12906983795928,-0.891494345373776,-0.142062345095704,-2.01948667989557,1.74403526777035,-0.110867778771948,-1.44706506847554,1.51523695899741,NA,NA,-110.648254645755,49.3531978006547
21,-4.05642347840112,-7.542375557548,-0.68335315657595,0.0272208072866619,-2.07251243417583,2.14364238726218,-0.0920402648944635,-1.51175188092835,1.62992715578373,NA,NA,-109.304253844539,49.4868615079761
22,-1.9584575957757,-6.0627849928754,2.07952234937201,1.37257376777994,-1.21371531946194,3.99196157617638,-1.41254596076766,-3.20027239062122,0.279989950482117,NA,NA,-68.9418484895862,47.4708524086458
23,-1.13778758783199,-5.10248610821344,2.73224043680314,0.984606776310901,-1.60234909453849,3.55476844497644,-1.67168007431077,-3.50230483925327,-0.0188469123841343,NA,NA,-67.6816786508927,47.210973594439
24,-1.57009937332296,-3.96222668582393,0.783153902001008,0.556638356277649,-0.608886242607257,1.74991239674325,0.0407471457578835,-1.23430140309969,1.47520605375217,NA,NA,-124.556771259415,46.2151445142847
25,-1.60018696490493,-3.54034625739486,0.308361774253825,0.559620451054909,-0.516412252808002,1.63943948737064,0.0522531700966585,-1.12317150715773,1.38244674288767,NA,NA,-123.316508091049,46.476464425411
26,-1.79750768567083,-3.66299528407969,0.0334183377154206,1.06497353232386,0.0434647086942515,2.12208710749854,0.0639308658939247,-1.05369269957404,1.34466401716446,NA,NA,-122.066597318278,46.7266416222802
