cell50,year,species_count,total_mammal_count_same_cell
232,2012,0,5
263,2012,0,7
264,2012,0,3
265,2012,1,1
266,2012,0,6
271,2012,0,2
274,2012,0,1
275,2012,0,8
290,2012,0,1
326,2012,0,2
327,2012,0,2
328,2012,0,1
336,2012,0,2
358,2012,0,2
385,2012,0,1
387,2012,0,1
389,2012,0,4
400,2012,0,2
401,2012,0,7
402,2012,0,1
403,2012,0,2
404,2012,0,1
408,2012,0,1
409,2012,0,3
410,2012,0,8
467,2012,0,3
470,2012,0,1
473,2012,1,2
474,2012,0,1
475,2012,0,11
476,2012,0,8
477,2012,0,1
479,2012,0,6
480,2012,0,5
481,2012,1,1
482,2012,2,3
485,2012,0,1
505,2012,0,3
506,2012,0,1
508,2012,0,3
542,2012,0,1
554,2012,0,4
555,2012,0,1
556,2012,0,5
557,2012,1,23
559,2012,0,3
561,2012,0,3
584,2012,0,2
586,2012,1,55
620,2012,0,2
630,2012,0,7
631,2012,0,2
633,2012,0,1
634,2012,0,2
635,2012,4,16
636,2012,0,7
637,2012,0,9
638,2012,0,1
639,2012,0,2
657,2012,0,1
663,2012,0,5
664,2012,0,24
711,2012,0,2
712,2012,0,1
713,2012,0,3
714,2012,0,2
715,2012,0,3
716,2012,0,3
717,2012,0,31
742,2012,5,6
792,2012,0,1
793,2012,0,2
794,2012,1,10
796,2012,0,23
820,2012,4,10
821,2012,0,5
907,2012,1,1
1075,2012,1,1
1158,2012,0,3
1160,2012,1,1
1240,2012,0,3
1241,2012,0,1
1325,2012,1,13
1326,2012,0,3
1327,2012,0,1
1409,2012,0,7
6,2013,0,2
7,2013,0,16
8,2013,0,1
14,2013,0,2
15,2013,0,1
16,2013,1,1
17,2013,0,2
27,2013,0,3
31,2013,0,1
33,2013,0,1
36,2013,0,4
37,2013,0,11
51,2013,1,6
52,2013,1,3
54,2013,0,5
55,2013,2,44
64,2013,0,1
77,2013,0,2
115,2013,0,2
116,2013,0,1
141,2013,0,1
206,2013,0,4
209,2013,1,4
210,2013,2,4
230,2013,0,2
266,2013,0,7
271,2013,1,1
272,2013,0,2
275,2013,0,8
295,2013,1,3
327,2013,0,3
328,2013,0,1
334,2013,4,6
336,2013,0,3
337,2013,0,1
339,2013,0,6
356,2013,0,1
357,2013,0,8
358,2013,0,1
385,2013,0,3
389,2013,0,8
390,2013,0,1
391,2013,0,2
401,2013,1,8
402,2013,0,1
403,2013,0,5
404,2013,4,11
405,2013,0,1
408,2013,0,7
409,2013,0,4
410,2013,0,5
429,2013,0,1
431,2013,1,1
432,2013,0,1
459,2013,0,1
469,2013,1,2
473,2013,0,1
474,2013,0,3
475,2013,0,5
476,2013,0,6
477,2013,0,1
478,2013,0,5
479,2013,0,2
480,2013,5,17
481,2013,3,6
482,2013,1,2
483,2013,0,2
485,2013,0,4
501,2013,0,3
506,2013,0,1
508,2013,0,1
552,2013,0,2
554,2013,0,4
555,2013,0,4
556,2013,2,39
557,2013,1,32
560,2013,0,5
561,2013,0,9
585,2013,0,1
586,2013,2,28
620,2013,0,2
630,2013,0,36
631,2013,0,3
634,2013,0,1
635,2013,1,33
636,2013,0,57
637,2013,0,16
638,2013,0,1
639,2013,0,4
655,2013,0,3
658,2013,0,1
659,2013,0,3
663,2013,1,5
664,2013,1,36
713,2013,0,7
714,2013,0,3
715,2013,0,5
716,2013,0,7
717,2013,0,22
735,2013,0,1
739,2013,0,1
742,2013,0,3
793,2013,0,27
794,2013,0,19
795,2013,0,6
796,2013,0,39
820,2013,2,12
821,2013,0,7
907,2013,0,1
908,2013,1,1
1158,2013,1,1
1161,2013,1,2
1240,2013,1,3
1241,2013,0,2
1325,2013,2,28
1326,2013,0,2
1409,2013,3,23
6,2014,0,2
7,2014,0,13
8,2014,0,6
14,2014,0,10
15,2014,0,1
16,2014,0,6
17,2014,0,4
19,2014,0,1
20,2014,0,3
27,2014,0,3
28,2014,0,1
36,2014,0,2
37,2014,0,12
49,2014,1,2
51,2014,0,3
52,2014,0,1
54,2014,0,4
55,2014,5,49
62,2014,0,1
63,2014,0,1
77,2014,0,2
80,2014,0,1
81,2014,0,1
82,2014,0,2
83,2014,0,6
101,2014,1,1
102,2014,0,1
116,2014,0,1
117,2014,0,1
167,2014,0,1
169,2014,0,1
171,2014,0,3
173,2014,1,1
202,2014,0,1
203,2014,0,2
206,2014,0,6
208,2014,0,1
209,2014,3,5
212,2014,1,1
227,2014,0,3
229,2014,0,1
230,2014,0,6
262,2014,0,1
266,2014,1,8
267,2014,0,1
271,2014,1,3
273,2014,2,2
274,2014,0,2
275,2014,0,8
290,2014,0,2
325,2014,0,2
327,2014,0,3
328,2014,0,1
332,2014,0,1
334,2014,1,2
336,2014,0,2
337,2014,0,1
356,2014,0,1
358,2014,0,1
385,2014,0,2
386,2014,0,1
389,2014,1,6
391,2014,0,1
400,2014,0,4
401,2014,1,18
402,2014,0,4
404,2014,0,1
405,2014,1,3
406,2014,1,1
408,2014,0,18
409,2014,0,8
410,2014,0,19
431,2014,1,1
467,2014,0,1
468,2014,1,2
469,2014,0,1
473,2014,0,1
474,2014,0,4
475,2014,0,10
476,2014,0,3
478,2014,0,28
479,2014,0,8
480,2014,2,19
481,2014,1,5
482,2014,0,3
483,2014,2,10
484,2014,0,2
485,2014,0,2
501,2014,0,1
505,2014,0,1
507,2014,0,2
508,2014,0,3
542,2014,0,3
543,2014,0,2
552,2014,0,3
554,2014,1,9
555,2014,1,10
556,2014,2,44
557,2014,3,42
558,2014,0,4
559,2014,3,23
561,2014,0,17
585,2014,0,1
586,2014,1,43
620,2014,0,5
630,2014,0,27
631,2014,0,2
634,2014,0,4
635,2014,1,47
636,2014,6,79
637,2014,0,17
638,2014,0,1
639,2014,0,3
655,2014,0,5
657,2014,0,1
658,2014,0,2
663,2014,0,7
664,2014,1,84
710,2014,0,1
713,2014,0,10
714,2014,3,11
715,2014,1,7
716,2014,1,5
717,2014,0,10
736,2014,0,5
740,2014,0,1
741,2014,0,1
742,2014,2,11
792,2014,0,4
793,2014,2,14
794,2014,0,7
795,2014,0,6
796,2014,0,45
820,2014,7,44
821,2014,6,29
904,2014,0,1
906,2014,0,1
907,2014,1,1
1075,2014,0,1
1158,2014,1,2
1160,2014,0,1
1161,2014,0,1
1240,2014,1,6
1241,2014,1,6
1325,2014,5,41
1326,2014,1,15
1327,2014,1,2
1409,2014,1,25
1410,2014,0,1
6,2015,0,3
7,2015,0,17
8,2015,0,9
14,2015,0,8
15,2015,0,2
16,2015,1,1
17,2015,0,1
19,2015,0,3
27,2015,0,1
32,2015,0,1
33,2015,0,1
36,2015,0,5
37,2015,0,35
49,2015,0,2
50,2015,0,1
51,2015,0,1
54,2015,0,2
55,2015,4,59
64,2015,0,1
77,2015,1,2
78,2015,0,1
79,2015,0,1
83,2015,0,3
102,2015,0,2
116,2015,0,1
119,2015,0,5
122,2015,0,1
150,2015,0,1
166,2015,1,4
169,2015,0,1
170,2015,0,7
171,2015,0,7
202,2015,0,4
203,2015,0,1
206,2015,0,6
209,2015,3,6
210,2015,1,1
223,2015,0,1
227,2015,0,1
230,2015,0,12
232,2015,0,1
263,2015,0,1
264,2015,0,1
265,2015,1,2
266,2015,0,3
267,2015,0,2
271,2015,0,1
275,2015,0,9
290,2015,0,2
292,2015,0,4
293,2015,1,2
319,2015,0,1
325,2015,0,2
327,2015,1,3
333,2015,1,1
336,2015,0,7
337,2015,0,2
338,2015,0,1
339,2015,0,11
353,2015,1,1
356,2015,0,1
357,2015,1,1
385,2015,0,2
388,2015,0,2
389,2015,0,6
391,2015,0,5
396,2015,0,1
400,2015,1,5
401,2015,2,24
402,2015,1,6
403,2015,0,1
404,2015,0,1
405,2015,0,1
408,2015,0,18
409,2015,0,13
410,2015,0,30
425,2015,0,1
429,2015,0,1
432,2015,0,1
459,2015,0,1
466,2015,0,1
468,2015,0,1
469,2015,0,2
474,2015,0,6
475,2015,0,15
476,2015,0,5
478,2015,0,32
479,2015,0,11
480,2015,3,15
481,2015,1,1
482,2015,1,5
483,2015,0,5
484,2015,0,1
485,2015,0,8
501,2015,0,1
507,2015,0,3
508,2015,0,2
541,2015,0,2
542,2015,0,4
549,2015,0,3
552,2015,0,4
554,2015,0,16
555,2015,0,7
556,2015,1,62
557,2015,4,80
558,2015,0,9
559,2015,1,3
560,2015,0,4
561,2015,0,47
585,2015,0,1
586,2015,0,44
620,2015,0,4
630,2015,0,21
631,2015,0,7
633,2015,0,1
634,2015,0,5
635,2015,0,49
636,2015,2,71
637,2015,0,19
638,2015,0,3
639,2015,1,23
655,2015,0,19
657,2015,0,10
658,2015,0,1
662,2015,0,3
663,2015,1,11
664,2015,0,41
710,2015,0,2
711,2015,0,1
713,2015,0,30
714,2015,1,15
715,2015,1,8
716,2015,2,13
717,2015,0,18
742,2015,2,13
791,2015,0,1
792,2015,0,13
793,2015,1,19
794,2015,0,5
795,2015,1,6
796,2015,0,68
815,2015,1,1
816,2015,0,8
819,2015,0,1
820,2015,13,40
821,2015,4,38
904,2015,0,1
905,2015,0,2
908,2015,1,3
1158,2015,0,4
1161,2015,0,1
1240,2015,3,10
1241,2015,0,4
1242,2015,0,2
1325,2015,11,64
1326,2015,1,4
1409,2015,6,29
6,2016,0,1
7,2016,0,15
8,2016,0,4
14,2016,0,11
15,2016,0,3
16,2016,0,2
17,2016,0,5
18,2016,0,1
19,2016,0,1
20,2016,1,3
27,2016,0,1
28,2016,0,1
32,2016,0,4
33,2016,0,5
34,2016,0,1
36,2016,0,4
37,2016,0,30
49,2016,3,4
50,2016,0,4
51,2016,0,2
54,2016,2,16
55,2016,13,141
63,2016,0,1
64,2016,0,2
77,2016,1,9
78,2016,1,3
82,2016,0,4
83,2016,4,11
84,2016,0,1
116,2016,0,3
117,2016,0,2
119,2016,0,2
122,2016,0,2
141,2016,0,1
146,2016,0,1
150,2016,1,1
152,2016,0,1
166,2016,4,15
170,2016,0,13
202,2016,0,1
206,2016,2,12
207,2016,0,1
208,2016,1,1
209,2016,1,10
210,2016,1,5
223,2016,0,1
225,2016,0,1
226,2016,0,1
229,2016,0,9
230,2016,1,26
263,2016,1,4
264,2016,0,1
265,2016,2,10
266,2016,0,10
267,2016,3,4
269,2016,0,3
270,2016,2,4
271,2016,1,4
275,2016,0,5
292,2016,0,4
295,2016,1,4
325,2016,0,1
327,2016,2,26
328,2016,1,1
332,2016,0,2
336,2016,0,4
337,2016,0,15
338,2016,0,4
339,2016,0,5
353,2016,0,1
386,2016,0,5
389,2016,1,12
390,2016,0,2
391,2016,0,7
396,2016,0,1
400,2016,0,11
401,2016,5,70
402,2016,1,12
403,2016,2,6
404,2016,1,2
405,2016,1,2
408,2016,0,10
409,2016,0,13
410,2016,0,79
425,2016,0,1
429,2016,0,1
431,2016,0,2
432,2016,0,7
459,2016,0,2
467,2016,0,1
468,2016,0,1
469,2016,0,5
474,2016,0,10
475,2016,0,25
476,2016,0,2
477,2016,0,1
478,2016,0,61
479,2016,1,50
480,2016,1,21
481,2016,1,5
482,2016,2,5
483,2016,0,3
484,2016,0,7
485,2016,0,13
501,2016,0,6
506,2016,1,2
507,2016,0,1
508,2016,0,6
541,2016,0,1
542,2016,0,5
543,2016,0,1
549,2016,0,2
552,2016,0,8
554,2016,0,14
555,2016,0,7
556,2016,1,248
557,2016,4,61
558,2016,0,16
559,2016,0,7
560,2016,0,3
561,2016,0,23
585,2016,0,2
586,2016,2,95
630,2016,0,25
631,2016,0,13
632,2016,0,3
633,2016,0,6
634,2016,0,3
635,2016,6,75
636,2016,6,87
637,2016,0,66
638,2016,0,6
639,2016,1,25
655,2016,0,6
657,2016,0,5
659,2016,0,1
660,2016,1,1
662,2016,1,4
663,2016,1,14
664,2016,0,133
711,2016,0,5
712,2016,0,1
713,2016,0,16
714,2016,3,33
715,2016,1,13
716,2016,0,8
717,2016,1,42
736,2016,1,5
740,2016,0,1
741,2016,0,2
742,2016,0,4
791,2016,0,3
792,2016,0,21
793,2016,0,14
794,2016,0,25
795,2016,0,22
796,2016,0,184
815,2016,0,2
816,2016,0,3
820,2016,16,65
821,2016,5,20
904,2016,1,3
907,2016,0,4
908,2016,0,1
1158,2016,0,5
1160,2016,0,1
1161,2016,1,10
1240,2016,0,6
1325,2016,8,49
1326,2016,1,8
1409,2016,7,30
1410,2016,0,1
6,2017,0,2
7,2017,0,27
8,2017,0,4
14,2017,0,26
15,2017,0,6
16,2017,0,1
17,2017,0,9
19,2017,0,1
20,2017,0,2
27,2017,0,4
30,2017,0,3
31,2017,0,1
33,2017,0,3
36,2017,1,4
37,2017,1,31
49,2017,2,7
50,2017,1,3
51,2017,0,8
52,2017,0,5
54,2017,1,17
55,2017,7,195
56,2017,0,1
76,2017,0,4
77,2017,2,28
78,2017,0,3
79,2017,0,1
80,2017,0,1
81,2017,1,3
82,2017,0,18
83,2017,4,22
84,2017,0,2
115,2017,2,9
116,2017,1,5
117,2017,0,3
118,2017,0,1
119,2017,0,1
122,2017,0,3
166,2017,1,17
170,2017,0,39
171,2017,0,13
202,2017,0,1
203,2017,0,1
204,2017,2,3
205,2017,2,3
206,2017,17,43
207,2017,0,1
209,2017,2,4
210,2017,4,4
211,2017,1,1
212,2017,0,1
223,2017,0,8
225,2017,1,3
229,2017,1,3
230,2017,0,35
263,2017,0,13
264,2017,0,1
265,2017,3,10
266,2017,1,11
267,2017,2,16
269,2017,0,7
270,2017,2,4
271,2017,3,4
272,2017,0,2
275,2017,0,9
292,2017,1,9
293,2017,2,2
295,2017,0,5
324,2017,0,1
325,2017,0,1
326,2017,0,1
327,2017,2,57
328,2017,1,5
332,2017,0,4
333,2017,0,3
336,2017,0,1
337,2017,3,8
338,2017,0,2
339,2017,0,3
356,2017,0,3
384,2017,0,1
385,2017,0,2
386,2017,0,2
387,2017,0,1
388,2017,0,3
389,2017,0,17
390,2017,0,1
391,2017,0,8
395,2017,0,2
396,2017,0,2
400,2017,0,17
401,2017,13,100
402,2017,1,29
403,2017,0,24
404,2017,4,11
405,2017,0,1
406,2017,4,7
408,2017,0,16
409,2017,1,27
410,2017,1,50
431,2017,0,1
432,2017,0,12
459,2017,0,2
466,2017,1,3
467,2017,0,4
469,2017,0,9
470,2017,0,3
473,2017,0,3
474,2017,1,22
475,2017,3,28
476,2017,0,18
477,2017,0,2
478,2017,0,7
479,2017,0,92
480,2017,8,39
481,2017,1,5
482,2017,5,19
483,2017,0,2
484,2017,0,8
485,2017,0,16
500,2017,0,6
501,2017,0,9
505,2017,0,2
506,2017,1,2
507,2017,0,1
508,2017,3,21
541,2017,0,4
542,2017,0,9
543,2017,0,1
549,2017,0,7
552,2017,0,5
554,2017,0,8
555,2017,0,8
556,2017,1,322
557,2017,7,60
558,2017,1,8
559,2017,4,13
560,2017,0,7
561,2017,0,46
581,2017,0,3
584,2017,0,1
585,2017,0,5
586,2017,1,165
620,2017,0,14
630,2017,0,45
631,2017,0,9
633,2017,3,6
634,2017,0,5
635,2017,0,50
636,2017,2,81
637,2017,1,115
638,2017,0,9
639,2017,0,4
655,2017,0,18
657,2017,0,12
658,2017,0,4
659,2017,0,5
660,2017,0,1
662,2017,0,1
663,2017,4,37
664,2017,5,190
710,2017,0,46
711,2017,2,4
713,2017,0,13
714,2017,0,19
715,2017,0,20
716,2017,0,13
717,2017,2,33
734,2017,0,1
735,2017,0,1
736,2017,0,3
737,2017,2,5
739,2017,0,12
740,2017,1,3
741,2017,0,1
742,2017,1,13
790,2017,0,1
791,2017,1,2
792,2017,0,46
793,2017,2,37
794,2017,0,33
795,2017,1,22
796,2017,0,500
815,2017,1,1
816,2017,1,6
819,2017,1,3
820,2017,36,89
821,2017,3,45
904,2017,1,11
907,2017,3,5
908,2017,0,1
990,2017,1,7
991,2017,0,1
994,2017,0,2
1158,2017,0,14
1159,2017,0,3
1160,2017,0,1
1161,2017,0,1
1240,2017,0,22
1241,2017,0,4
1242,2017,0,1
1325,2017,11,87
1326,2017,0,8
1409,2017,5,37
1410,2017,1,11
6,2018,0,2
7,2018,1,35
8,2018,0,10
14,2018,0,18
15,2018,1,20
16,2018,0,2
17,2018,0,3
18,2018,0,4
19,2018,0,2
20,2018,0,2
27,2018,0,3
28,2018,0,2
31,2018,0,5
32,2018,0,6
33,2018,1,10
35,2018,0,2
36,2018,1,4
37,2018,0,21
38,2018,0,2
48,2018,6,10
49,2018,1,6
50,2018,1,8
51,2018,1,6
52,2018,0,3
54,2018,1,27
55,2018,17,236
56,2018,0,1
62,2018,1,1
64,2018,2,5
65,2018,1,2
76,2018,0,4
77,2018,3,69
78,2018,1,6
81,2018,0,1
82,2018,0,18
83,2018,4,19
84,2018,0,3
101,2018,0,1
115,2018,10,24
116,2018,5,14
117,2018,1,5
118,2018,1,1
119,2018,1,2
122,2018,0,2
147,2018,0,2
150,2018,0,1
153,2018,1,6
154,2018,1,2
166,2018,8,45
168,2018,1,6
169,2018,1,4
170,2018,0,35
171,2018,0,20
173,2018,0,1
199,2018,1,4
200,2018,0,2
201,2018,0,2
202,2018,0,5
203,2018,0,2
206,2018,17,33
209,2018,1,3
210,2018,1,7
223,2018,0,14
225,2018,2,8
229,2018,0,22
230,2018,3,77
232,2018,0,1
256,2018,0,4
262,2018,1,3
263,2018,1,55
264,2018,0,1
265,2018,4,15
266,2018,1,31
267,2018,5,28
269,2018,1,5
270,2018,2,4
271,2018,4,10
272,2018,0,2
273,2018,0,3
274,2018,1,17
275,2018,0,20
292,2018,2,21
293,2018,0,6
295,2018,1,8
320,2018,1,5
324,2018,0,4
325,2018,0,2
326,2018,0,6
327,2018,5,144
328,2018,0,8
332,2018,0,22
333,2018,2,11
334,2018,7,8
335,2018,0,3
336,2018,1,18
337,2018,0,21
338,2018,0,9
339,2018,0,1
353,2018,0,9
357,2018,1,1
384,2018,0,1
385,2018,0,13
386,2018,0,4
387,2018,0,1
388,2018,0,4
389,2018,0,46
390,2018,0,14
391,2018,0,9
395,2018,0,3
396,2018,0,3
400,2018,0,11
401,2018,5,97
402,2018,0,47
403,2018,0,36
404,2018,2,10
405,2018,2,9
406,2018,3,11
408,2018,0,30
409,2018,0,61
410,2018,1,71
425,2018,0,2
429,2018,1,1
430,2018,1,4
431,2018,0,2
432,2018,0,4
459,2018,0,14
466,2018,0,3
467,2018,0,3
468,2018,1,2
469,2018,0,13
470,2018,0,5
473,2018,0,10
474,2018,0,23
475,2018,4,20
476,2018,2,25
477,2018,0,2
478,2018,0,5
479,2018,3,130
480,2018,6,99
481,2018,5,32
482,2018,4,21
483,2018,0,9
484,2018,0,33
485,2018,0,46
500,2018,0,2
501,2018,0,29
505,2018,0,1
506,2018,0,12
507,2018,0,7
508,2018,12,45
541,2018,0,1
542,2018,0,38
543,2018,0,7
549,2018,0,4
552,2018,0,10
554,2018,0,9
555,2018,0,32
556,2018,4,400
557,2018,4,123
558,2018,4,21
559,2018,7,27
560,2018,0,19
561,2018,0,118
583,2018,1,2
584,2018,0,1
585,2018,0,9
586,2018,2,197
620,2018,0,9
630,2018,0,115
631,2018,0,12
632,2018,0,5
633,2018,0,30
634,2018,0,15
635,2018,1,81
636,2018,13,143
637,2018,3,135
638,2018,1,54
639,2018,0,22
655,2018,0,21
657,2018,0,7
658,2018,0,3
659,2018,0,2
661,2018,0,1
662,2018,0,3
663,2018,7,49
664,2018,2,238
711,2018,0,9
712,2018,0,18
713,2018,0,31
714,2018,5,63
715,2018,0,74
716,2018,0,24
717,2018,2,83
734,2018,1,1
735,2018,0,5
736,2018,0,4
737,2018,0,3
739,2018,0,2
740,2018,3,26
741,2018,1,6
742,2018,1,17
790,2018,1,5
791,2018,0,26
792,2018,0,57
793,2018,6,76
794,2018,2,50
795,2018,0,91
796,2018,0,1180
815,2018,2,2
816,2018,0,5
819,2018,0,1
820,2018,58,172
821,2018,8,74
904,2018,4,15
905,2018,0,2
907,2018,0,7
908,2018,1,3
989,2018,0,1
990,2018,2,12
991,2018,1,2
992,2018,0,3
993,2018,0,2
994,2018,0,1
1073,2018,0,2
1158,2018,1,15
1159,2018,1,3
1160,2018,0,1
1161,2018,0,1
1240,2018,0,33
1241,2018,0,18
1242,2018,0,3
1325,2018,34,253
1326,2018,9,18
1327,2018,2,9
1409,2018,14,95
1410,2018,2,11
1411,2018,1,2
6,2019,0,17
7,2019,2,96
8,2019,0,35
14,2019,0,34
15,2019,0,13
16,2019,0,14
17,2019,1,14
18,2019,0,7
19,2019,1,11
20,2019,0,10
27,2019,0,10
28,2019,0,3
30,2019,0,2
31,2019,0,2
32,2019,1,8
33,2019,0,5
34,2019,1,2
35,2019,0,6
36,2019,3,12
37,2019,3,46
48,2019,1,2
49,2019,4,13
50,2019,1,5
51,2019,2,14
