"site_id","model_i","cell50","cell100","year","psi_mean","psi_q025","psi_q975","lon","lat"
1732,1027,966,290,2020,0.00187937289760675,0,0.000350873198326806,-71.52239,41.49158
10712,1028,337,120,2020,2.14032605214175e-05,1.07160336160206e-11,0.000183946963890194,-68.6642,44.8971
10713,1029,337,120,2020,2.14032605214175e-05,1.07160336160206e-11,0.000183946963890194,-68.6613,44.9066
10714,1030,337,120,2020,2.14032605214175e-05,1.07160336160206e-11,0.000183946963890194,-68.6616,44.9084
10715,1031,337,120,2020,2.14032605214175e-05,1.07160336160206e-11,0.000183946963890194,-68.66475,44.91182
10716,1032,337,120,2020,2.14032605214175e-05,1.07160336160206e-11,0.000183946963890194,-68.6663,44.9132
10717,1033,337,120,2020,2.14032605214175e-05,1.07160336160206e-11,0.000183946963890194,-68.6679,44.9148
10718,1034,337,120,2020,2.14032605214175e-05,1.07160336160206e-11,0.000183946963890194,-68.6643,44.8952
11073,1035,469,151,2020,0.000199033784070332,1.46104592464447e-06,0.00116746075525773,-87.5092,46.6539
11075,1036,397,113,2020,0.00317856128762368,6.21709364651835e-06,0.02736425132725,-87.5636,46.6764
11080,1037,469,151,2020,0.000581168452130015,9.14982840995171e-06,0.00341233807923427,-87.5459,46.6488
11088,1038,469,151,2020,0.000581168452130015,9.14982840995171e-06,0.00341233807923427,-87.5709,46.667
11092,1039,469,151,2020,0.0075695299730528,0.000404845178640612,0.0301507125643159,-87.5487,46.6083
11177,1040,543,150,2020,0.00661406104585399,0.00061888199036397,0.0251668818683881,-88.88202,46.06526
11178,1041,543,150,2020,0.0115189797231646,0.00153590513084294,0.0384197666787783,-88.82461,46.0494
11179,1042,543,150,2020,0.0115189797231646,0.00153590513084294,0.0384197666787783,-88.80464,46.05611
11180,1043,543,150,2020,0.0100876722524821,0.00121298816899824,0.0350748116593992,-88.74676,46.11996
11181,1044,543,150,2020,0.0117825937314002,0.00120882998755727,0.0430303398268639,-88.74247,46.10178
11182,1045,543,150,2020,0.0100876722524821,0.00121298816899824,0.0350748116593992,-88.73163,46.12554
11183,1046,543,150,2020,0.0117825937314002,0.00120882998755727,0.0430303398268639,-88.7352,46.08171
11184,1047,543,150,2020,0.00609021839642494,1.88345037554605e-05,0.0426129116170218,-88.75005,46.05425
11185,1048,543,150,2020,0.0115189797231646,0.00153590513084294,0.0384197666787783,-88.77703,46.04796
11186,1049,543,150,2020,0.0081698019936072,8.30722780831295e-07,0.0657137958548722,-88.79331,46.08116
11187,1050,543,150,2020,0.0081698019936072,8.30722780831295e-07,0.0657137958548722,-88.80826,46.09148
11188,1051,543,150,2020,0.00706061242717608,0.000756909942853046,0.0249771453923716,-88.7903,46.11569
11189,1052,543,150,2020,0.00424152483602791,4.06362735209609e-05,0.027369975925484,-88.84755,46.10045
11190,1053,543,150,2020,0.00424152483602791,4.06362735209609e-05,0.027369975925484,-88.85232,46.09116
11191,1054,543,150,2020,0.00424152483602791,4.06362735209609e-05,0.027369975925484,-88.86445,46.10658
11192,1055,543,150,2020,0.00563186268061962,0.000625226773931425,0.021073215640183,-88.90433,46.12063
12605,1056,54,32,2020,0.0299694959511873,0.00404481056669934,0.0904088895834115,-114.46187,48.40847
12606,1057,54,32,2020,0.0299694959511873,0.00404481056669934,0.0904088895834115,-114.45962,48.40807
12608,1058,54,32,2020,0.0299694959511873,0.00404481056669934,0.0904088895834115,-114.4659,48.40695
12609,1059,54,32,2020,0.0299694959511873,0.00404481056669934,0.0904088895834115,-114.46538,48.40707
12610,1060,54,32,2020,0.0299694959511873,0.00404481056669934,0.0904088895834115,-114.46622,48.40865
12611,1061,54,32,2020,0.0299694959511873,0.00404481056669934,0.0904088895834115,-114.45606,48.40878
12612,1062,54,32,2020,0.0299694959511873,0.00404481056669934,0.0904088895834115,-114.4562,48.40871
15358,1063,554,157,2020,0.0112187579027021,0.001899982274484,0.0317674688280972,-74.197,44.4538
15359,1064,554,157,2020,0.0112187579027021,0.001899982274484,0.0317674688280972,-74.1934,44.455
15360,1065,554,157,2020,0.0112187579027021,0.001899982274484,0.0317674688280972,-74.1978,44.4575
15361,1066,554,157,2020,0.0112187579027021,0.001899982274484,0.0317674688280972,-74.1982,44.4592
15468,1067,553,156,2020,0.00503913812526237,0.000435158064315416,0.017954961735348,-75.0708,44.4388
15469,1068,632,198,2020,0.0013924185907446,3.26971805467452e-05,0.00782238938064248,-75.0643,44.3789
15470,1069,632,198,2020,0.00131825836518939,4.00921627153467e-05,0.0067166211340498,-75.0361,44.3352
15471,1070,632,198,2020,0.00195324185716584,6.8019010031628e-05,0.0097849259467081,-74.9961,44.3094
15472,1071,632,198,2020,0.00315312533284126,0.000134393438994163,0.0143495328011843,-74.9354,44.2814
15473,1072,632,198,2020,0.00315312533284126,0.000134393438994163,0.0143495328011843,-74.9199,44.287
15474,1073,553,156,2020,0.00447971297994954,0.000439969881330715,0.0165354020305958,-75.1679,44.5038
15475,1074,553,156,2020,0.00517555056614522,0.000449413696547341,0.0192834099823374,-75.0697,44.4092
15476,1075,553,156,2020,0.00301139885469607,0.000240718372145207,0.0122571414082924,-75.1585,44.5815
15477,1076,633,199,2020,0.045513346988669,0.00853884665312212,0.12258614031882,-74.7402,44.2599
24393,1077,821,214,2020,0.649046885023431,0.442010941412071,0.863105445679588,-110.5068,43.6436
24394,1078,821,214,2020,0.649046885023431,0.442010941412071,0.863105445679588,-110.5072,43.652
24395,1079,821,214,2020,0.460057630324645,0.173020757072221,0.782314718388905,-110.4985,43.6624
24396,1080,821,214,2020,0.556462445072932,0.354542106541795,0.784644492502887,-110.4921,43.6547
24397,1081,821,214,2020,0.556462445072932,0.354542106541795,0.784644492502887,-110.4936,43.6448
24398,1082,821,214,2020,0.649046885023431,0.442010941412071,0.863105445679588,-110.5003,43.6417
