cell50,x50,y50,lon,lat
1877,1400000,1785000,-79.8212606780146,38.0242362907492
1878,1450000,1785000,-79.2551352001733,37.9473476881126
1879,1500000,1785000,-78.6902079075592,37.8678444330285
1897,-1650000,1735000,-114.884141652171,37.1763975049429
1899,-1550000,1735000,-113.766950510584,37.347414275375
1911,-950000,1735000,-106.969115060283,38.1542412219608
1912,-900000,1735000,-106.396513705963,38.2042814448047
1939,450000,1735000,-90.7861426077573,38.5337660368925
1941,550000,1735000,-89.630660556633,38.4794265776807
1961,1550000,1735000,-78.2330461583817,37.3474120785945
1965,1750000,1735000,-76.0039231132181,36.9951046736241
1980,-1550000,1685000,-113.661664839005,36.9089334535589
1989,-1100000,1685000,-108.6059522899,37.5459571849071
1990,-1050000,1685000,-108.039208318683,37.6036427370119
1991,-1000000,1685000,-107.471599693738,37.6586900208738
1992,-950000,1685000,-106.903171237272,37.7110863934746
1994,-850000,1685000,-105.763995156641,37.8079161227741
2009,-100000,1685000,-97.1527086155639,38.1924307359127
2010,-50000,1685000,-96.5763755032822,38.1964890620207
2031,1000000,1685000,-84.5283960789027,37.658685953989
2056,-1750000,1635000,-115.76190420614,36.1218904079105
2069,-1100000,1635000,-108.530836570704,37.1036769434155
2070,-1050000,1635000,-107.967395857889,37.1610302815154
2080,-550000,1635000,-102.292772753098,37.5892066578069
2084,-350000,1635000,-100.007975596826,37.6858794453734
2103,600000,1635000,-89.1370631568903,37.5583504778486
2129,-2150000,1585000,-119.966079228884,34.8717609618603
2131,-2050000,1585000,-118.894983255619,35.0899031517091
2164,-400000,1585000,-100.552311313388,37.2200834217572
2179,350000,1585000,-92.0160138087733,37.2401150384
2198,1300000,1585000,-81.3117480347957,36.4071329824264
2200,1400000,1585000,-80.2018663173731,36.2645428212289
2208,1800000,1585000,-75.8083422732242,35.5919897473185
2210,-2200000,1535000,-120.359711474622,34.3266040957378
2218,-1800000,1535000,-116.074938759922,35.1552527189005
2228,-1300000,1535000,-110.602132366459,35.9659855303486
2239,-750000,1535000,-104.468747081963,36.5608942654214
2240,-700000,1535000,-103.906859269975,36.5993008469651
2250,-200000,1535000,-98.2639044573573,36.8381127926994
2254,0,1535000,-96.0000055395136,36.8593716632506
2278,1200000,1535000,-82.5054584360916,36.0975110405877
2287,1650000,1535000,-77.55445686527,35.4250372031147
2290,1800000,1535000,-75.9250603728544,35.1552498004411
2294,-2100000,1485000,-119.164720348013,34.1145874824983
2301,-1750000,1485000,-115.420622980834,34.8101652171363
2307,-1450000,1485000,-112.161555182177,35.3092528943213
2308,-1400000,1485000,-111.614408382407,35.3835931544281
2313,-1150000,1485000,-108.863655465869,35.7169939752153
2328,-400000,1485000,-100.49848334082,36.3285240341524
2339,150000,1485000,-94.3119857496778,36.4011649271267
2349,650000,1485000,-88.6989048341164,36.1900261616749
2353,850000,1485000,-86.465701415425,36.0320397216239
2357,1050000,1485000,-84.243013091292,35.8323672815938
2370,1700000,1485000,-77.1195564638156,34.8996237944585
2371,1750000,1485000,-76.5793725395406,34.8101647126565
2394,-1000000,1435000,-107.137089597355,35.4426451466085
2395,-950000,1435000,-106.584948474436,35.4935841073255
2398,-800000,1435000,-104.924359408657,35.6308866823159
2411,-150000,1435000,-97.6780827989275,35.9547949456106
2414,0,1435000,-96.0000043331894,35.966616701937
2420,300000,1435000,-92.6448874316559,35.9193230487163
2432,900000,1435000,-85.9679111627807,35.5419411497116
2455,-1800000,1385000,-115.732623747392,33.8431614503861
2460,-1550000,1385000,-113.054978310057,34.2734450522045
2461,-1500000,1385000,-112.516007556459,34.3520273426145
2462,-1450000,1385000,-111.975960361523,34.4281028225627
2487,-200000,1385000,-98.2241737325735,35.4991271743311
2488,-150000,1385000,-97.6682653861037,35.5082742354019
2513,1100000,1385000,-83.831767283839,34.8898793047745
2538,-1400000,1335000,-111.346624248387,34.0602757187535
2546,-1000000,1335000,-107.008660813991,34.5549248673452
2588,1100000,1335000,-83.9017979866702,34.4464739616831
2613,-1250000,1285000,-109.648140985157,33.8220058432921
2617,-1050000,1285000,-107.487631300169,34.0580158535381
2624,-700000,1285000,-103.679186998348,34.3732736266162
2633,-250000,1285000,-98.747788816785,34.5940038243214
2636,-100000,1285000,-97.0993744874501,34.6211509683161
2670,-1850000,1235000,-115.92511013045,32.4357137266682
2682,-1250000,1235000,-109.570715123043,33.3789567094964
2688,-950000,1235000,-106.343387420432,33.7160611811115
2695,-600000,1235000,-102.548203327246,33.9941291306598
2705,-100000,1235000,-97.0930517599123,34.1740018067693
2728,1050000,1235000,-84.5777988512148,33.6137728042803
2747,-1300000,1185000,-110.02626494096,32.8709212380707
2750,-1150000,1185000,-108.427411447801,33.0574021431136
2762,-550000,1185000,-101.969792526569,33.5770319703207
2768,-250000,1185000,-98.7163801707098,33.6997419688402
2775,100000,1185000,-94.9132040355676,33.726607038181
2791,900000,1185000,-86.2527031205159,33.3181083127532
2804,-1650000,1135000,-113.626072757095,31.9081217097386
2818,-950000,1135000,-106.226679203262,32.8256149311652
2819,-900000,1135000,-105.69225888845,32.8724922963426
2835,-100000,1135000,-97.0806242981895,33.2789445434952
2857,1000000,1135000,-85.2395503681375,32.7762299851772
2858,1050000,1135000,-84.7064598684821,32.7243421405505
2865,1400000,1135000,-80.9965637992606,32.2913949821518
2868,-1500000,1085000,-111.966420771554,31.7029746051531
2901,150000,1085000,-94.3883211156723,32.8246556304176
2902,200000,1085000,-93.8512525327061,32.815789578325
2905,350000,1085000,-92.2410117195894,32.7740041047788
2913,750000,1085000,-87.9600536015114,32.551475990597
2914,800000,1085000,-87.4268707592362,32.5123364318032
2926,1400000,1085000,-81.0799938363659,31.8482375830134
2930,-1300000,1035000,-109.793044498498,31.5394897919886
2932,-1200000,1035000,-108.745234722514,31.6644908866926
2936,-1000000,1035000,-106.640478454806,31.8848976266284
2957,50000,1035000,-95.4657512547775,32.3865001119646
2958,100000,1035000,-94.9315318722756,32.3827183266129
2984,1400000,1035000,-81.1625137790258,31.4046656770855
3001,-300000,985000,-99.1864387992356,31.8939770421173
3034,1350000,985000,-81.7631348069836,31.0289747759755
3053,-100000,935000,-97.0565975541786,31.4851420757592
3069,700000,935000,-88.6184256138414,31.2457308863766
3081,1300000,935000,-82.3582057965738,30.6497783451857
3098,-200000,885000,-98.1012505427671,31.0208802560497
3102,0,885000,-96.0000057469242,31.0407612467823
3106,200000,885000,-93.8987543276035,31.0208816312121
3129,1350000,885000,-81.9182462031706,30.1389513098296
3141,-350000,835000,-99.6557595293273,30.5303876531892
3149,50000,835000,-95.4775011513482,30.5897464136659
3150,100000,835000,-94.9550289262795,30.5860351662539
3163,750000,835000,-88.1800689551286,30.3130324931657
3164,800000,835000,-87.6613276013937,30.2747990735302
3170,1100000,835000,-84.5603853922411,29.994041296923
3179,-800000,785000,-104.293306402217,29.8260138300762
3188,-350000,785000,-99.6357881558404,30.0804555981873
3195,0,785000,-96.0000047017984,30.1407783300976
3196,50000,785000,-95.4803585708982,30.1395467977303
3200,250000,785000,-93.402393144335,30.1099936622622
3201,300000,785000,-92.8832124139285,30.0964524461031
3206,550000,785000,-90.2907129679427,29.9918779660031
3207,600000,785000,-89.7731097430834,29.9636002048382
3213,1250000,785000,-83.088740807862,29.3739984234851
3215,1350000,785000,-82.0700386598433,29.2469576355768
3219,-800000,735000,-104.24843275735,29.3767442259506
3224,-450000,735000,-100.647724125335,29.5908706813664
3225,-400000,735000,-100.132001935379,29.6116938855967
3227,-300000,735000,-99.0998564986783,29.646000695081
3230,-150000,735000,-97.5503418667881,29.6790926504678
3238,250000,735000,-93.4165144766214,29.6594764427409
3250,1450000,735000,-81.1345042830356,28.6641076763973
3251,1500000,735000,-80.6306487036429,28.5925008499504
3252,-750000,685000,-103.693599971963,28.9647080799233
3254,-650000,685000,-102.671400374702,29.0329118771205
3260,-250000,685000,-98.5695282856114,29.2084923257791
3261,-200000,685000,-98.0558040985275,29.2194758250461
3267,100000,685000,-94.971985786905,29.2341202338204
3286,-200000,635000,-98.0447477606671,28.7679453344934
3291,50000,635000,-95.4887460329361,28.7861747796046
3293,1350000,635000,-82.2917284759522,27.9049208539148
3302,-250000,585000,-98.5420436231256,28.3050082333964
3311,1450000,585000,-81.3693597298875,27.3220074009497
3316,-350000,535000,-99.5391240138479,27.8235552729227
3326,1550000,535000,-80.4595363554111,26.7301420920672
3327,1600000,535000,-79.9675472816093,26.6549957034871
3331,-200000,485000,-98.0122817620573,27.4101752558493
3332,-150000,485000,-97.5093117805358,27.4185765757907
3336,1500000,485000,-81.0307221478174,26.3539855816055
3348,-300000,385000,-98.9862600046789,26.4783233629719
3354,1550000,385000,-80.6995528954309,25.3820304369245
3359,-100000,335000,-96.9905322354235,26.0614297680167
12,-1950000,3085000,-122.378231526427,48.3126534437615
13,-1900000,3085000,-121.734848991715,48.435596934352
16,-1750000,3085000,-119.790313872131,48.7868865773491
25,-1900000,3035000,-121.557099819076,47.9982336362951
32,-1550000,3035000,-117.017316446554,48.7695743758115
57,-1200000,2985000,-112.262323652943,48.9440419182307
82,-1350000,2935000,-114.120865028685,48.2516520248398
105,-2100000,2885000,-123.534841328266,46.1961644357868
115,-1600000,2885000,-117.226219771308,47.3424850688003
137,-500000,2885000,-102.734451266843,48.8093776896219
149,100000,2885000,-94.6509499954298,48.9642128624833
165,-1650000,2835000,-117.71791068899,46.8007779901175
175,-1150000,2835000,-111.27299749329,47.6758117659898
209,2050000,2835000,-69.2656832950739,45.8907710876627
213,-2200000,2785000,-124.38997074155,45.073705590573
215,-2100000,2785000,-123.170204054294,45.3328080172888
218,-1950000,2785000,-121.323257862868,45.7008718899002
267,500000,2785000,-89.3595260117118,47.9035575485126
273,2150000,2785000,-68.2187269301224,45.2046259432757
280,-2000000,2735000,-121.769598303553,45.1477708009647
282,-1900000,2735000,-120.539013978403,45.3830231035166
327,350000,2735000,-91.380080170463,47.5318319865671
334,2000000,2735000,-70.2303972745836,45.1477740738739
342,-2100000,2685000,-122.814843428474,44.470350691824
352,-1600000,2685000,-116.658712322516,45.5816923347954
391,350000,2685000,-91.411919140626,47.080066671644
399,800000,2685000,-85.5471601323746,46.7585277987179
405,1950000,2685000,-71.0103245125402,44.8329569723512
430,-1300000,2635000,-112.761782717815,45.668560394512
464,400000,2635000,-90.7935895603699,46.6057909450744
466,500000,2635000,-89.495641467529,46.5502179985882
481,1900000,2635000,-71.7829490331442,44.5138718581006
488,-2200000,2585000,-123.660293648403,43.3568514186214
500,-1600000,2585000,-116.386015924015,44.7036044928699
506,-1300000,2585000,-112.649991533319,45.2256746420955
542,500000,2585000,-89.5397896731285,46.100368656793
543,550000,2585000,-88.8960649763765,46.0682394388238
560,2000000,2585000,-70.7320490133694,43.8495249221951
562,2100000,2585000,-69.5315688426904,43.6085563526399
568,-2050000,2535000,-121.702742684467,43.2988148591941
616,350000,2535000,-91.504857225548,45.7285588990547
622,650000,2535000,-87.6670659301327,45.5464136575359
627,900000,2535000,-84.4890559770809,45.3120046844483
635,1800000,2535000,-73.3062956765717,43.86313359001
642,-2250000,2485000,-123.894935447862,42.3708703031329
646,-2050000,2485000,-121.538319107923,42.8673401061752
657,-1500000,2485000,-114.896733551418,44.0094559300545
666,-1050000,2485000,-109.316999429174,44.6908926966992
690,150000,2485000,-94.0852822210821,45.3395424549334
700,650000,2485000,-87.7227545288492,45.0984539803818
703,800000,2485000,-85.8258324757265,44.9677819107355
714,1850000,2485000,-72.8509212587371,43.3210583242021
727,-1900000,2435000,-119.597318120281,42.7779205912088
784,950000,2435000,-84.0166393117299,44.3651480781522
785,1000000,2435000,-83.3931286993545,44.3072640236882
788,1600000,2435000,-76.0099889155423,43.3885890595625
800,-2200000,2385000,-122.966203773679,41.6411088964435
813,-1550000,2385000,-115.257803181503,43.0421615712422
855,550000,2385000,-89.0837226194973,44.2749918001032
856,600000,2385000,-88.457500524608,44.2408996327079
859,750000,2385000,-86.5829741294574,44.1209894138398
863,950000,2385000,-84.0952307995225,43.9201944963963
873,1650000,2385000,-75.5367087879982,42.8564520982316
883,2150000,2385000,-69.6153205613226,41.7648903511242
912,-950000,2335000,-107.827191031147,43.475574191662
930,-50000,2335000,-96.6257144311107,44.0046248497574
934,150000,2335000,-94.1230923162609,43.9928201198208
937,300000,2335000,-92.2476458489914,43.9529857662972
940,450000,2335000,-90.3751177396842,43.8866586363764
956,1500000,2335000,-77.4670467853463,42.691867514706
962,1800000,2335000,-73.8823550882418,42.1222534641115
969,2150000,2335000,-69.7803327938386,41.3351335974697
970,-2350000,2285000,-124.344811030458,40.4011642688476
972,-2250000,2285000,-123.204785582006,40.6583812233938
990,-1350000,2285000,-112.612560242519,42.4988994123537
1015,-100000,2285000,-97.2431840866422,43.5520584474388
1036,1000000,2285000,-83.6377044112541,42.9746121486221
1038,1100000,2285000,-82.4174912983544,42.8528125277379
1046,1700000,2285000,-75.2032278648415,41.8867454260314
1050,1900000,2285000,-72.8474650421567,41.477112665235
1068,-1600000,2235000,-115.48500637125,41.6378759245124
1138,-2300000,2185000,-123.436872530838,39.6758969002107
1140,-2200000,2185000,-122.305218646532,39.9248830087714
1157,-1350000,2185000,-112.402300377641,41.6183271841567
1172,-600000,2185000,-103.348490143062,42.4549581861965
1201,950000,2185000,-84.3996053786389,42.143347063072
1207,1350000,2185000,-79.5977036031804,41.6183233923471
1209,1450000,2185000,-78.4093623944832,41.4593701353407
1215,1750000,2185000,-74.8788604621204,40.9172673302446
1221,-2250000,2135000,-122.70859590381,39.3731052697247
1249,-850000,2135000,-106.323440479132,41.8022336797733
1253,-650000,2135000,-103.907293372288,41.9734549511528
1281,750000,2135000,-86.8831541473602,41.8934910083703
1288,1100000,2135000,-82.675459788029,41.5249532935439
1295,1450000,2135000,-78.5196738479368,41.0203252873071
1298,1600000,2135000,-76.7581770397292,40.7631249205226
1309,-2100000,2085000,-120.859554085473,39.3019805247116
1329,-1100000,2085000,-109.240703093556,41.0826603302673
1336,-750000,2085000,-105.059084019658,41.4487232013348
1340,-550000,2085000,-102.6526345777,41.5962826853183
1367,800000,2085000,-86.340998439139,41.404795956968
1374,1150000,2085000,-82.1657342404062,41.0192573618665
1378,1350000,2085000,-79.8027586521673,40.7382177076904
1387,1800000,2085000,-74.5632453661536,39.9477300534554
1388,1850000,2085000,-73.9885799213721,39.8466116751779
1420,-750000,2035000,-105.002047579579,41.0041170728256
1423,-600000,2035000,-103.209392411887,41.1182463056592
1447,600000,2035000,-88.7906050326168,41.1182414427469
1457,1100000,2035000,-82.8420915683014,40.6404688063032
1459,1200000,2035000,-81.6632500990401,40.5117672816464
1486,-1650000,1985000,-115.462198103918,39.3617314218723
1499,-1000000,1985000,-107.900391442214,40.315330998135
1504,-750000,1985000,-104.945723200783,40.5596469372605
1519,0,1985000,-96.0000007312002,40.8750559472895
1543,1200000,1985000,-81.7521362185143,40.0704923794543
1547,1400000,1985000,-79.4220523109026,39.7822538176007
1549,1500000,1985000,-78.2643372308713,39.6220214094694
1553,1700000,1985000,-75.9651127099712,39.269690561918
1559,-2150000,1935000,-120.968688760974,37.8938067687359
1561,-2050000,1935000,-119.856625898289,38.1204972605624
1584,-900000,1935000,-106.65447886542,39.9778530065854
1605,150000,1935000,-94.2169841516177,40.4160801363387
1625,1150000,1935000,-82.4217725756021,39.6941386781572
1626,1200000,1935000,-81.8399360490713,39.6292542535375
1638,1800000,1935000,-74.9523411215532,38.6426128168568
1647,-1900000,1885000,-118.043090400698,38.0073891290205
1650,-1750000,1885000,-116.357739115691,38.3034782611846
1659,-1300000,1885000,-111.226888086356,39.0510271638571
1663,-1100000,1885000,-108.915581537422,39.3143043552501
1667,-900000,1885000,-106.588801977915,39.5344426395234
1718,1650000,1885000,-76.7731594077919,38.4879494132949
1725,-2100000,1835000,-120.124752710441,37.1450682691747
1740,-1350000,1835000,-111.706151442071,38.5385479619481
1747,-1000000,1835000,-107.682085653524,38.9870561550967
1752,-750000,1835000,-104.780887722694,39.2267675507065
1780,650000,1835000,-88.3845105092375,39.3036443782439
1783,800000,1835000,-86.6373840183515,39.1842436375564
1810,-1950000,1785000,-118.33444131573,37.0360723065838
1822,-1350000,1785000,-111.611452488608,38.0985036349327
1869,1000000,1785000,-84.3889236660657,38.5443111097432
1887,-2150000,1735000,-120.385956584145,36.1686663996461
1914,-800000,1735000,-105.249078200769,38.296337815393
1915,-750000,1735000,-104.674323256757,38.3383430870029
1916,-700000,1735000,-104.098930560757,38.377658528265
1925,-250000,1735000,-98.8985985425472,38.6099093556946
1937,350000,1735000,-91.9431682996998,38.5772661979285
1948,900000,1735000,-85.603482269296,38.2042794929868
1958,1400000,1735000,-79.9181000135288,37.5845305417176
1975,-1800000,1685000,-116.429149696992,36.4646617483595
1982,-1450000,1685000,-112.545852926063,37.0686939812578
1983,-1400000,1685000,-111.986193252563,37.1446966586708
1993,-900000,1685000,-106.333955618741,37.7608301443974
2025,700000,1685000,-87.9499558078189,37.9331700199916
2026,750000,1685000,-87.3779985877382,37.8940888270925
2032,1050000,1685000,-83.9607898519872,37.6036412133461
2038,1350000,1685000,-80.5745865963876,37.2181012820425
2049,-2100000,1635000,-119.566842326002,35.4152692160313
2058,-1650000,1635000,-114.662300701024,36.3011703038302
2073,-900000,1635000,-106.272142802708,37.3173029771175
2102,550000,1635000,-89.7072287118524,37.5892039154994
2110,950000,1635000,-85.1619845980091,37.2678463755672
2132,-2000000,1585000,-118.357184714834,35.1952837685268
2137,-1750000,1585000,-115.646840186707,35.6849220080461
2153,-950000,1585000,-106.7736235916,36.8245053238777
2160,-600000,1585000,-102.821954748207,37.1133325367308
2175,150000,1585000,-94.2917609430705,37.2935608934937
2186,700000,1585000,-88.0459804021073,37.0440196564762
2219,-1750000,1535000,-115.533087596655,35.247688615524
2221,-1650000,1535000,-114.445542247272,35.425040096585
2222,-1600000,1535000,-113.899909158775,35.5099400431861
2235,-950000,1535000,-106.709990918875,36.3810291508216
2242,-600000,1535000,-102.781454127286,36.6682158693756
2259,250000,1535000,-93.1704251854446,36.8261531335357
2271,850000,1535000,-86.4092920881415,36.4762012843665
2304,-1600000,1485000,-113.796382635678,35.0710338455517
2340,200000,1485000,-93.7494989307337,36.3919158633224
2342,300000,1485000,-92.625036720253,36.3654960071479
2352,800000,1485000,-87.0231089243485,36.0754544545779
2415,50000,1435000,-95.4405930997989,35.9653027636543
2434,1000000,1435000,-84.8629101157471,35.4426449892532
2457,-1700000,1385000,-114.665129339488,34.0227209511091
2458,-1650000,1385000,-114.12957004123,34.1087850082303
2480,-550000,1385000,-102.109156179241,35.3620456382509
2493,100000,1385000,-94.8877663381796,35.5148076610173
2502,550000,1385000,-89.8908442897559,35.3620457069761
2532,-1700000,1335000,-114.559283142112,33.5837673204564
2533,-1650000,1335000,-114.026609498567,33.6693984662873
2536,-1500000,1335000,-112.421822171563,33.9114064257621
2542,-1200000,1335000,-109.184552390603,34.3278553675671
2550,-800000,1335000,-104.821114170179,34.7411631995624
2563,-150000,1335000,-97.6585613784533,35.0615795275285
2571,250000,1335000,-93.2362387830204,35.0407847847452
2584,900000,1335000,-86.0837947805033,34.6531656803896
2586,1000000,1335000,-84.9913394266981,34.5549259769389
2587,1050000,1335000,-84.4461872346819,34.5019748497104
2595,1450000,1335000,-80.1152640641881,33.9870880620301
2598,1600000,1335000,-78.5072064960227,33.7525491020311
2601,-1850000,1285000,-116.036989802464,32.8741060975922
2629,-450000,1285000,-100.942930332067,34.5216556687899
2637,-50000,1285000,-96.5497067125684,34.6250303235462
2644,300000,1285000,-92.7030648388457,34.5797861661422
2652,700000,1285000,-88.3208158817868,34.373274004553
2654,800000,1285000,-87.229622234188,34.2959597476733
2669,1550000,1285000,-79.1381867148651,33.3926639882567
2671,-1800000,1235000,-115.401628518611,32.5278291179919
2674,-1650000,1235000,-113.824119281969,32.7895451916339
2686,-1050000,1235000,-107.422200473941,33.6137710770384
2703,-200000,1235000,-98.1858129765298,34.1585701444237
2713,300000,1235000,-92.7220109138448,34.1328535261309
2714,350000,1235000,-92.1762260127996,34.1161434421819
2744,-1450000,1185000,-111.61715981253,32.6620627045051
2752,-1050000,1185000,-107.357506905948,33.169221199601
2757,-800000,1185000,-104.670636225742,33.4047570250487
2761,-600000,1185000,-102.510874840977,33.5476577767367
2781,400000,1185000,-91.655643018798,33.649868342823
2795,1100000,1185000,-84.1071613819229,33.1145636277313
2803,1500000,1185000,-79.8544523229282,32.5874917808192
2811,-1300000,1135000,-109.947659263752,32.4274997837332
2850,650000,1135000,-88.9884134608755,33.0691363949554
2853,800000,1135000,-87.3783923968066,32.9587097881839
2878,-1000000,1085000,-106.700129612048,32.3307467146121
2885,-650000,1085000,-102.97208943891,32.6222224877826
2939,-850000,1035000,-105.054890388786,32.0241710328862
2940,-800000,1035000,-104.525191605842,32.0656167397147
2953,-150000,1035000,-97.6026287236637,32.3764170951289
2966,500000,1035000,-90.6630354628516,32.2617875296738
2985,-1250000,985000,-109.196313869593,31.1582942240265
3000,-350000,985000,-99.7170087033233,31.8776780744541
3006,-50000,985000,-96.5312714140207,31.9378739358621
3007,0,985000,-96.000004796681,31.9391284395957
3014,350000,985000,-92.2829973606654,31.8776758960298
3023,800000,985000,-87.522214349453,31.618520623913
3035,1400000,985000,-81.2441309713903,30.9606566127015
3051,-200000,935000,-98.1129290582022,31.4701615224088
3057,100000,935000,-94.9434112054226,31.4851418108647
3063,400000,935000,-91.7762391568658,31.4102599252569
3065,500000,935000,-90.7222524380051,31.365359874366
3075,1000000,935000,-85.4768575733255,30.992007541927
3096,-300000,885000,-99.1512321744323,30.9960338461101
3124,1100000,885000,-84.4977552850033,30.4411151120643
3134,-700000,835000,-103.300723093944,30.3488229095152
3143,-250000,835000,-98.61188893685,30.560062233505
3159,550000,835000,-90.2593986021093,30.4414122601315
3160,600000,835000,-89.7389726876885,30.4130071465027
3165,850000,835000,-87.1430864658474,30.2341145157074
3166,900000,835000,-86.6253715235093,30.1909817287197
3167,950000,835000,-86.108213556787,30.1454057565871
3168,1000000,835000,-85.5916432942411,30.09738796031
3171,1150000,835000,-84.0457544465209,29.9387199949383
3193,-100000,785000,-97.0392656901749,30.1358516509407
3197,100000,785000,-94.9607432017778,30.1358521628686
3214,1300000,785000,-82.5790014523764,29.3116807698313
3217,1450000,785000,-81.0545489539878,29.1103178267254
3247,1300000,735000,-82.6510319710548,28.8646210399025
3253,-700000,685000,-103.182710229643,29.000019817009
3258,-350000,685000,-99.596496684387,29.1792097453208
3259,-300000,685000,-99.0831022016804,29.1950702308438
3303,-200000,585000,-98.0338099067007,28.3158989455835
3304,-150000,585000,-97.5254600981659,28.3243699210955
3319,-200000,535000,-98.0229883331874,27.8633163526042
3321,-100000,535000,-97.0116115078152,27.8777795754135
3329,-300000,485000,-99.0178569204531,27.3861740053616
3333,-100000,485000,-97.0062567769103,27.4245794445246
3338,1600000,485000,-80.0508389524276,26.2065926790963
3350,-200000,385000,-97.9912064449009,26.5021368731518
3361,1550000,335000,-80.777934092967,24.9312529080252
30,-1650000,3035000,-118.325346401563,48.564029742441
35,-1400000,3035000,-115.040136094933,49.0551758980945
56,-1250000,2985000,-112.925954282071,48.8649870003599
68,-2050000,2935000,-123.096310401764,46.7566479632288
90,-950000,2935000,-108.830026222145,48.8412046561816
96,-650000,2935000,-104.806865989136,49.1515283872925
136,-550000,2885000,-103.405296944724,48.7755726819534
142,-250000,2885000,-99.3714619452169,48.9302971389214
171,-1350000,2835000,-113.871445050628,47.3616548062373
189,-450000,2835000,-102.020313874948,48.3864049044909
197,-50000,2835000,-96.6698115965973,48.5143275163239
201,150000,2835000,-93.9908380770121,48.5015239659039
203,250000,2835000,-92.6522759066935,48.475915935041
210,2100000,2835000,-68.6486564041498,45.7643644904214
229,-1400000,2785000,-114.390629531162,46.832160286886
238,-950000,2785000,-108.563797686698,47.4921882169885
259,100000,2785000,-94.6698233026246,48.0556684658759
271,2050000,2785000,-69.443173730937,45.4582639237871
292,-1400000,2735000,-114.265944462349,46.3892456788843
295,-1250000,2735000,-112.349491918944,46.6343911984023
330,600000,2735000,-88.0921950487924,47.3827812490345
336,2100000,2735000,-69.0086087274,44.9014884763742
349,-1750000,2685000,-118.526639956393,45.2777105217296
357,-1350000,2685000,-113.509780049327,46.0308013550754
379,-250000,2685000,-99.2784500304491,47.1174689307301
431,-1250000,2635000,-112.129648168408,45.7460666303337
433,-1150000,2635000,-110.861095209611,45.8922511477705
444,-600000,2635000,-103.799880629665,46.4823768425392
463,350000,2635000,-91.443322066733,46.6289622768778
465,450000,2635000,-90.1443444585238,46.5795422320653
470,700000,2635000,-86.9074986216507,46.4023015077598
486,2150000,2635000,-68.7589754580731,43.9139798197076
505,-1350000,2585000,-113.276610256061,45.1458605536931
509,-1150000,2585000,-110.761541185407,45.4476302633058
569,-2000000,2535000,-121.104940698047,43.4171102395834
612,150000,2535000,-94.0723381865323,45.7894036504222
634,1750000,2535000,-73.9139194629817,43.9677786572675
639,2000000,2535000,-70.8950539585084,43.4171102411319
643,-2200000,2485000,-123.308962807828,42.4989447302874
654,-1650000,2485000,-116.729607758094,43.7311045347748
705,900000,2485000,-84.5656261744149,44.8658546454855
723,-2100000,2435000,-121.964850658415,42.3166093221003
782,850000,2435000,-85.2667287117388,44.472160616912
842,-100000,2385000,-97.2596627478571,44.4487242442195
854,500000,2385000,-89.7105487450734,44.3061371898518
867,1350000,2385000,-79.1717776627592,43.3801770995923
874,1700000,2385000,-74.9364376943273,42.7594650487798
911,-1000000,2335000,-108.442757810671,43.4185337124392
918,-650000,2335000,-104.114554495852,43.7571615463913
935,200000,2335000,-93.497708138545,43.982492302117
938,350000,2335000,-91.6230748352814,43.9338178408607
965,1950000,2335000,-72.1131053229347,41.8008479286835
975,-2100000,2285000,-121.479626911473,41.0249312642051
976,-2050000,2285000,-120.90066317915,41.1419199641535
979,-1900000,2285000,-119.152533545154,41.4771120027983
1032,800000,2285000,-86.0900794192018,43.1839684567261
1045,1650000,2285000,-75.7963700044267,41.9824124620145
1049,1850000,2285000,-73.4338091418098,41.5835411257897
1059,-2050000,2235000,-120.746081297596,40.7105594798376
1088,-600000,2235000,-103.396055931881,42.9009892647205
1171,-650000,2185000,-103.958112467705,42.4189854727072
1183,-50000,2185000,-96.6135902963884,42.6611397355194
1192,400000,2185000,-91.0955861956479,42.5702214743169
1243,-1150000,2135000,-109.921756153489,41.4611343751848
1297,1550000,2135000,-77.3439164328388,40.8515585906348
1358,350000,2085000,-91.762384654135,41.698635807596
1377,1300000,2085000,-80.391726008641,40.8125789500913
1381,1500000,2085000,-78.0435406055485,40.4988522593314
1384,1650000,2085000,-76.2966906851591,40.2352681117132
1451,800000,2035000,-86.401760776087,40.9604816513121
1455,1000000,2035000,-84.0250223949193,40.7581907565993
1464,1450000,2035000,-78.7362452381326,40.1424044201111
1465,1500000,2035000,-78.1546154621405,40.0604375294154
1472,1850000,2035000,-74.1231127255737,39.412281018079
1497,-1100000,1985000,-109.076136542689,40.1983725726375
1506,-650000,1985000,-103.758655954783,40.6380116334836
1565,-1850000,1935000,-117.61261366508,38.5433235499014
1665,-1000000,1885000,-107.753962467665,39.4297902249419
1686,50000,1885000,-95.4092949589402,39.9809622794431
1687,100000,1885000,-94.8186356160357,39.9768027486937
1710,1250000,1885000,-81.3493458694599,39.1208611494962
1720,1750000,1885000,-75.6422528100138,38.3034787091279
1735,-1600000,1835000,-114.546932551688,38.1387172349133
1743,-1200000,1835000,-109.987647334705,38.7467822813013
1751,-800000,1835000,-105.362615768643,39.1842460843658
1796,1450000,1835000,-79.1538413130148,38.3864904284665
1802,1750000,1835000,-75.7642341608296,37.8675184664266
1815,-1700000,1785000,-115.556803857771,37.5238526772856
1835,-700000,1785000,-104.148411769414,38.822112936919
1867,900000,1785000,-85.5401655786905,38.6476811803138
