cell50,n,x50,y50,in_range
401,157,900000,2685000,TRUE
402,5,1800000,2685000,TRUE
403,25,1850000,2685000,TRUE
404,89,1900000,2685000,TRUE
405,80,1950000,2685000,TRUE
406,21,2000000,2685000,TRUE
407,0,2050000,2685000,TRUE
408,8,2100000,2685000,TRUE
409,7,2150000,2685000,TRUE
410,8,2200000,2685000,TRUE
411,0,-2250000,2635000,FALSE
412,0,-2200000,2635000,FALSE
413,0,-2150000,2635000,FALSE
414,0,-2100000,2635000,FALSE
415,0,-2050000,2635000,FALSE
416,0,-2000000,2635000,FALSE
417,0,-1950000,2635000,FALSE
418,0,-1900000,2635000,FALSE
419,0,-1850000,2635000,FALSE
420,0,-1800000,2635000,FALSE
421,0,-1750000,2635000,TRUE
422,0,-1700000,2635000,TRUE
423,0,-1650000,2635000,TRUE
424,0,-1600000,2635000,TRUE
425,9,-1550000,2635000,TRUE
426,0,-1500000,2635000,TRUE
427,0,-1450000,2635000,TRUE
428,0,-1400000,2635000,TRUE
429,8,-1350000,2635000,TRUE
430,9,-1300000,2635000,TRUE
431,6,-1250000,2635000,TRUE
432,9,-1200000,2635000,TRUE
433,10,-1150000,2635000,FALSE
434,2,-1100000,2635000,FALSE
435,0,-1050000,2635000,FALSE
436,0,-1000000,2635000,FALSE
437,0,-950000,2635000,FALSE
438,0,-900000,2635000,FALSE
439,0,-850000,2635000,FALSE
441,0,-750000,2635000,FALSE
443,0,-650000,2635000,FALSE
444,0,-600000,2635000,FALSE
445,0,-550000,2635000,FALSE
446,1,-500000,2635000,FALSE
447,0,-450000,2635000,FALSE
448,0,-400000,2635000,FALSE
449,8,-350000,2635000,FALSE
450,0,-300000,2635000,FALSE
451,0,-250000,2635000,FALSE
452,0,-200000,2635000,FALSE
453,0,-150000,2635000,FALSE
454,0,-100000,2635000,FALSE
455,2,-50000,2635000,FALSE
456,0,0,2635000,FALSE
457,0,50000,2635000,FALSE
458,0,100000,2635000,TRUE
459,1,150000,2635000,TRUE
460,0,200000,2635000,TRUE
461,0,250000,2635000,TRUE
462,0,300000,2635000,TRUE
463,0,350000,2635000,TRUE
464,0,400000,2635000,TRUE
