cell50,n,x50,y50,in_range
203,11,250000,2835000,TRUE
204,0,300000,2835000,TRUE
205,1,400000,2835000,TRUE
206,159,550000,2835000,TRUE
207,2,1950000,2835000,TRUE
208,1,2000000,2835000,TRUE
209,10,2050000,2835000,TRUE
210,8,2100000,2835000,TRUE
211,0,2150000,2835000,TRUE
212,5,2200000,2835000,TRUE
213,0,-2200000,2785000,TRUE
214,0,-2150000,2785000,TRUE
215,0,-2100000,2785000,TRUE
216,0,-2050000,2785000,TRUE
217,0,-2000000,2785000,TRUE
218,0,-1950000,2785000,TRUE
219,0,-1900000,2785000,TRUE
220,0,-1850000,2785000,TRUE
221,0,-1800000,2785000,TRUE
222,0,-1750000,2785000,TRUE
223,34,-1700000,2785000,TRUE
224,4,-1650000,2785000,TRUE
225,2,-1600000,2785000,TRUE
226,12,-1550000,2785000,TRUE
227,1,-1500000,2785000,TRUE
228,0,-1450000,2785000,TRUE
229,38,-1400000,2785000,TRUE
230,395,-1350000,2785000,TRUE
231,10,-1300000,2785000,TRUE
232,3,-1250000,2785000,TRUE
233,4,-1200000,2785000,TRUE
234,1,-1150000,2785000,TRUE
235,0,-1100000,2785000,TRUE
236,1,-1050000,2785000,TRUE
237,2,-1000000,2785000,TRUE
238,0,-950000,2785000,TRUE
239,1,-900000,2785000,TRUE
240,0,-850000,2785000,TRUE
241,0,-800000,2785000,TRUE
243,0,-700000,2785000,TRUE
244,0,-650000,2785000,TRUE
245,0,-600000,2785000,TRUE
246,0,-550000,2785000,TRUE
247,1,-500000,2785000,TRUE
249,2,-400000,2785000,TRUE
250,1,-350000,2785000,TRUE
251,0,-300000,2785000,TRUE
252,2,-250000,2785000,TRUE
253,1,-200000,2785000,TRUE
255,27,-100000,2785000,TRUE
256,4,-50000,2785000,TRUE
257,9,0,2785000,TRUE
258,0,50000,2785000,TRUE
259,0,100000,2785000,TRUE
260,0,150000,2785000,TRUE
261,0,200000,2785000,TRUE
262,11,250000,2785000,TRUE
263,80,300000,2785000,TRUE
264,1,350000,2785000,TRUE
265,3,400000,2785000,TRUE
266,22,450000,2785000,TRUE
267,14,500000,2785000,TRUE
268,0,550000,2785000,FALSE
269,10,1950000,2785000,TRUE
270,10,2000000,2785000,TRUE
271,23,2050000,2785000,TRUE
272,7,2100000,2785000,TRUE
273,2,2150000,2785000,TRUE
274,15,2200000,2785000,TRUE
275,244,2250000,2785000,TRUE
276,0,-2200000,2735000,TRUE
277,0,-2150000,2735000,TRUE
278,0,-2100000,2735000,TRUE
279,0,-2050000,2735000,TRUE
280,0,-2000000,2735000,TRUE
281,0,-1950000,2735000,TRUE
282,0,-1900000,2735000,TRUE
283,0,-1850000,2735000,TRUE
284,0,-1800000,2735000,TRUE
285,0,-1750000,2735000,TRUE
286,0,-1700000,2735000,TRUE
287,11,-1650000,2735000,TRUE
288,18,-1600000,2735000,TRUE
289,6,-1550000,2735000,TRUE
290,7,-1500000,2735000,TRUE
291,1,-1450000,2735000,TRUE
292,73,-1400000,2735000,TRUE
293,3,-1350000,2735000,TRUE
294,10,-1300000,2735000,TRUE
295,7,-1250000,2735000,TRUE
296,4,-1200000,2735000,TRUE
297,0,-1150000,2735000,TRUE
298,1,-1100000,2735000,TRUE
299,4,-1050000,2735000,TRUE
300,14,-1000000,2735000,TRUE
301,0,-950000,2735000,TRUE
302,0,-900000,2735000,TRUE
303,0,-850000,2735000,TRUE
304,0,-800000,2735000,TRUE
305,0,-750000,2735000,TRUE
306,0,-700000,2735000,TRUE
307,0,-650000,2735000,TRUE
308,0,-600000,2735000,TRUE
309,2,-550000,2735000,TRUE
310,0,-500000,2735000,TRUE
311,2,-450000,2735000,TRUE
312,7,-400000,2735000,TRUE
313,1,-350000,2735000,TRUE
314,5,-300000,2735000,TRUE
315,0,-250000,2735000,TRUE
316,0,-200000,2735000,TRUE
318,2,-100000,2735000,TRUE
319,7,-50000,2735000,TRUE
320,11,0,2735000,TRUE
321,5,50000,2735000,TRUE
322,24,100000,2735000,TRUE
323,1,150000,2735000,TRUE
324,5,200000,2735000,TRUE
325,8,250000,2735000,TRUE
326,31,300000,2735000,TRUE
327,196,350000,2735000,TRUE
328,17,400000,2735000,TRUE
329,17,550000,2735000,TRUE
330,37,600000,2735000,FALSE
331,0,650000,2735000,FALSE
