"cell100","link_occ_intercept_mean","link_occ_intercept_q025","link_occ_intercept_q975","MWMT_effect_mean","MWMT_effect_q025","MWMT_effect_q975","MCMT_effect_mean","MCMT_effect_q025","MCMT_effect_q975","x","y","lon","lat"
1,-4.04940860651796,-9.6691372820648,0.87419163626566,0.773589494536666,-1.73629713691843,3.39007626956775,-1.76234429394634,-7.35516146322475,3.56657401554989,-1975000,3210000,-123.169325592467,49.3418514172384
2,-4.05556075117148,-9.0410899732868,0.26908611988159,0.608852808680793,-1.63369488766919,2.91808263597855,-1.72533525852625,-6.64482730180957,2.95887551101251,-2175000,3110000,-125.34278383401,47.9398318622962
3,-4.05339015387506,-8.59408926962606,-0.115956366935286,0.660148485860341,-1.25893992313484,2.65180998861035,-1.73765451491838,-6.02552651691655,2.31793073692926,-2075000,3110000,-124.072494736524,48.2097010749556
4,-4.04560970000564,-8.30289240515858,-0.35592763513913,0.775884399135179,-0.834321361020382,2.49926494094154,-1.76592356182585,-5.52246739458142,1.69979935685001,-1975000,3110000,-122.791789339332,48.4681839714966
5,-4.02562617505778,-7.86668148303504,-0.553419215763275,0.998513792580781,-0.0324895907560285,2.28520168477664,-1.8230875273527,-4.79648911493607,0.435713310830424,-1875000,3110000,-121.501009306634,48.7151138832371
6,-3.05653376902492,-6.21688381999305,-0.190968618702801,0.708263120044711,0.0543849373312467,1.23229270356536,-0.276096581165392,-4.91561030323591,2.67012626853455,-1775000,3110000,-120.200515518212,48.950330479974
7,-4.14787622834931,-7.17352446172079,-0.958536631892669,0.529165621946995,-0.623593867012089,1.72929981735249,-1.07732933118745,-4.04213893470558,1.77047677980065,-1675000,3110000,-118.890692449359,49.173665496168
8,-3.31261006073489,-6.602533080298,-0.227647978521347,-0.101937778576108,-1.36684620675527,1.38590162859389,-0.0355088390235728,-2.88703168273786,2.65772008062603,-1575000,3110000,-117.57193502443,49.3849715064046
9,-4.05992323275433,-8.63010886101646,-0.0727978075640084,0.560594091043794,-1.47614512561688,2.61164041031495,-1.70845021304333,-6.15325023009685,2.46922045480794,-2175000,3010000,-124.944602195595,47.0768315721678
10,-4.06484978659009,-8.3031804850374,-0.383515748408684,0.596829751109525,-1.15483627931728,2.39950345405862,-1.72549740211441,-5.60923313296041,1.92876053267503,-2075000,3010000,-123.689487635121,47.3423221219025
11,-4.06612355420608,-8.01674236107546,-0.5632462334089,0.671668428775661,-0.831628376643345,2.2644307152157,-1.73735345686151,-5.17703428543816,1.49288849438644,-1975000,3010000,-122.424349185026,47.5965515324135
12,-4.03353259359741,-7.7063373345781,-0.692663177173478,0.788689497570364,-0.441860366480927,2.13875047853934,-1.61518765070476,-4.61044455720844,1.18496947237148,-1875000,3010000,-121.149526306278,47.839361849303
13,-3.71743680803588,-6.90482605380626,-0.715659319642832,0.883679977573381,0,1.88827383610541,-0.731008740524845,-3.09211562450628,1.61244708783239,-1775000,3010000,-119.865365081081,48.0705979891592
14,-3.29167368280653,-6.16380069046121,-0.690627578301415,0.894531806961105,-0.151432354107563,2.05294202557115,0.61439010857604,-1.41308856455228,2.95474978004665,-1675000,3010000,-118.572236234479,48.2901120225146
15,-3.43354554675407,-6.13294043591133,-0.83794445302481,0.984626972003526,0.127503893790005,1.81860003757195,1.0947043474033,-0.598082449231916,3.0873905789392,-1575000,3010000,-117.270533071915,48.4977609801067
16,-3.23316853202573,-6.02957372697789,-0.636249667307381,0.0827868842468083,-0.869941889760014,1.06894019530731,-0.639690160769036,-2.86041016065317,1.46165859035885,-1475000,3010000,-115.960661041074,48.6933941718837
17,-3.47994772646834,-6.24421419919975,-0.953193379924626,0.169734616744485,-0.605521527653883,0.940838189626759,-1.96059237040723,-4.67133666323488,0.488794275181734,-1375000,3010000,-114.643049676115,48.8768826533956
18,-2.91962692301113,-5.37606026409731,-0.618280467648178,0.141573907425659,-0.485358736532685,0.818776805804468,-0.925329511128747,-3.43220466009554,1.51970532157535,-1275000,3010000,-113.318137223694,49.0480950400485
19,-3.23777009144123,-6.10869658297401,-0.657688128768337,-0.144172259115777,-1.54998893729039,1.21901875355318,-0.727937217143811,-3.7950087378881,2.31721334536709,-1175000,3010000,-111.986386874357,49.2069044582452
20,-3.79266590995503,-6.65204026652139,-0.986902419013033,-0.376062901701575,-1.94853780920657,1.12943582426649,-0.476674386666549,-3.62496983128362,2.76329268453228,-1075000,3010000,-110.648254645755,49.3531978006547
