cell50,year,species_count,total_mammal_count_same_cell
637,2009,0,1
638,2009,0,1
663,2009,0,9
664,2009,0,35
691,2009,0,2
692,2009,0,1
697,2009,0,1
704,2009,0,4
708,2009,1,1
710,2009,1,1
711,2009,0,1
713,2009,0,9
715,2009,0,7
716,2009,0,3
717,2009,0,10
718,2009,0,4
742,2009,0,3
751,2009,1,3
769,2009,0,3
770,2009,2,3
772,2009,0,4
787,2009,0,1
791,2009,0,1
792,2009,0,5
794,2009,0,4
796,2009,1,8
797,2009,0,5
820,2009,0,16
821,2009,0,3
832,2009,0,1
848,2009,0,3
849,2009,1,1
850,2009,0,4
852,2009,0,1
853,2009,0,3
857,2009,0,1
868,2009,0,1
869,2009,1,1
870,2009,0,3
871,2009,1,3
872,2009,0,2
876,2009,0,2
877,2009,0,2
878,2009,0,3
879,2009,0,1
881,2009,1,1
882,2009,0,2
919,2009,0,25
921,2009,0,11
922,2009,0,3
943,2009,0,1
944,2009,4,4
949,2009,1,4
953,2009,1,7
954,2009,0,1
955,2009,0,3
957,2009,0,1
958,2009,2,4
959,2009,0,1
963,2009,0,1
966,2009,0,2
967,2009,1,2
968,2009,0,2
1005,2009,0,1
1026,2009,0,1
1027,2009,0,1
1028,2009,1,1
1029,2009,0,2
1030,2009,1,1
1037,2009,1,3
1039,2009,0,1
1040,2009,0,2
1048,2009,2,3
1051,2009,0,1
1052,2009,0,2
1083,2009,0,1
1093,2009,0,1
1096,2009,1,3
1110,2009,0,1
1111,2009,1,2
1113,2009,1,6
1114,2009,0,3
1116,2009,0,1
1117,2009,10,30
1118,2009,2,27
1119,2009,1,4
1120,2009,1,1
1122,2009,0,3
1124,2009,0,2
1131,2009,1,6
1133,2009,2,4
1160,2009,0,1
1170,2009,0,1
1190,2009,2,3
1195,2009,0,2
1197,2009,0,6
1199,2009,1,3
1202,2009,0,3
1203,2009,0,2
1204,2009,2,2
1206,2009,1,4
1213,2009,0,3
1214,2009,0,1
1216,2009,0,2
1217,2009,0,17
1270,2009,0,1
1273,2009,1,1
1276,2009,0,1
1279,2009,8,17
1280,2009,0,2
1285,2009,0,1
1286,2009,0,1
1287,2009,0,6
1290,2009,3,12
1292,2009,0,1
1294,2009,0,2
1296,2009,0,3
1300,2009,1,1
1301,2009,2,6
1302,2009,1,7
1303,2009,0,1
1334,2009,0,4
1335,2009,0,2
1355,2009,0,1
1356,2009,1,3
1364,2009,0,1
1365,2009,2,5
1368,2009,1,1
1373,2009,0,1
1375,2009,3,8
1380,2009,0,1
1385,2009,3,5
1386,2009,3,7
1435,2009,0,1
1449,2009,0,1
1453,2009,0,1
1458,2009,1,2
1461,2009,1,1
1462,2009,0,1
1463,2009,0,1
1469,2009,0,4
1471,2009,1,2
1505,2009,0,2
1514,2009,0,1
1515,2009,0,1
1530,2009,1,2
1534,2009,0,1
1540,2009,0,2
1541,2009,0,4
1546,2009,2,2
1548,2009,0,1
1550,2009,1,3
1551,2009,1,6
1552,2009,3,8
1554,2009,0,3
1555,2009,0,4
1586,2009,0,38
1587,2009,0,1
1608,2009,0,1
1615,2009,1,2
1618,2009,9,24
1619,2009,0,3
1620,2009,1,4
1623,2009,1,1
1624,2009,1,4
1630,2009,1,5
1634,2009,3,22
1635,2009,0,4
1636,2009,1,1
1637,2009,0,3
1668,2009,0,4
1669,2009,0,12
1670,2009,0,9
1696,2009,0,2
1699,2009,0,1
1702,2009,0,1
1709,2009,0,2
1712,2009,0,1
1713,2009,1,4
1715,2009,6,7
1716,2009,0,1
1717,2009,0,5
1719,2009,0,2
1721,2009,3,7
1784,2009,1,1
1786,2009,0,1
1787,2009,1,3
1789,2009,0,1
1794,2009,0,1
1795,2009,1,1
1797,2009,0,1
1798,2009,1,1
1803,2009,0,2
1834,2009,0,7
1837,2009,0,1
1850,2009,1,1
1851,2009,0,1
1855,2009,1,2
1856,2009,3,3
1863,2009,0,1
1864,2009,1,2
1865,2009,0,1
1873,2009,0,1
1876,2009,0,1
1877,2009,0,1
1878,2009,0,1
1879,2009,0,2
1881,2009,0,1
1934,2009,0,1
1939,2009,0,2
1940,2009,0,5
1941,2009,0,1
1961,2009,1,1
1962,2009,0,1
1965,2009,0,2
1994,2009,0,2
2009,2009,0,1
2010,2009,0,1
2031,2009,1,1
2046,2009,1,4
2084,2009,0,1
2103,2009,0,1
2127,2009,0,4
2164,2009,1,1
2177,2009,0,1
2179,2009,0,2
2196,2009,0,1
2198,2009,0,1
2200,2009,0,2
2202,2009,0,2
2207,2009,0,1
2208,2009,0,3
2239,2009,0,1
2240,2009,0,1
2250,2009,0,1
2254,2009,1,2
2275,2009,0,1
2278,2009,0,1
2279,2009,2,3
2284,2009,1,1
2285,2009,0,3
2287,2009,0,2
2290,2009,0,1
2307,2009,0,1
2308,2009,0,10
2339,2009,0,1
2349,2009,0,1
2353,2009,0,2
2357,2009,0,3
2358,2009,1,2
2363,2009,0,4
2370,2009,1,2
2371,2009,0,1
2385,2009,0,4
2398,2009,0,1
2411,2009,0,2
2412,2009,0,1
2414,2009,0,1
2420,2009,0,1
2432,2009,0,2
2461,2009,0,1
2462,2009,0,1
2463,2009,0,1
2487,2009,0,1
2488,2009,1,1
2513,2009,0,1
2524,2009,0,2
2538,2009,0,1
2588,2009,0,1
2613,2009,0,1
2614,2009,0,1
2633,2009,0,10
2636,2009,0,1
2659,2009,2,2
2679,2009,0,1
2682,2009,0,1
2697,2009,0,7
2705,2009,1,1
2724,2009,1,1
2728,2009,0,1
2729,2009,3,4
2746,2009,0,1
2747,2009,0,3
2750,2009,0,1
2755,2009,0,1
2762,2009,0,5
2768,2009,0,3
2772,2009,0,2
2775,2009,0,3
2791,2009,0,1
2809,2009,0,13
2810,2009,0,1
2819,2009,1,1
2835,2009,0,1
2857,2009,0,1
2858,2009,0,1
2865,2009,0,1
2869,2009,0,2
2870,2009,3,12
2871,2009,0,2
2873,2009,4,22
2895,2009,1,2
2896,2009,0,1
2897,2009,0,4
2901,2009,0,1
2902,2009,0,1
2905,2009,1,1
2913,2009,0,1
2914,2009,0,1
2926,2009,0,1
2927,2009,0,3
2928,2009,2,3
2929,2009,1,9
2930,2009,0,1
2932,2009,0,1
2957,2009,0,2
2958,2009,0,2
2984,2009,0,1
3001,2009,1,2
3034,2009,0,1
3053,2009,0,1
3069,2009,0,1
3081,2009,1,2
3083,2009,0,3
3087,2009,0,6
3098,2009,0,3
3099,2009,0,2
3102,2009,1,1
3106,2009,0,1
3129,2009,0,2
3133,2009,0,2
3137,2009,0,1
3141,2009,0,4
3144,2009,0,2
3145,2009,0,3
3147,2009,0,1
3149,2009,0,2
3150,2009,0,2
3157,2009,0,4
3162,2009,0,1
3163,2009,0,2
3164,2009,0,2
3170,2009,0,1
3174,2009,0,3
3176,2009,0,1
3179,2009,0,1
3188,2009,0,1
3189,2009,1,3
3190,2009,1,4
3191,2009,2,10
3192,2009,0,5
3195,2009,0,1
3196,2009,0,3
3200,2009,0,1
3201,2009,0,1
3203,2009,0,2
3206,2009,0,2
3207,2009,0,2
3213,2009,1,2
3215,2009,0,2
3221,2009,3,7
3224,2009,0,1
3225,2009,4,5
3226,2009,0,1
3227,2009,0,1
3228,2009,0,5
3229,2009,0,2
3230,2009,1,2
3232,2009,1,1
3233,2009,4,5
3234,2009,0,7
3236,2009,0,1
3238,2009,0,1
3249,2009,1,2
3250,2009,0,2
3251,2009,0,1
3252,2009,0,1
3254,2009,0,3
3260,2009,0,2
3261,2009,0,1
3266,2009,2,8
3267,2009,0,1
3275,2009,0,1
3277,2009,1,5
3279,2009,0,1
3286,2009,0,1
3291,2009,0,2
3292,2009,0,2
3293,2009,0,2
3296,2009,0,4
3297,2009,0,2
3302,2009,2,3
3305,2009,1,4
3309,2009,0,1
3311,2009,0,1
3316,2009,0,1
3320,2009,0,1
3322,2009,0,2
3326,2009,1,2
3327,2009,0,2
3331,2009,0,2
3332,2009,1,4
3334,2009,0,9
3335,2009,0,5
3336,2009,1,2
3344,2009,0,2
3348,2009,0,3
3349,2009,3,7
3354,2009,0,1
3355,2009,0,1
3356,2009,0,10
3357,2009,1,11
3358,2009,0,7
3359,2009,0,1
8,2010,0,1
15,2010,0,3
16,2010,0,1
17,2010,0,7
19,2010,0,4
20,2010,0,5
32,2010,0,1
34,2010,0,1
36,2010,0,4
37,2010,1,15
54,2010,5,7
55,2010,2,48
77,2010,0,1
82,2010,0,1
115,2010,0,2
120,2010,0,1
130,2010,0,1
137,2010,0,1
149,2010,0,1
150,2010,0,1
157,2010,0,8
164,2010,0,3
165,2010,1,1
166,2010,0,1
170,2010,0,4
175,2010,0,1
206,2010,1,3
209,2010,0,2
216,2010,0,14
230,2010,0,3
264,2010,0,1
265,2010,0,6
266,2010,1,9
267,2010,0,1
273,2010,0,3
275,2010,0,3
309,2010,0,1
327,2010,1,3
334,2010,1,2
372,2010,0,1
373,2010,0,6
385,2010,0,2
389,2010,0,4
391,2010,0,3
399,2010,0,1
400,2010,1,4
401,2010,1,7
402,2010,1,3
403,2010,1,5
405,2010,0,1
407,2010,0,3
409,2010,0,1
430,2010,0,4
462,2010,0,2
464,2010,0,6
466,2010,0,2
469,2010,0,2
471,2010,0,1
472,2010,0,2
473,2010,0,1
475,2010,2,12
476,2010,0,2
480,2010,1,2
481,2010,0,2
482,2010,0,3
483,2010,0,4
485,2010,0,1
500,2010,0,1
504,2010,0,1
506,2010,0,1
508,2010,0,2
542,2010,0,1
543,2010,0,2
552,2010,0,4
553,2010,0,1
554,2010,0,1
556,2010,1,17
557,2010,1,7
560,2010,0,1
561,2010,0,3
562,2010,0,3
586,2010,0,24
587,2010,0,7
588,2010,0,2
616,2010,0,1
620,2010,2,10
622,2010,0,1
626,2010,5,29
627,2010,0,1
630,2010,2,4
631,2010,0,1
633,2010,1,1
635,2010,0,1
636,2010,0,2
640,2010,0,2
664,2010,0,17
666,2010,0,1
690,2010,0,1
700,2010,0,1
703,2010,0,1
704,2010,0,1
714,2010,0,1
715,2010,0,4
716,2010,0,6
717,2010,1,5
718,2010,0,2
740,2010,0,1
742,2010,0,5
751,2010,2,11
769,2010,4,6
770,2010,0,6
772,2010,0,1
775,2010,1,1
784,2010,0,1
785,2010,1,2
788,2010,1,1
792,2010,0,2
793,2010,1,2
794,2010,0,1
796,2010,1,30
797,2010,0,8
820,2010,0,21
821,2010,0,5
832,2010,2,2
848,2010,0,1
852,2010,0,1
853,2010,0,1
855,2010,0,1
856,2010,1,3
859,2010,0,2
863,2010,0,2
870,2010,1,2
871,2010,2,3
873,2010,0,1
877,2010,0,1
878,2010,0,3
879,2010,0,5
880,2010,1,2
882,2010,0,2
883,2010,0,2
919,2010,2,21
921,2010,0,19
922,2010,0,1
930,2010,0,1
934,2010,0,1
936,2010,0,1
937,2010,0,2
940,2010,0,1
949,2010,5,9
953,2010,0,5
954,2010,1,8
956,2010,1,4
957,2010,0,1
958,2010,1,5
959,2010,0,1
962,2010,2,7
966,2010,0,5
967,2010,0,1
969,2010,0,1
1005,2010,0,3
1015,2010,0,1
1027,2010,1,2
1036,2010,0,1
1037,2010,1,1
1038,2010,0,1
1046,2010,0,1
1048,2010,0,6
1050,2010,5,8
1052,2010,1,5
1110,2010,0,1
1111,2010,1,4
1114,2010,0,2
1115,2010,3,4
1116,2010,1,1
1117,2010,10,26
1118,2010,0,8
1119,2010,0,10
1124,2010,0,1
1130,2010,1,2
1131,2010,0,1
1132,2010,0,4
1133,2010,7,30
1172,2010,0,1
1190,2010,1,1
1197,2010,1,2
1198,2010,0,1
1199,2010,0,3
1201,2010,1,2
1202,2010,1,3
1203,2010,0,1
1204,2010,2,2
1206,2010,0,1
1207,2010,1,2
1209,2010,0,2
1213,2010,0,1
1214,2010,0,3
1215,2010,0,2
1216,2010,0,3
1217,2010,0,20
1253,2010,0,1
1273,2010,0,1
1279,2010,5,13
1280,2010,0,1
1281,2010,0,1
1285,2010,0,1
1286,2010,0,2
1288,2010,0,1
1289,2010,2,2
1290,2010,5,13
1295,2010,0,1
1296,2010,0,7
1298,2010,0,1
1300,2010,1,2
1301,2010,2,10
1302,2010,1,10
1303,2010,0,3
1334,2010,0,1
1335,2010,0,1
1340,2010,0,1
1355,2010,1,3
1356,2010,1,1
1360,2010,1,3
1364,2010,0,1
1367,2010,1,1
1368,2010,1,1
1374,2010,0,4
1375,2010,5,16
1378,2010,0,1
1383,2010,0,2
1385,2010,0,1
1386,2010,2,11
1387,2010,0,2
1388,2010,0,1
1420,2010,0,1
1435,2010,0,1
1447,2010,0,1
1453,2010,2,2
1457,2010,0,1
1458,2010,0,2
1459,2010,1,3
1462,2010,2,2
1463,2010,1,1
1468,2010,1,1
1469,2010,0,2
1504,2010,0,4
1505,2010,0,2
1515,2010,0,2
1519,2010,0,1
1537,2010,0,1
1541,2010,0,6
1543,2010,0,1
1547,2010,0,4
1548,2010,0,2
1549,2010,1,1
1550,2010,0,3
1551,2010,0,7
1552,2010,1,9
1553,2010,0,1
1554,2010,1,1
1555,2010,0,3
1584,2010,0,1
1586,2010,0,16
1587,2010,0,4
1605,2010,1,1
1618,2010,1,2
1619,2010,0,1
1620,2010,0,1
1624,2010,2,9
1625,2010,0,1
1626,2010,0,1
1630,2010,1,6
1633,2010,0,1
1634,2010,6,24
1635,2010,2,6
1637,2010,0,1
1638,2010,1,2
1668,2010,0,3
1669,2010,0,11
1670,2010,0,9
1702,2010,0,1
1712,2010,0,2
1713,2010,1,3
1715,2010,3,3
1717,2010,2,6
1718,2010,1,2
1719,2010,0,5
1721,2010,3,10
1752,2010,0,2
1780,2010,0,1
1783,2010,0,1
1786,2010,0,1
1787,2010,1,3
1789,2010,0,1
1794,2010,0,2
1795,2010,0,1
1797,2010,1,2
1798,2010,1,1
1801,2010,1,1
1803,2010,0,10
1834,2010,0,9
1850,2010,0,2
1851,2010,0,1
1855,2010,0,3
1856,2010,0,1
1869,2010,0,1
1877,2010,0,1
1878,2010,1,2
1880,2010,0,1
1914,2010,0,1
1915,2010,0,3
1925,2010,0,1
1937,2010,0,2
1940,2010,1,2
1948,2010,0,1
1958,2010,0,2
1961,2010,0,3
1964,2010,0,1
1965,2010,0,1
1994,2010,0,2
2010,2010,1,1
2025,2010,0,1
2026,2010,0,1
2032,2010,0,2
2038,2010,0,1
2046,2010,2,3
2102,2010,0,1
2110,2010,0,1
2117,2010,0,4
2127,2010,0,4
2160,2010,0,1
2164,2010,0,1
2175,2010,0,1
2177,2010,0,1
2179,2010,0,1
2186,2010,0,3
2196,2010,0,2
2202,2010,1,3
2207,2010,0,1
2208,2010,0,2
2238,2010,0,7
2239,2010,0,3
2240,2010,0,1
2242,2010,0,1
2250,2010,0,1
2259,2010,0,1
2271,2010,0,1
2284,2010,1,1
2285,2010,1,5
2319,2010,0,1
2340,2010,0,1
2342,2010,1,2
2352,2010,0,1
2353,2010,1,1
2354,2010,0,1
2358,2010,2,3
2360,2010,0,2
2370,2010,0,1
2371,2010,0,1
2386,2010,0,1
2398,2010,0,1
2412,2010,1,2
2415,2010,0,1
2420,2010,0,1
2434,2010,0,1
2437,2010,0,1
2438,2010,0,1
2441,2010,0,1
2462,2010,0,1
2480,2010,0,1
2488,2010,1,2
2493,2010,1,3
2502,2010,0,1
2537,2010,0,1
2563,2010,0,1
2571,2010,0,3
2584,2010,0,1
2586,2010,0,1
2587,2010,0,1
2595,2010,0,1
2597,2010,0,1
2598,2010,1,1
2614,2010,0,1
2629,2010,0,1
2633,2010,1,3
2637,2010,0,1
2643,2010,0,1
2644,2010,1,2
2652,2010,0,1
2654,2010,0,1
2659,2010,1,2
2669,2010,0,5
2679,2010,0,1
2697,2010,0,1
2703,2010,0,1
2709,2010,3,4
2713,2010,0,1
2714,2010,1,2
2729,2010,0,4
2736,2010,0,1
2746,2010,1,1
2750,2010,0,1
2752,2010,0,1
2762,2010,0,3
2772,2010,0,3
2775,2010,0,1
2781,2010,0,2
2795,2010,0,1
2803,2010,1,6
2809,2010,1,17
2811,2010,0,2
2815,2010,0,1
2819,2010,0,1
2835,2010,0,1
2850,2010,0,1
2853,2010,0,4
2857,2010,0,3
2869,2010,0,3
2870,2010,4,14
2871,2010,0,2
2873,2010,2,6
2895,2010,0,4
2896,2010,0,4
2897,2010,0,10
2905,2010,0,3
2913,2010,0,1
2914,2010,0,1
2927,2010,0,1
2928,2010,0,3
2929,2010,4,10
2953,2010,0,1
2957,2010,0,2
2966,2010,0,1
2985,2010,0,1
3000,2010,0,1
3006,2010,1,2
3007,2010,1,2
3014,2010,0,1
3023,2010,1,1
3035,2010,0,3
3046,2010,0,1
3051,2010,0,1
3057,2010,0,2
3063,2010,0,1
3065,2010,0,1
3075,2010,0,2
3079,2010,0,2
3081,2010,1,3
3083,2010,0,4
3087,2010,0,6
3096,2010,0,1
3105,2010,0,5
3106,2010,0,1
3123,2010,0,1
3124,2010,0,1
3133,2010,0,1
3134,2010,0,3
3137,2010,0,1
3141,2010,0,8
3143,2010,1,3
3144,2010,0,5
3145,2010,0,3
3147,2010,0,1
3149,2010,0,1
3157,2010,0,2
3159,2010,0,1
3160,2010,0,2
3162,2010,0,5
3164,2010,0,1
3165,2010,0,1
3166,2010,0,1
3167,2010,1,2
3168,2010,1,1
3171,2010,0,2
3174,2010,1,3
3188,2010,0,1
3189,2010,0,4
3190,2010,3,8
3191,2010,0,1
3192,2010,1,9
3193,2010,1,2
3196,2010,0,2
3197,2010,1,3
3203,2010,0,2
3206,2010,0,2
3214,2010,0,1
3216,2010,0,1
3217,2010,0,2
3221,2010,9,20
3225,2010,1,1
3226,2010,0,4
3228,2010,3,8
3229,2010,0,2
3230,2010,0,1
3232,2010,1,2
3233,2010,0,5
3234,2010,2,9
3235,2010,1,4
3236,2010,0,4
3238,2010,0,1
3247,2010,0,2
3248,2010,0,1
3249,2010,0,3
3250,2010,0,1
3251,2010,0,3
3252,2010,0,6
3253,2010,0,4
3258,2010,0,1
3259,2010,0,3
3260,2010,0,1
3266,2010,2,5
3267,2010,0,2
3277,2010,0,7
3279,2010,0,1
3292,2010,0,3
3293,2010,0,1
3294,2010,0,2
3295,2010,1,1
3296,2010,2,3
3302,2010,2,5
3303,2010,1,1
3304,2010,3,4
3305,2010,0,5
3309,2010,0,2
3311,2010,0,1
3319,2010,0,3
3320,2010,0,2
3321,2010,0,1
3322,2010,0,2
3327,2010,0,2
3329,2010,1,1
3333,2010,0,1
3334,2010,0,3
3335,2010,0,2
3336,2010,0,1
3338,2010,0,2
3344,2010,0,1
3349,2010,1,3
3350,2010,0,2
