"parameter","mean","median","sd","q025","q975","p_negative","n_na","rhat","model"
"sigma_region",0.136224368676064,0.10102194965674,0.133474785436378,0.00714543280353407,0.465486648341669,0,0,1.00448821092966,"moose_v1fix_ecoregion"
"total_var_beta",-0.28709012271777,-0.288986704275419,0.116761352669447,-0.511853067783647,-0.0481125946134428,0.986986666666667,0,1.00445903041215,"moose_v1fix_ecoregion"
"year_beta",-0.22792838436584,-0.230444417687382,0.121015290667016,-0.458527544396656,0.00232349938869797,0.97174,0,1.00284703629963,"moose_v1fix_ecoregion"
"year_var",-0.0591617383519297,-0.0458548610917208,0.148406351890467,-0.364873839395048,0.223711587213939,0.6572,0,1.00242234428594,"moose_v1fix_ecoregion"
"trend_robust_indicator",0.432146666666667,0,0.495376181441232,0,1,0,0,1.00030038641592,"moose_v1fix_ecoregion"
"snr_derived",NA,NA,NA,-2.64924813439559,2.77013912984416,NA,170,NA,"moose_v1fix_ecoregion"
