"parameter","mean","median","sd","q025","q975","p_negative","n_na","rhat","model"
"sigma_region",0.191074212517581,0.165906689063867,0.126317885927361,0.028670542567666,0.503539902409744,0,0,1.00187937686712,"moose_v2b_ecoregion"
"total_var_beta",-0.117655133492099,-0.116271209785947,0.103162005825966,-0.327085012839901,0.0830230748581582,0.902904761904762,0,1.00236476572258,"moose_v2b_ecoregion"
"year_beta",-0.116827988255834,-0.112647658581883,0.0945314188830086,-0.313989429666644,0.050996119301177,0.900785714285714,0,1.00086948800137,"moose_v2b_ecoregion"
"year_var",-0.000827145236265221,-0.000789350830208269,0.12872342533062,-0.257128189323858,0.265985074741876,0.50627380952381,0,1.00199886959247,"moose_v2b_ecoregion"
"trend_robust_indicator",0.241130952380952,0,0.427772129322633,0,1,0,0,1.00011894622514,"moose_v2b_ecoregion"
"snr_derived",NA,-0.355845738219533,NA,-2.05581404820195,0.914323253919074,0.57375,0,NA,"moose_v2b_ecoregion"
