"rep_id","scenario","abundance","estimator","row_id","tvb_true","tvb_mean","tvb_bias","tvb_ci_width","tvb_covered","tvb_detected","year_beta_mean","year_var_mean","tri_mean","tri_fires","disc_spearman","disc_auc","disc_rmse","elapsed_sec","status","n_arrays","mean_prop_detect","frac_saturated"
1,"null","bobcat_baseline","array_occ",1,-0.179515853428882,0.518401102066034,0.697916955494916,4.44072413668635,1,0,0.708846200689383,-0.190445098623349,0.23375,0,0.274857962412282,0.600419181431815,4.59824436044279,1974.98797082901,"OK",97,0.1454,0
2,"null","bobcat_baseline","array_occ",2,-0.179515853428882,-0.0123188318504026,0.16719702157848,5.1437562380917,1,0,0.418699191966538,-0.43101802381694,0.206625,0,0.602947225544502,0.771022142871005,16.4549052781522,2083.69303631783,"OK",97,0.1618,0.0206
3,"null","bobcat_baseline","array_occ",3,-0.179515853428882,-1.13406176274646,-0.954545909317581,4.70685862692748,1,0,-0.550113405823668,-0.583948356922795,0.269625,0,0.711672621443767,0.851253662985891,19.5074059432888,2207.22597956657,"OK",97,0.1217,0
1,"varying","bobcat_baseline","array_occ",4,-0.179515853428882,-1.06563141034668,-0.886115556917793,5.84881834130212,1,0,-0.194782833141319,-0.870848577205357,0.20675,0,0.666946496387469,0.835684760038037,18.5576459337218,1477.93930006027,"OK",97,0.1284,0.0103
2,"varying","bobcat_baseline","array_occ",5,-0.179515853428882,0.420156215407871,0.599672068836754,5.33987744945635,1,0,0.310785064810381,0.109371150597491,0.232,0,0.414184502344955,0.726809175415785,2.66443733928038,1834.78550410271,"OK",97,0.1417,0
3,"varying","bobcat_baseline","array_occ",6,-0.179515853428882,-1.16021831694432,-0.980702463515442,5.41636390015504,1,0,-0.569294211573744,-0.59092410537058,0.268,0,0.504056841676377,0.717508587397388,4.19696567061808,2284.35001015663,"OK",97,0.15,0.0206
1,"null","common_deerlike","array_occ",7,-0.179515853428882,-0.489302446819888,-0.309786593391005,4.31015708049529,1,0,-0.173516073193591,-0.315786373626297,0.20525,0,0.733944210734718,0.87466281123251,12.9777945001846,2024.17379379272,"OK",97,0.1421,0
2,"null","common_deerlike","array_occ",8,-0.179515853428882,-0.684123441670104,-0.504607588241222,4.76072730028825,1,0,-0.707564379717434,0.0234409380473295,0.27875,0,0.15011114883958,0.540084224417318,4.42543102727038,2026.84199404716,"OK",97,0.1504,0.0103
3,"null","common_deerlike","array_occ",9,-0.179515853428882,-0.262135465049247,-0.0826196116203647,4.16098660098861,1,0,0.161137769010441,-0.423273234059688,0.208125,0,-0.318493221226401,0.380974790894448,12.8619834474875,2035.76397848129,"OK",97,0.1463,0
1,"varying","common_deerlike","array_occ",10,-0.179515853428882,-0.663998373733563,-0.484482520304681,5.2160963392688,1,0,-0.0765528654528761,-0.587445508280687,0.204625,0,0.16876907639377,0.543892759417027,10.4412219430603,2030.79831385612,"OK",97,0.1756,0.0309
2,"varying","common_deerlike","array_occ",11,-0.179515853428882,-0.273717874831842,-0.0942020214029597,5.79863830489287,1,0,0.0986776698292718,-0.372395544661114,0.19825,0,0.728505813002799,0.847585825457509,26.3656157423047,1475.14611840248,"OK",97,0.1529,0
3,"varying","common_deerlike","array_occ",12,-0.179515853428882,-1.02328436966264,-0.843768516233755,4.49357188277852,1,0,-0.199820551408107,-0.823463818254531,0.180125,0,0.510576119174216,0.716378155989831,11.431344595044,2001.92974948883,"OK",97,0.1596,0.0103
1,"null","moderate","array_occ",13,-0.179515853428882,-0.225187562476573,-0.0456717090476911,6.69953579350494,1,0,-0.163077421872051,-0.0621101406045222,0.22325,0,0.743602896539769,0.861543984940519,53.5778919670476,1953.8423666954,"OK",97,0.1193,0.0206
2,"null","moderate","array_occ",14,-0.179515853428882,-0.700733938879582,-0.521218085450699,5.40095176806764,1,0,-0.0259233593267091,-0.674810579552872,0.187,0,0.200294474415361,0.553178792524598,7.05361289458981,2026.84271526337,"OK",97,0.1586,0.0103
3,"null","moderate","array_occ",15,-0.179515853428882,-0.225707581120064,-0.0461917276911819,3.08151336744519,1,0,0.204105941324726,-0.42981352244479,0.17575,0,0.425172399360885,0.675619554037532,5.30730540051618,2027.52813148499,"OK",97,0.1535,0.0206
1,"varying","moderate","array_occ",16,-0.179515853428882,-1.1488778684633,-0.969362015034421,4.5272548719275,1,0,-0.470737127878474,-0.678140740584829,0.272375,0,0.606714355216588,0.786474606532244,15.6612109101223,2109.24183440208,"OK",97,0.1576,0.0206
2,"varying","moderate","array_occ",17,-0.179515853428882,-0.610603865700145,-0.431088012271263,4.44344618609007,1,0,0.15336159121751,-0.763965456917655,0.156375,0,0.594445207723275,0.790326806264434,19.8387952356817,1991.81104946136,"OK",97,0.1399,0.0309
3,"varying","moderate","array_occ",18,-0.179515853428882,-2.0296991752909,-1.85018332186201,6.35439410148635,1,0,-0.896323187689064,-1.13337598760183,0.2975,0,0.732813286379904,0.86771526713113,17.9617000676954,2177.22736501694,"OK",97,0.1381,0.0206
1,"null","bobcat_baseline","array_rn",19,-0.179515853428882,0.492317776694664,0.671833630123547,1.05565713301241,0,1,0.0238183562201239,0.46849942047454,0.131875,0,-0.192220304166908,0.430694366279183,3.01896025579741,2055.5901260376,"OK",97,0.1544,0
2,"null","bobcat_baseline","array_rn",20,-0.179515853428882,-0.119297323742764,0.0602185296861183,0.885033202385392,1,0,0.151232165732412,-0.270529489475176,0.094625,0,0.6464673753923,0.81297424751111,3.6026238934164,2056.37921643257,"OK",97,0.1767,0.0309
3,"null","bobcat_baseline","array_rn",21,-0.179515853428882,-0.129943895767618,0.0495719576612647,0.822209857458251,1,0,0.046969887649638,-0.176913783417256,0.110125,0,0.685257702462542,0.835616837120845,3.53634574456825,1493.31606078148,"OK",97,0.1498,0.0103
1,"varying","bobcat_baseline","array_rn",22,-0.179515853428882,-0.235193618314893,-0.0556777648860109,0.898659912142956,1,0,0.51979340969683,-0.754987028011723,0.015125,0,0.35361623529818,0.642468318810767,2.85709081884117,2175.0307571888,"OK",97,0.1581,0.0309
2,"varying","bobcat_baseline","array_rn",23,-0.179515853428882,0.280978236002665,0.460494089431547,1.06842871861273,1,0,-0.00313798781687852,0.284116223819544,0.134625,0,0.720588364710024,0.844369190164762,2.20439153112581,1826.73244380951,"OK",97,0.1233,0
3,"varying","bobcat_baseline","array_rn",24,-0.179515853428882,-0.111246015413664,0.0682698380152181,0.930728973517036,1,0,0.0026219719382843,-0.113867987351948,0.16375,0,0.539455758203013,0.733358885287896,3.39890024355345,2264.12837290764,"OK",97,0.1476,0.0103
1,"null","common_deerlike","array_rn",25,-0.179515853428882,-0.195556876359762,-0.0160410229308797,1.20512230181866,1,0,0.0466864246769731,-0.242243301036735,0.136875,0,-0.575642468248496,0.201803838615149,2.67220292835874,2308.67741632462,"OK",97,0.1495,0.0412
2,"null","common_deerlike","array_rn",26,-0.179515853428882,0.515472176138131,0.694988029567013,0.937668826497373,0,1,0.477911611863939,0.0375605642741915,0.397,0,-0.22035113380248,0.408832890217159,3.62351053380771,2232.90247797966,"OK",97,0.1494,0
3,"null","common_deerlike","array_rn",27,-0.179515853428882,-0.344761837331772,-0.16524598390289,1.05963686675009,1,0,-0.19886416762757,-0.145897669704202,0.264125,0,0.186566644172249,0.577111917560985,2.49597948845813,1914.93271231651,"OK",97,0.1505,0.0103
1,"varying","common_deerlike","array_rn",28,-0.179515853428882,0.0760278353693414,0.255543688798224,0.860988504315918,1,0,0.128896467766962,-0.0528686323976207,0.166875,0,0.537404939926697,0.730287799103417,2.73130315439102,2102.4515311718,"OK",97,0.1433,0.0103
2,"varying","common_deerlike","array_rn",29,-0.179515853428882,-0.242713250287985,-0.0631973968591027,1.0433138838741,1,0,-0.18603216224266,-0.0566810880453255,0.231375,0,0.309331695230634,0.603470861068525,3.88613853268424,2182.20870232582,"OK",97,0.1358,0.0103
3,"varying","common_deerlike","array_rn",30,-0.179515853428882,0.00143827721302843,0.180954130641911,0.998051552219994,1,0,0.043766805253928,-0.0423285280408996,0.173125,0,0.684247689809853,0.823924392089891,3.22481827013811,2011.72042560577,"OK",97,0.1631,0.0103
1,"null","moderate","array_rn",31,-0.179515853428882,-0.76839912477922,-0.588883271350337,1.18131283436294,0,1,0.199430697794139,-0.967829822573359,0.007875,0,0.302411035123591,0.613212948048672,2.85070857833545,2012.81704282761,"OK",97,0.1277,0
2,"null","moderate","array_rn",32,-0.179515853428882,-0.434189346722062,-0.254673493293179,1.10316414193772,1,0,-0.130859674532119,-0.303329672189943,0.25475,0,0.131142037555659,0.51587455607522,3.85200779861662,1847.52189540863,"OK",97,0.1831,0.0206
3,"null","moderate","array_rn",33,-0.179515853428882,-0.218588694584154,-0.0390728411552721,0.868484748134828,1,0,-0.00552735114417632,-0.213061343439978,0.144125,0,0.558933137848461,0.736134021618894,3.05165590829869,2078.4091231823,"OK",97,0.1231,0
1,"varying","moderate","array_rn",34,-0.179515853428882,0.102574436681847,0.282090290110729,0.886610687982003,1,0,0.0080164849134933,0.0945579517683534,0.163875,0,0.0566390294542862,0.472913310951115,2.76895351339346,1506.24157571793,"OK",97,0.1315,0
2,"varying","moderate","array_rn",35,-0.179515853428882,0.186399128309088,0.36591498173797,0.976058051660003,1,0,0.279691360529509,-0.093292232220421,0.180125,0,-0.35218672652397,0.357031962584176,2.12170088836803,2302.40243721008,"OK",97,0.1389,0.0103
3,"varying","moderate","array_rn",36,-0.179515853428882,-0.4893896478462,-0.309873794417318,0.86601597607504,1,1,-0.292069532420306,-0.197320115425894,0.332375,0,0.310684470037181,0.629776436569699,3.2737838184619,2209.32032632828,"OK",97,0.1549,0.0103
1,"null","bobcat_baseline","camera_occ",37,-0.179515853428882,-0.396979257788409,-0.217463404359527,1.25577840667342,1,0,-0.18728881137556,-0.209690446412849,0.2365,0,0.460439055188298,0.695739292437268,1.04249489117853,2463.59087133408,"OK",NA,NA,NA
2,"null","bobcat_baseline","camera_occ",38,-0.179515853428882,-0.125363223174732,0.0541526302541498,2.24253341479487,1,0,0.150621550666925,-0.275984773841657,0.141625,0,0.593124363993306,0.768344039278853,2.09812712927072,2622.32320857048,"OK",NA,NA,NA
3,"null","bobcat_baseline","camera_occ",39,-0.179515853428882,-0.0437512230512152,0.135764630377667,0.958348315212005,1,0,-0.0891395705516089,0.0453883475003936,0.159875,0,0.499162763004392,0.71814415183683,1.09408935968269,1838.41467237473,"OK",NA,NA,NA
1,"varying","bobcat_baseline","camera_occ",40,-0.179515853428882,-0.527146687857785,-0.347630834428903,1.23046332159067,1,1,-0.30668511200827,-0.220461575849515,0.34825,0,0.67711749002759,0.83072153544606,0.985961723789982,2583.74886870384,"OK",NA,NA,NA
2,"varying","bobcat_baseline","camera_occ",41,-0.179515853428882,0.13763373079808,0.317149584226963,2.67950928916828,1,0,0.00454776294509807,0.133085967852982,0.176875,0,0.619067882823913,0.780521648004037,2.27236352427079,2020.63278532028,"OK",NA,NA,NA
