"region_index","region_name","year_region_mean","year_region_median","year_region_sd","year_region_q025","year_region_q975","p_negative","rhat","abs_trend_mean","abs_trend_median","abs_trend_q025","abs_trend_q975","abs_p_negative","n_camera_sites","n_inat_cells"
1,"Eastern Temperate Forests",-0.0846460961158524,-0.063379178372257,0.153641009730054,-0.438282964639802,0.188839882970541,0.714690476190476,1.00061458769248,-0.202301229607951,-0.18862289016639,-0.535032895267581,0.0681721098672382,0.93225,78,36
2,"Great Plains",0.155777794860748,0.131423857760384,0.157477395365455,-0.0831176318258863,0.521815306577966,0.134797619047619,1.0007400519003,0.0381226613686488,0.0250052664423758,-0.210025284947328,0.355518167423251,0.434630952380952,0,55
3,"Marine West Coast Forest",-0.000275126040162455,0.000158275153256004,0.230154335410737,-0.485813655920596,0.47929708407357,0.499321428571429,1.00039593313717,-0.117930259532262,-0.116152723754278,-0.647418967258666,0.401009553426568,0.752964285714286,0,0
4,"Mediterranean California",-0.000180159763403983,-9.30480096397366e-05,0.230336226550746,-0.480601782888358,0.481111141096757,0.50027380952381,1.00075563318033,-0.117835293255503,-0.116164141582095,-0.645563815222174,0.402127437994561,0.7505,0,0
5,"North American Deserts",0.0745830279000994,0.0550382326925018,0.147596219871516,-0.187437324452093,0.411756810888277,0.303357142857143,1.00031471608901,-0.0430721055919997,-0.0549406804841332,-0.298034638431459,0.268717776994567,0.656464285714286,43,62
6,"Northern Forests",-0.127064516594747,-0.115796634998106,0.122813190351914,-0.393803987624409,0.0781879745403516,0.879880952380952,1.00281866839588,-0.244719650086846,-0.241697892101751,-0.436227452855323,-0.0733956065155392,0.998369047619048,925,95
7,"Northwestern Forested Mountains",0.0487785309916222,0.0424577259411342,0.108769543568098,-0.1597742779047,0.27407640262553,0.30297619047619,1.00186935853663,-0.0688766025004769,-0.0690846926306188,-0.19077111735528,0.0540349894304767,0.868,602,161
8,"Water",-0.0357903102775673,-0.0249905858695563,0.155654510346836,-0.374449419372427,0.269312053475934,0.591380952380952,1.0004734439694,-0.153445443769666,-0.144810344929082,-0.487354810702823,0.147116708518646,0.860571428571429,6,13
