cell50,x50,y50,total_count,in_range
2185,650000,1585000,0,FALSE
2214,-2000000,1535000,0,FALSE
2217,-1850000,1535000,0,FALSE
2220,-1700000,1535000,0,FALSE
2230,-1200000,1535000,0,FALSE
2257,150000,1535000,0,FALSE
2273,950000,1535000,0,FALSE
2281,1350000,1535000,0,FALSE
2288,1700000,1535000,0,FALSE
2306,-1500000,1485000,0,FALSE
2321,-750000,1485000,0,FALSE
2323,-650000,1485000,0,FALSE
2336,0,1485000,0,FALSE
2344,400000,1485000,0,FALSE
2348,600000,1485000,0,FALSE
2361,1250000,1485000,0,FALSE
2366,1500000,1485000,0,FALSE
2388,-1300000,1435000,0,FALSE
2416,100000,1435000,0,FALSE
2429,750000,1435000,0,FALSE
2459,-1600000,1385000,0,FALSE
2514,1150000,1385000,0,FALSE
2516,1250000,1385000,0,FALSE
2525,-2100000,1335000,0,FALSE
2531,-1750000,1335000,0,FALSE
2541,-1250000,1335000,0,FALSE
2551,-750000,1335000,0,FALSE
2552,-700000,1335000,0,FALSE
2590,1200000,1335000,0,FALSE
2608,-1500000,1285000,0,FALSE
2612,-1300000,1285000,0,FALSE
2618,-1000000,1285000,0,FALSE
2625,-650000,1285000,0,FALSE
2666,1400000,1285000,0,FALSE
2667,1450000,1285000,0,FALSE
2673,-1700000,1235000,0,FALSE
2678,-1450000,1235000,0,FALSE
2684,-1150000,1235000,0,FALSE
2706,-50000,1235000,0,FALSE
2710,150000,1235000,0,FALSE
2732,1250000,1235000,0,FALSE
2737,1500000,1235000,0,FALSE
2745,-1400000,1185000,0,FALSE
2758,-750000,1185000,0,FALSE
2792,950000,1185000,0,FALSE
2802,1450000,1185000,0,FALSE
2824,-650000,1135000,0,FALSE
2829,-400000,1135000,0,FALSE
2836,-50000,1135000,0,FALSE
2838,50000,1135000,0,FALSE
2840,150000,1135000,0,FALSE
2844,350000,1135000,0,FALSE
2848,550000,1135000,0,FALSE
2856,950000,1135000,0,FALSE
2863,1300000,1135000,0,FALSE
2864,1350000,1135000,0,FALSE
2888,-500000,1085000,0,FALSE
2890,-400000,1085000,0,FALSE
2899,50000,1085000,0,FALSE
2931,-1250000,1035000,0,FALSE
2954,-100000,1035000,0,FALSE
2988,-950000,985000,0,FALSE
3002,-250000,985000,0,FALSE
3052,-150000,935000,0,FALSE
3058,150000,935000,0,FALSE
3071,800000,935000,0,FALSE
3073,900000,935000,0,FALSE
3103,50000,885000,0,FALSE
3107,250000,885000,0,FALSE
3111,450000,885000,0,FALSE
3117,750000,885000,0,FALSE
3121,950000,885000,0,FALSE
3128,1300000,885000,0,FALSE
3146,-100000,835000,0,FALSE
3161,650000,835000,0,FALSE
3175,1350000,835000,0,FALSE
3183,-600000,785000,0,FALSE
3187,-400000,785000,0,FALSE
3202,350000,785000,0,FALSE
3313,1550000,585000,0,FALSE
3323,1400000,535000,0,FALSE
3337,1550000,485000,0,FALSE
3339,-350000,435000,0,FALSE
3343,-150000,435000,0,FALSE
3346,1550000,435000,0,FALSE
3351,-150000,385000,0,FALSE
3353,1500000,385000,0,FALSE
33,-1500000,3035000,5,TRUE
52,-1450000,2985000,4,TRUE
174,-1200000,2835000,0,FALSE
241,-800000,2785000,0,FALSE
272,2100000,2785000,8,TRUE
287,-1650000,2735000,0,TRUE
294,-1300000,2735000,0,TRUE
337,2150000,2735000,17,TRUE
345,-1950000,2685000,0,FALSE
390,300000,2685000,2,TRUE
414,-2100000,2635000,0,FALSE
417,-1950000,2635000,0,FALSE
428,-1400000,2635000,0,TRUE
429,-1350000,2635000,8,TRUE
432,-1200000,2635000,9,TRUE
448,-400000,2635000,0,FALSE
450,-300000,2635000,0,FALSE
459,150000,2635000,1,TRUE
478,1750000,2635000,1,TRUE
489,-2150000,2585000,0,FALSE
520,-600000,2585000,0,FALSE
533,50000,2585000,0,FALSE
546,700000,2585000,0,TRUE
572,-1850000,2535000,0,FALSE
591,-900000,2535000,0,FALSE
628,950000,2535000,0,FALSE
658,-1450000,2485000,2,TRUE
659,-1400000,2485000,4,TRUE
735,-1500000,2435000,4,TRUE
739,-1300000,2435000,20,TRUE
747,-900000,2435000,0,FALSE
752,-650000,2435000,0,FALSE
753,-600000,2435000,0,FALSE
771,300000,2435000,0,FALSE
799,-2250000,2385000,0,FALSE
826,-900000,2385000,0,FALSE
840,-200000,2385000,0,FALSE
843,-50000,2385000,0,FALSE
886,-2250000,2335000,0,FALSE
908,-1150000,2335000,5,TRUE
947,850000,2335000,0,FALSE
997,-1000000,2285000,0,FALSE
1013,-200000,2285000,0,FALSE
1047,1750000,2285000,0,FALSE
1127,1550000,2235000,0,FALSE
1152,-1600000,2185000,0,FALSE
1161,-1150000,2185000,9,TRUE
1182,-100000,2185000,0,FALSE
1205,1250000,2185000,0,FALSE
1208,1400000,2185000,0,FALSE
1227,-1950000,2135000,0,FALSE
1252,-700000,2135000,0,FALSE
1274,400000,2135000,0,FALSE
1275,450000,2135000,0,FALSE
1278,600000,2135000,0,FALSE
1283,850000,2135000,0,FALSE
1382,1550000,2085000,0,FALSE
1399,-1800000,2035000,0,FALSE
1402,-1650000,2035000,0,FALSE
1408,-1350000,2035000,0,FALSE
1412,-1150000,2035000,0,FALSE
1424,-550000,2035000,0,FALSE
1434,-50000,2035000,0,FALSE
1441,300000,2035000,0,FALSE
1466,1550000,2035000,0,FALSE
1470,1750000,2035000,0,FALSE
1479,-2000000,1985000,0,FALSE
1483,-1800000,1985000,0,FALSE
1484,-1750000,1985000,0,FALSE
1492,-1350000,1985000,0,FALSE
1493,-1300000,1985000,0,FALSE
1495,-1200000,1985000,0,FALSE
1518,-50000,1985000,0,FALSE
1529,500000,1985000,0,FALSE
1566,-1800000,1935000,0,FALSE
1570,-1600000,1935000,0,FALSE
1578,-1200000,1935000,0,FALSE
1602,0,1935000,0,FALSE
1614,600000,1935000,0,FALSE
1629,1350000,1935000,0,FALSE
1643,-2100000,1885000,0,FALSE
1661,-1200000,1885000,0,FALSE
1664,-1050000,1885000,0,FALSE
1701,800000,1885000,0,FALSE
1714,1450000,1885000,0,FALSE
1737,-1500000,1835000,0,FALSE
1772,250000,1835000,0,FALSE
1808,-2050000,1785000,0,FALSE
1811,-1900000,1785000,0,FALSE
1820,-1450000,1785000,0,FALSE
1847,-100000,1785000,0,FALSE
1848,-50000,1785000,0,FALSE
1858,450000,1785000,0,FALSE
1860,550000,1785000,0,FALSE
1861,600000,1785000,0,FALSE
1872,1150000,1785000,0,FALSE
1874,1250000,1785000,0,FALSE
1882,1650000,1785000,0,FALSE
1884,1750000,1785000,0,FALSE
1893,-1850000,1735000,0,FALSE
1918,-600000,1735000,0,FALSE
1924,-300000,1735000,0,FALSE
1927,-150000,1735000,0,FALSE
1929,-50000,1735000,0,FALSE
1931,50000,1735000,0,FALSE
1938,400000,1735000,0,FALSE
1946,800000,1735000,0,FALSE
1954,1200000,1735000,0,FALSE
1957,1350000,1735000,0,FALSE
1984,-1350000,1685000,0,FALSE
2018,350000,1685000,0,FALSE
2023,600000,1685000,0,FALSE
2037,1300000,1685000,0,FALSE
2039,1400000,1685000,0,FALSE
2042,1550000,1685000,0,FALSE
2064,-1350000,1635000,0,FALSE
2066,-1250000,1635000,0,FALSE
2076,-750000,1635000,0,FALSE
2090,-50000,1635000,0,FALSE
2116,1250000,1635000,0,FALSE
2119,1400000,1635000,0,FALSE
2122,1550000,1635000,0,FALSE
2135,-1850000,1585000,0,FALSE
2138,-1700000,1585000,0,FALSE
2154,-900000,1585000,0,FALSE
2199,1350000,1585000,0,FALSE
2209,1850000,1585000,0,FALSE
2241,-650000,1535000,0,FALSE
2266,600000,1535000,0,FALSE
2315,-1050000,1485000,0,FALSE
2333,-150000,1485000,0,FALSE
2408,-300000,1435000,0,FALSE
2423,450000,1435000,0,FALSE
2443,1450000,1435000,0,FALSE
2448,1700000,1435000,0,FALSE
2464,-1350000,1385000,0,FALSE
2465,-1300000,1385000,0,FALSE
2466,-1250000,1385000,0,FALSE
2470,-1050000,1385000,0,FALSE
2474,-850000,1385000,0,FALSE
2494,150000,1385000,0,FALSE
2497,300000,1385000,0,FALSE
2510,950000,1385000,0,FALSE
2547,-950000,1335000,0,FALSE
2559,-350000,1335000,0,FALSE
2560,-300000,1335000,0,FALSE
2583,850000,1335000,0,FALSE
2593,1350000,1335000,0,FALSE
2603,-1750000,1285000,0,FALSE
2615,-1150000,1285000,0,FALSE
2619,-950000,1285000,0,FALSE
2634,-200000,1285000,0,FALSE
2656,900000,1285000,0,FALSE
2665,1350000,1285000,0,FALSE
2680,-1350000,1235000,0,FALSE
2699,-400000,1235000,0,FALSE
2756,-850000,1185000,0,FALSE
2760,-650000,1185000,0,FALSE
2770,-150000,1185000,0,FALSE
2777,200000,1185000,0,FALSE
2782,450000,1185000,0,FALSE
2784,550000,1185000,0,FALSE
2786,650000,1185000,0,FALSE
2794,1050000,1185000,0,FALSE
2796,1150000,1185000,0,FALSE
2808,-1450000,1135000,0,FALSE
2816,-1050000,1135000,0,FALSE
2834,-150000,1135000,0,FALSE
2860,1150000,1135000,0,FALSE
2882,-800000,1085000,0,FALSE
2892,-300000,1085000,0,FALSE
2894,-200000,1085000,0,FALSE
2898,0,1085000,0,FALSE
2900,100000,1085000,0,FALSE
2915,850000,1085000,0,FALSE
2925,1350000,1085000,0,FALSE
2938,-900000,1035000,0,FALSE
2945,-550000,1035000,0,FALSE
2959,150000,1035000,0,FALSE
2963,350000,1035000,0,FALSE
2987,-1150000,985000,0,FALSE
2989,-900000,985000,0,FALSE
2995,-600000,985000,0,FALSE
2998,-450000,985000,0,FALSE
2999,-400000,985000,0,FALSE
3009,100000,985000,0,FALSE
3019,600000,985000,0,FALSE
3029,1100000,985000,0,FALSE
3031,1200000,985000,0,FALSE
3039,-800000,935000,0,FALSE
3088,-700000,885000,0,FALSE
3089,-650000,885000,0,FALSE
3092,-500000,885000,0,FALSE
3094,-400000,885000,0,FALSE
3095,-350000,885000,0,FALSE
3100,-100000,885000,0,FALSE
3119,850000,885000,0,FALSE
3125,1150000,885000,0,FALSE
3135,-650000,835000,0,FALSE
3142,-300000,835000,0,FALSE
3180,-750000,785000,0,FALSE
3181,-700000,785000,0,FALSE
3184,-550000,785000,0,FALSE
3198,150000,785000,0,FALSE
3199,200000,785000,0,FALSE
3205,500000,785000,0,FALSE
3237,200000,735000,0,FALSE
3242,450000,735000,0,FALSE
3288,-100000,635000,0,FALSE
3306,-50000,585000,0,FALSE
3341,-250000,435000,0,FALSE
49,-1600000,2985000,101,TRUE
53,-1400000,2985000,0,TRUE
62,2000000,2985000,4,TRUE
63,2050000,2985000,10,TRUE
67,-2100000,2935000,0,FALSE
80,-1450000,2935000,1,TRUE
91,-900000,2935000,0,FALSE
101,2050000,2935000,8,TRUE
110,-1850000,2885000,0,FALSE
169,-1450000,2835000,6,TRUE
208,2000000,2835000,12,TRUE
212,2200000,2835000,13,TRUE
227,-1500000,2785000,1,TRUE
253,-200000,2785000,0,FALSE
262,250000,2785000,4,TRUE
277,-2150000,2735000,0,FALSE
288,-1600000,2735000,0,TRUE
289,-1550000,2735000,0,TRUE
296,-1200000,2735000,0,FALSE
325,250000,2735000,2,TRUE
332,1900000,2735000,6,TRUE
346,-1900000,2685000,0,FALSE
350,-1700000,2685000,0,TRUE
354,-1500000,2685000,0,TRUE
386,100000,2685000,1,TRUE
398,750000,2685000,0,TRUE
406,2000000,2685000,21,TRUE
451,-250000,2635000,0,FALSE
468,600000,2635000,20,TRUE
484,2050000,2635000,2,TRUE
493,-1950000,2585000,0,FALSE
494,-1900000,2585000,0,FALSE
495,-1850000,2585000,0,FALSE
496,-1800000,2585000,0,FALSE
498,-1700000,2585000,0,FALSE
499,-1650000,2585000,0,TRUE
502,-1500000,2585000,0,TRUE
507,-1250000,2585000,11,TRUE
530,-100000,2585000,0,FALSE
558,1900000,2585000,63,TRUE
573,-1800000,2535000,0,FALSE
579,-1500000,2535000,0,TRUE
589,-1000000,2535000,0,FALSE
596,-650000,2535000,0,FALSE
605,-200000,2535000,0,FALSE
610,50000,2535000,0,FALSE
651,-1800000,2485000,0,FALSE
669,-900000,2485000,0,FALSE
693,300000,2485000,0,FALSE
695,400000,2485000,0,FALSE
736,-1450000,2435000,23,TRUE
781,800000,2435000,0,FALSE
808,-1800000,2385000,0,FALSE
829,-750000,2385000,0,FALSE
875,1750000,2385000,0,FALSE
887,-2200000,2335000,0,FALSE
904,-1350000,2335000,29,TRUE
906,-1250000,2335000,2,TRUE
920,-550000,2335000,0,FALSE
925,-300000,2335000,0,FALSE
933,100000,2335000,0,FALSE
974,-2150000,2285000,0,FALSE
982,-1750000,2285000,0,FALSE
987,-1500000,2285000,0,FALSE
1024,350000,2285000,0,FALSE
1044,1600000,2285000,0,FALSE
1057,-2150000,2235000,0,FALSE
1099,-50000,2235000,0,FALSE
1104,200000,2235000,0,FALSE
1108,400000,2235000,0,FALSE
1121,1250000,2235000,0,FALSE
1128,1600000,2235000,0,FALSE
1162,-1100000,2185000,0,FALSE
1177,-350000,2185000,0,FALSE
1178,-300000,2185000,0,FALSE
1179,-250000,2185000,0,FALSE
1188,200000,2185000,0,FALSE
1211,1550000,2185000,0,FALSE
1244,-1100000,2135000,0,FALSE
1248,-900000,2135000,0,FALSE
1284,900000,2135000,0,FALSE
1313,-1900000,2085000,0,FALSE
1338,-650000,2085000,0,FALSE
1351,0,2085000,0,FALSE
1352,50000,2085000,0,FALSE
1354,150000,2085000,0,FALSE
1376,1250000,2085000,0,FALSE
1398,-1850000,2035000,0,FALSE
1446,550000,2035000,0,FALSE
1450,750000,2035000,0,FALSE
1456,1050000,2035000,0,FALSE
1527,400000,1985000,0,FALSE
1538,950000,1985000,0,FALSE
1539,1000000,1985000,0,FALSE
1567,-1750000,1935000,0,FALSE
1569,-1650000,1935000,0,FALSE
1573,-1450000,1935000,0,FALSE
1580,-1100000,1935000,0,FALSE
1599,-150000,1935000,0,FALSE
1612,500000,1935000,0,FALSE
1617,750000,1935000,0,FALSE
1642,-2150000,1885000,0,FALSE
1730,-1850000,1835000,0,FALSE
1788,1050000,1835000,0,FALSE
1791,1200000,1835000,0,FALSE
1799,1600000,1835000,0,FALSE
1817,-1600000,1785000,0,FALSE
1821,-1400000,1785000,0,FALSE
1889,-2050000,1735000,0,FALSE
1907,-1150000,1735000,0,FALSE
1919,-550000,1735000,0,FALSE
1922,-400000,1735000,0,FALSE
1936,300000,1735000,0,FALSE
1950,1000000,1735000,0,FALSE
1973,-1900000,1685000,0,FALSE
2015,200000,1685000,0,FALSE
2027,800000,1685000,0,FALSE
2035,1200000,1685000,0,FALSE
2041,1500000,1685000,0,FALSE
2065,-1300000,1635000,0,FALSE
2068,-1150000,1635000,0,FALSE
2071,-1000000,1635000,0,FALSE
2097,300000,1635000,0,FALSE
2104,650000,1635000,0,FALSE
2113,1100000,1635000,0,FALSE
2126,1750000,1635000,0,FALSE
2156,-800000,1585000,0,FALSE
2161,-550000,1585000,0,FALSE
2172,0,1585000,0,FALSE
2192,1000000,1585000,0,FALSE
2194,1100000,1585000,0,FALSE
2195,1150000,1585000,0,FALSE
2215,-1950000,1535000,0,FALSE
2248,-300000,1535000,0,FALSE
2258,200000,1535000,0,FALSE
2261,350000,1535000,0,FALSE
2267,650000,1535000,0,FALSE
2270,800000,1535000,0,FALSE
2286,1600000,1535000,0,FALSE
2299,-1850000,1485000,0,FALSE
2324,-600000,1485000,0,FALSE
2337,50000,1485000,0,FALSE
2350,700000,1485000,0,FALSE
2356,1000000,1485000,0,FALSE
2364,1400000,1485000,0,FALSE
2380,-1700000,1435000,0,FALSE
2393,-1050000,1435000,0,FALSE
2418,200000,1435000,0,FALSE
2424,500000,1435000,0,FALSE
2486,-250000,1385000,0,FALSE
2489,-100000,1385000,0,FALSE
2496,250000,1385000,0,FALSE
2515,1200000,1385000,0,FALSE
2523,1600000,1385000,0,FALSE
2534,-1600000,1335000,0,FALSE
2539,-1350000,1335000,0,FALSE
2544,-1100000,1335000,0,FALSE
2553,-650000,1335000,0,FALSE
2554,-600000,1335000,0,FALSE
2557,-450000,1335000,0,FALSE
2573,350000,1335000,0,FALSE
2575,450000,1335000,0,FALSE
2611,-1350000,1285000,0,FALSE
2631,-350000,1285000,0,FALSE
2653,750000,1285000,0,FALSE
2698,-450000,1235000,0,FALSE
2730,1150000,1235000,0,FALSE
2735,1400000,1235000,0,FALSE
2742,-1550000,1185000,0,FALSE
2749,-1200000,1185000,0,FALSE
2754,-950000,1185000,0,FALSE
2759,-700000,1185000,0,FALSE
2773,0,1185000,0,FALSE
2776,150000,1185000,0,FALSE
2806,-1550000,1135000,0,FALSE
2814,-1150000,1135000,0,FALSE
2823,-700000,1135000,0,FALSE
2831,-300000,1135000,0,FALSE
2833,-200000,1135000,0,FALSE
2880,-900000,1085000,0,FALSE
2906,400000,1085000,0,FALSE
2924,1300000,1085000,0,FALSE
2944,-600000,1035000,0,FALSE
2948,-400000,1035000,0,FALSE
2950,-300000,1035000,0,FALSE
2951,-250000,1035000,0,FALSE
2955,-50000,1035000,0,FALSE
2960,200000,1035000,0,FALSE
2979,1150000,1035000,0,FALSE
3003,-200000,985000,0,FALSE
3005,-100000,985000,0,FALSE
3011,200000,985000,0,FALSE
3022,750000,985000,0,FALSE
3033,1300000,985000,0,FALSE
3054,-50000,935000,0,FALSE
3056,50000,935000,0,FALSE
3059,200000,935000,0,FALSE
3062,350000,935000,0,FALSE
3078,1150000,935000,0,FALSE
3086,-800000,885000,0,FALSE
3091,-550000,885000,0,FALSE
3101,-50000,885000,0,FALSE
3120,900000,885000,0,FALSE
3122,1000000,885000,0,FALSE
3136,-600000,835000,0,FALSE
3177,1450000,835000,0,FALSE
3186,-450000,785000,0,FALSE
3222,-650000,735000,0,FALSE
3231,-100000,735000,0,FALSE
3255,-500000,685000,0,FALSE
3257,-400000,685000,0,FALSE
3270,500000,685000,0,FALSE
3280,1550000,685000,0,FALSE
3281,-450000,635000,0,FALSE
3287,-150000,635000,0,FALSE
3290,0,635000,0,FALSE
3317,-300000,535000,0,FALSE
3363,1450000,285000,0,FALSE
46,-1750000,2985000,0,TRUE
73,-1800000,2935000,0,FALSE
74,-1750000,2935000,0,FALSE
79,-1500000,2935000,6,TRUE
98,50000,2935000,0,TRUE
159,-1950000,2835000,0,FALSE
221,-1800000,2785000,0,FALSE
223,-1700000,2785000,5,TRUE
240,-850000,2785000,0,FALSE
245,-600000,2785000,0,FALSE
252,-250000,2785000,0,FALSE
291,-1450000,2735000,0,TRUE
303,-850000,2735000,0,FALSE
319,-50000,2735000,2,TRUE
353,-1550000,2685000,3,TRUE
364,-1000000,2685000,0,FALSE
388,200000,2685000,3,TRUE
422,-1700000,2635000,0,TRUE
425,-1550000,2635000,9,TRUE
454,-100000,2635000,0,FALSE
458,100000,2635000,0,TRUE
491,-2050000,2585000,0,FALSE
541,450000,2585000,2,TRUE
544,600000,2585000,0,TRUE
549,850000,2585000,2,TRUE
566,-2150000,2535000,0,FALSE
571,-1900000,2535000,0,FALSE
625,800000,2535000,0,FALSE
649,-1900000,2485000,0,FALSE
653,-1700000,2485000,0,FALSE
670,-850000,2485000,0,FALSE
688,50000,2485000,0,FALSE
720,-2250000,2435000,0,FALSE
724,-2050000,2435000,0,FALSE
738,-1350000,2435000,0,TRUE
778,650000,2435000,0,FALSE
803,-2050000,2385000,0,FALSE
806,-1900000,2385000,0,FALSE
807,-1850000,2385000,0,FALSE
815,-1450000,2385000,24,TRUE
816,-1400000,2385000,3,TRUE
819,-1250000,2385000,20,TRUE
828,-800000,2385000,0,FALSE
846,100000,2385000,0,FALSE
905,-1300000,2335000,2,TRUE
928,-150000,2335000,0,FALSE
929,-100000,2335000,0,FALSE
932,50000,2335000,0,FALSE
941,500000,2335000,0,FALSE
942,550000,2335000,0,FALSE
951,1050000,2335000,0,FALSE
999,-900000,2285000,0,FALSE
1010,-350000,2285000,0,FALSE
1018,50000,2285000,0,FALSE
1020,150000,2285000,0,FALSE
1031,750000,2285000,0,FALSE
1055,-2250000,2235000,0,FALSE
1071,-1450000,2235000,0,FALSE
1081,-950000,2235000,0,FALSE
1196,600000,2185000,0,FALSE
1210,1500000,2185000,0,FALSE
1242,-1200000,2135000,1,TRUE
1277,550000,2135000,0,FALSE
1291,1250000,2135000,0,FALSE
1308,-2150000,2085000,0,FALSE
1312,-1950000,2085000,0,FALSE
1330,-1050000,2085000,0,FALSE
1341,-500000,2085000,0,FALSE
1346,-250000,2085000,0,FALSE
1396,-1950000,2035000,0,FALSE
1400,-1750000,2035000,0,FALSE
1414,-1050000,2035000,0,FALSE
1416,-950000,2035000,0,FALSE
1448,650000,2035000,0,FALSE
1528,450000,1985000,0,FALSE
1544,1250000,1985000,0,FALSE
1545,1300000,1985000,0,FALSE
1588,-700000,1935000,0,FALSE
1600,-100000,1935000,0,FALSE
1616,700000,1935000,0,FALSE
1632,1500000,1935000,0,FALSE
1655,-1500000,1885000,0,FALSE
1671,-700000,1885000,0,FALSE
1680,-250000,1885000,0,FALSE
1691,300000,1885000,0,FALSE
1693,400000,1885000,0,FALSE
1703,900000,1885000,0,FALSE
1708,1150000,1885000,0,FALSE
1733,-1700000,1835000,0,FALSE
1734,-1650000,1835000,0,FALSE
1746,-1050000,1835000,0,FALSE
1779,600000,1835000,0,FALSE
1781,700000,1835000,0,FALSE
1785,900000,1835000,0,FALSE
1806,-2150000,1785000,0,FALSE
1816,-1650000,1785000,0,FALSE
1824,-1250000,1785000,0,FALSE
1828,-1050000,1785000,0,FALSE
1843,-300000,1785000,0,FALSE
1859,500000,1785000,0,FALSE
1932,100000,1735000,0,FALSE
1942,600000,1735000,0,FALSE
1968,-2150000,1685000,0,FALSE
1985,-1300000,1685000,0,FALSE
1998,-650000,1685000,0,FALSE
2007,-200000,1685000,0,FALSE
2017,300000,1685000,0,FALSE
2021,500000,1685000,0,FALSE
2053,-1900000,1635000,0,FALSE
2055,-1800000,1635000,0,FALSE
2086,-250000,1635000,0,FALSE
2136,-1800000,1585000,0,FALSE
2142,-1500000,1585000,0,FALSE
2157,-750000,1585000,0,FALSE
2171,-50000,1585000,0,FALSE
2180,400000,1585000,0,FALSE
2189,850000,1585000,0,FALSE
2246,-400000,1535000,0,FALSE
2298,-1900000,1485000,0,FALSE
2325,-550000,1485000,0,FALSE
2327,-450000,1485000,0,FALSE
2329,-350000,1485000,0,FALSE
2367,1550000,1485000,0,FALSE
2379,-1750000,1435000,0,FALSE
2387,-1350000,1435000,0,FALSE
2407,-350000,1435000,0,FALSE
2426,600000,1435000,0,FALSE
2442,1400000,1435000,0,FALSE
2475,-800000,1385000,0,FALSE
2476,-750000,1385000,0,FALSE
2477,-700000,1385000,0,FALSE
2491,0,1385000,0,FALSE
2512,1050000,1385000,0,FALSE
2518,1350000,1385000,0,FALSE
2540,-1300000,1335000,0,FALSE
2572,300000,1335000,0,FALSE
2589,1150000,1335000,0,FALSE
2592,1300000,1335000,0,FALSE
2620,-900000,1285000,0,FALSE
2628,-500000,1285000,0,FALSE
2641,150000,1285000,0,FALSE
2655,850000,1285000,0,FALSE
2690,-850000,1235000,0,FALSE
2691,-800000,1235000,0,FALSE
2702,-250000,1235000,0,FALSE
2720,650000,1235000,0,FALSE
2738,1550000,1235000,0,FALSE
2739,-1700000,1185000,0,FALSE
2748,-1250000,1185000,0,FALSE
2766,-350000,1185000,0,FALSE
2771,-100000,1185000,0,FALSE
2805,-1600000,1135000,0,FALSE
2813,-1200000,1135000,0,FALSE
2832,-250000,1135000,0,FALSE
2839,100000,1135000,0,FALSE
2842,250000,1135000,0,FALSE
2845,400000,1135000,0,FALSE
2883,-750000,1085000,0,FALSE
2893,-250000,1085000,0,FALSE
2904,300000,1085000,0,FALSE
2908,500000,1085000,0,FALSE
2909,550000,1085000,0,FALSE
2910,600000,1085000,0,FALSE
2916,900000,1085000,0,FALSE
2919,1050000,1085000,0,FALSE
2934,-1100000,1035000,0,FALSE
2946,-500000,1035000,0,FALSE
2947,-450000,1035000,0,FALSE
2961,250000,1035000,0,FALSE
2977,1050000,1035000,0,FALSE
2980,1200000,1035000,0,FALSE
2981,1250000,1035000,0,FALSE
2986,-1200000,985000,0,FALSE
3004,-150000,985000,0,FALSE
3008,50000,985000,0,FALSE
3012,250000,985000,0,FALSE
3016,450000,985000,0,FALSE
3020,650000,985000,0,FALSE
3036,-950000,935000,0,FALSE
3038,-850000,935000,0,FALSE
3043,-600000,935000,0,FALSE
3048,-350000,935000,0,FALSE
3050,-250000,935000,0,FALSE
3068,650000,935000,0,FALSE
3082,1350000,935000,0,FALSE
3090,-600000,885000,0,FALSE
3093,-450000,885000,0,FALSE
3104,100000,885000,0,FALSE
3113,550000,885000,0,FALSE
3115,650000,885000,0,FALSE
3132,-800000,835000,0,FALSE
3152,200000,835000,0,FALSE
3178,-850000,785000,0,FALSE
3218,1500000,785000,0,FALSE
3240,350000,735000,0,FALSE
3244,550000,735000,0,FALSE
3245,600000,735000,0,FALSE
3272,600000,685000,0,FALSE
3282,-400000,635000,0,FALSE
3298,-450000,585000,0,FALSE
3301,-300000,585000,0,FALSE
3342,-200000,435000,0,FALSE
18,-1650000,3085000,2,TRUE
29,-1700000,3035000,0,FALSE
66,-2150000,2935000,0,FALSE
84,-1250000,2935000,1,TRUE
146,-50000,2885000,1,TRUE
152,2050000,2885000,27,TRUE
162,-1800000,2835000,0,FALSE
172,-1300000,2835000,0,TRUE
177,-1050000,2835000,0,FALSE
186,-600000,2835000,0,FALSE
219,-1900000,2785000,0,FALSE
236,-1050000,2785000,0,FALSE
237,-1000000,2785000,0,FALSE
269,1950000,2785000,3,TRUE
270,2000000,2785000,27,TRUE
300,-1000000,2735000,0,FALSE
321,50000,2735000,0,TRUE
322,100000,2735000,0,TRUE
426,-1500000,2635000,0,TRUE
434,-1100000,2635000,0,FALSE
435,-1050000,2635000,0,FALSE
438,-900000,2635000,0,FALSE
457,50000,2635000,0,FALSE
461,250000,2635000,0,TRUE
490,-2100000,2585000,0,FALSE
514,-900000,2585000,0,FALSE
538,300000,2585000,0,TRUE
574,-1750000,2535000,0,FALSE
611,100000,2535000,0,FALSE
667,-1000000,2485000,0,FALSE
687,0,2485000,0,FALSE
689,100000,2485000,0,FALSE
706,950000,2485000,0,FALSE
707,1000000,2485000,0,FALSE
731,-1700000,2435000,0,FALSE
764,-50000,2435000,0,FALSE
765,0,2435000,0,FALSE
780,750000,2435000,0,FALSE
817,-1350000,2385000,0,TRUE
847,150000,2385000,0,FALSE
851,350000,2385000,0,FALSE
861,850000,2385000,0,FALSE
862,900000,2385000,0,FALSE
864,1000000,2385000,0,FALSE
892,-1950000,2335000,0,FALSE
900,-1550000,2335000,0,FALSE
903,-1400000,2335000,0,TRUE
916,-750000,2335000,0,FALSE
939,400000,2335000,0,FALSE
978,-1950000,2285000,0,FALSE
988,-1450000,2285000,0,FALSE
1017,0,2285000,0,FALSE
1021,200000,2285000,0,FALSE
1022,250000,2285000,0,FALSE
1023,300000,2285000,0,FALSE
1034,900000,2285000,0,FALSE
1060,-2000000,2235000,0,FALSE
1070,-1500000,2235000,0,FALSE
1078,-1100000,2235000,0,FALSE
1089,-550000,2235000,0,FALSE
1105,250000,2235000,0,FALSE
1126,1500000,2235000,0,FALSE
1146,-1900000,2185000,0,FALSE
1150,-1700000,2185000,0,FALSE
1164,-1000000,2185000,0,FALSE
1194,500000,2185000,0,FALSE
1238,-1400000,2135000,0,FALSE
1271,250000,2135000,0,FALSE
1362,550000,2085000,0,FALSE
1422,-650000,2035000,0,FALSE
1436,50000,2035000,0,FALSE
1437,100000,2035000,0,FALSE
1445,500000,2035000,0,FALSE
1460,1250000,2035000,0,FALSE
1480,-1950000,1985000,0,FALSE
1487,-1600000,1985000,0,FALSE
