"model","chain","n_draws","n_chunks","param","rhat_all_chunks","rhat_resumed_only"
"bobcat_v1fix_ecoregion","2",50000,5,"occ_beta[2]",1.01343451263325,1.01090490412498
"bobcat_v1fix_ecoregion","2",50000,5,"occ_beta[3]",1.04451643147921,1.02727946919396
"bobcat_v1fix_ecoregion","2",50000,5,"occ_beta[4]",1.04296536385039,1.02668894193732
"bobcat_v1fix_ecoregion","2",50000,5,"occ_beta[5]",1.03621850197109,1.02841833915824
"bobcat_v1fix_ecoregion","2",50000,5,"occ_beta[6]",1.01540350748547,1.01147190913173
"bobcat_v1fix_ecoregion","2",50000,5,"occ_beta[7]",1.00311120997056,1.00213915172414
"bobcat_v1fix_ecoregion","2",50000,5,"occ_beta[8]",1.13444612797321,1.13693866810574
"bobcat_v1fix_ecoregion","2",50000,5,"occ_beta[9]",1.09560728464597,1.0836263602363
"bobcat_v1fix_ecoregion","2",50000,5,"occ_beta[10]",1.1260427432987,1.11522884497981
"bobcat_v1fix_ecoregion","2",50000,5,"overdisp_inat",1.04843108231323,1.01717876954603
"bobcat_v1fix_ecoregion","2",50000,5,"p_beta[1]",1.01351400493019,1.0023116819464
"bobcat_v1fix_ecoregion","2",50000,5,"p_beta[2]",1.01793871124938,1.01042369868847
"bobcat_v1fix_ecoregion","2",50000,5,"p_beta[3]",1.02086579611019,1.02077134310437
"bobcat_v1fix_ecoregion","2",50000,5,"p_beta[4]",1.00831857909821,1.00128146631659
"bobcat_v1fix_ecoregion","2",50000,5,"sigma_region",1.26122072778813,1.26923303345215
"bobcat_v1fix_ecoregion","2",50000,5,"theta0",1.17737293739095,1.17325065043211
"bobcat_v1fix_ecoregion","2",50000,5,"theta1",1.20910159909692,1.20903542383054
"bobcat_v1fix_ecoregion","2",50000,5,"total_var_beta",1.03669508084072,1.04383239682575
"bobcat_v1fix_ecoregion","2",50000,5,"trend_robust_indicator",1.01508494210562,1.01073217385054
"bobcat_v1fix_ecoregion","2",50000,5,"year_beta",1.01025726219595,1.01340957247378
"bobcat_v1fix_ecoregion","2",50000,5,"year_region[1]",1.28379072553447,1.29049368552384
"bobcat_v1fix_ecoregion","2",50000,5,"year_region[2]",1.22623735968805,1.24622630758285
"bobcat_v1fix_ecoregion","2",50000,5,"year_region[3]",1.20769737864477,1.22457655022861
"bobcat_v1fix_ecoregion","2",50000,5,"year_region[4]",1.23027829257871,1.23576722239705
"bobcat_v1fix_ecoregion","2",50000,5,"year_region[5]",1.0620707614667,1.07802901200057
"bobcat_v1fix_ecoregion","2",50000,5,"year_region[6]",1.12911218769127,1.13800466699771
"bobcat_v1fix_ecoregion","2",50000,5,"year_region[7]",1.28689384967347,1.29152155581993
"bobcat_v1fix_ecoregion","2",50000,5,"year_region[8]",1.25599853452199,1.26825311608396
"bobcat_v1fix_ecoregion","2",50000,5,"year_var",1.03597985770698,1.04250756023153
"bobcat_v1fix_ecoregion","3",50000,5,"MCMT_tau",1.03224893716721,1.00005993486477
"bobcat_v1fix_ecoregion","3",50000,5,"MWMT_tau",1.03252071386108,1.00044143779565
"bobcat_v1fix_ecoregion","3",50000,5,"det_intercept",1.04934872482413,1.03558051771865
"bobcat_v1fix_ecoregion","3",50000,5,"intercept_tau",1.03222038550102,1.00011736769052
"bobcat_v1fix_ecoregion","3",50000,5,"occ_beta[1]",1.06318231260454,1.06858036649957
"bobcat_v1fix_ecoregion","3",50000,5,"occ_beta[2]",1.02391268193057,1.02060923181775
"bobcat_v1fix_ecoregion","3",50000,5,"occ_beta[3]",1.03605044434174,1.01581399062161
"bobcat_v1fix_ecoregion","3",50000,5,"occ_beta[4]",1.02796462997015,1.00250166130659
"bobcat_v1fix_ecoregion","3",50000,5,"occ_beta[5]",1.0314340601887,1.01312563684071
"bobcat_v1fix_ecoregion","3",50000,5,"occ_beta[6]",1.01156193912095,1.00149366923787
"bobcat_v1fix_ecoregion","3",50000,5,"occ_beta[7]",1.00331074334567,1.00042184572512
"bobcat_v1fix_ecoregion","3",50000,5,"occ_beta[8]",1.10710274319129,1.11448246017467
"bobcat_v1fix_ecoregion","3",50000,5,"occ_beta[9]",1.04355437984906,1.03122762743005
"bobcat_v1fix_ecoregion","3",50000,5,"occ_beta[10]",1.08160930027676,1.06966151583436
"bobcat_v1fix_ecoregion","3",50000,5,"overdisp_inat",1.03798777845292,1.00429964049614
"bobcat_v1fix_ecoregion","3",50000,5,"p_beta[1]",1.03757496222964,1.03050452075518
"bobcat_v1fix_ecoregion","3",50000,5,"p_beta[2]",1.06086498941622,1.05516663778688
"bobcat_v1fix_ecoregion","3",50000,5,"p_beta[3]",1.01354125809828,1.01123239062103
"bobcat_v1fix_ecoregion","3",50000,5,"p_beta[4]",1.01003676983416,1.00079941540359
"bobcat_v1fix_ecoregion","3",50000,5,"sigma_region",1.05240646702729,1.03746246428416
"bobcat_v1fix_ecoregion","3",50000,5,"theta0",1.08781268757919,1.06972321276999
"bobcat_v1fix_ecoregion","3",50000,5,"theta1",1.09639379121467,1.07936760318043
"bobcat_v1fix_ecoregion","3",50000,5,"total_var_beta",1.12051893431813,1.12791435756379
"bobcat_v1fix_ecoregion","3",50000,5,"trend_robust_indicator",1.06231366743962,1.08101682312098
"bobcat_v1fix_ecoregion","3",50000,5,"year_beta",1.01315932513287,1.01215125570818
"bobcat_v1fix_ecoregion","3",50000,5,"year_region[1]",1.08010577391466,1.07223358151068
"bobcat_v1fix_ecoregion","3",50000,5,"year_region[2]",1.08204798057789,1.08456475818025
"bobcat_v1fix_ecoregion","3",50000,5,"year_region[3]",1.05713859688244,1.05398234691186
"bobcat_v1fix_ecoregion","3",50000,5,"year_region[4]",1.08079441231857,1.06693035424801
"bobcat_v1fix_ecoregion","3",50000,5,"year_region[5]",1.09733124548209,1.10098145712897
"bobcat_v1fix_ecoregion","3",50000,5,"year_region[6]",1.05389306005254,1.0521127186416
"bobcat_v1fix_ecoregion","3",50000,5,"year_region[7]",1.08992238365933,1.08086488125707
"bobcat_v1fix_ecoregion","3",50000,5,"year_region[8]",1.04969984485428,1.04935968396712
"bobcat_v1fix_ecoregion","3",50000,5,"year_var",1.10335554947991,1.11652495642944
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"MCMT_tau",1.03299293670282,1.00058305505041
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"MWMT_tau",1.03637232175827,1.00495101569505
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"det_intercept",1.06782533742572,1.05308637699116
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"intercept_tau",1.04053753561393,1.01173126845731
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"occ_beta[1]",1.03083306043886,1.01100936369225
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"occ_beta[2]",1.03126539535503,1.01134947511337
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"occ_beta[3]",1.04379406416054,1.02053610514372
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"occ_beta[4]",1.00750156449311,1.00622389699114
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"occ_beta[5]",1.04537898662606,1.01816680380295
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"occ_beta[6]",1.01146596495754,1.00719024095214
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"occ_beta[7]",1.00417758502348,1.00135134432556
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"occ_beta[8]",1.03458608775393,1.0182981627644
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"occ_beta[9]",1.01582319233113,1.00606481033001
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"occ_beta[10]",1.0324854751038,1.0179703947582
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"overdisp_inat",1.03503248141681,1.00222726877881
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"p_beta[1]",1.03482765767995,1.02887824825836
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"p_beta[2]",1.04951946355805,1.03968864736355
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"p_beta[3]",1.00412404135432,1.00266257686304
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"p_beta[4]",1.00274299243419,1.00068480522504
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"theta0",1.12991000095618,1.02083888948461
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"theta1",1.11754681296511,1.01863050413572
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"total_var_beta",1.04881248031037,1.00921102615622
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"trend_robust_indicator",1.00721635185235,1.00119424179421
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"year_beta",1.03844406517825,1.02844777515052
"white-tailed_deer_v1fix_national_scalar","1",50000,5,"year_var",1.0581160985994,1.06242037943736
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"MCMT_tau",1.03320890830703,1.00049392763274
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"MWMT_tau",1.03349369119935,1.00178393696306
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"det_intercept",1.04275776708053,1.01724874529062
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"intercept_tau",1.0449652579109,1.01687817843006
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"occ_beta[1]",1.02622683297439,1.00800952765212
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"occ_beta[2]",1.03067117779269,1.01270740411208
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"occ_beta[3]",1.04073648189295,1.00859352035655
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"occ_beta[4]",1.01388381763459,1.01885626471403
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"occ_beta[5]",1.03806103917817,1.01771319820769
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"occ_beta[6]",1.03244857344278,1.01566218226528
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"occ_beta[7]",1.00229221125335,1.00157763374803
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"occ_beta[8]",1.10072248117208,1.09451628016979
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"occ_beta[9]",1.0770173001901,1.08126595204076
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"occ_beta[10]",1.09853547385305,1.09428962626786
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"overdisp_inat",1.03531888609094,1.00315616007616
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"p_beta[1]",1.03732479384935,1.01938655227607
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"p_beta[2]",1.05888882037097,1.04016177133202
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"p_beta[3]",1.02670500265338,1.01977303130036
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"p_beta[4]",1.00705354635333,1.00325246310436
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"theta0",1.14957156751871,1.07668993352665
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"theta1",1.13035091179152,1.06194288732469
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"total_var_beta",1.05536747547648,1.02568781722991
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"trend_robust_indicator",1.01617986948704,1.00395279367837
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"year_beta",1.02674211144941,1.03081856757107
"white-tailed_deer_v1fix_national_scalar","2",50000,5,"year_var",1.05673500181749,1.04192084091888
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"MCMT_tau",1.03551724352172,1.00340652830017
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"MWMT_tau",1.03313070748011,1.00122324670222
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"det_intercept",1.0377510598058,1.01194080577239
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"intercept_tau",1.03452321473357,1.00465400404354
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"occ_beta[1]",1.02652161342235,1.00822542284372
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"occ_beta[2]",1.02490982614611,1.00446504715209
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"occ_beta[3]",1.05719814628791,1.01347510821848
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"occ_beta[4]",1.01969833793257,1.01465463080757
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"occ_beta[5]",1.03480642918053,1.0087539693992
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"occ_beta[6]",1.02232570225741,1.00682257550085
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"occ_beta[7]",1.0054654638301,1.00488455935759
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"occ_beta[8]",1.06897853373707,1.04975527822336
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"occ_beta[9]",1.03992603622521,1.03282478399988
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"occ_beta[10]",1.06538085500048,1.05107847563183
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"overdisp_inat",1.03562999764993,1.00301094680168
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"p_beta[1]",1.10985705605862,1.11347531168297
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"p_beta[2]",1.10127861704738,1.09740047207476
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"p_beta[3]",1.02088660828488,1.02033825178012
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"p_beta[4]",1.03906301533979,1.02795855903934
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"theta0",1.13353652955897,1.04628172991024
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"theta1",1.1124755483872,1.02611548226832
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"total_var_beta",1.05077086524004,1.02331986631982
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"trend_robust_indicator",1.00036941847518,1.000170777915
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"year_beta",1.04816730967388,1.02041547167051
"white-tailed_deer_v1fix_national_scalar","3",50000,5,"year_var",1.0287581337181,1.03421550905757
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"MCMT_tau",1.03316762124834,1.00068202556034
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"MWMT_tau",1.03687737510652,1.00584309353513
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"det_intercept",1.08051029234678,1.06443158792768
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"intercept_tau",1.0365735932812,1.007056579371
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"occ_beta[1]",1.02827394005368,1.01270219329431
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"occ_beta[2]",1.06022981597876,1.04334886101942
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"occ_beta[3]",1.03877738936892,1.02150228595688
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"occ_beta[4]",1.04510823873321,1.05355894322572
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"occ_beta[5]",1.04955290419698,1.02804027459472
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"occ_beta[6]",1.04324529853492,1.03146235614959
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"occ_beta[7]",1.0047196637759,1.00217601543416
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"occ_beta[8]",1.05243365446366,1.04248637372665
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"occ_beta[9]",1.0494354396411,1.0448172670841
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"occ_beta[10]",1.05279035581433,1.04116680810471
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"overdisp_inat",1.06531467508605,1.03861036139283
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"p_beta[1]",1.12151926309393,1.13082008842392
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"p_beta[2]",1.14455366399381,1.1533772365774
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"p_beta[3]",1.02734843814844,1.02868763023117
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"p_beta[4]",1.03417111255606,1.04013486298067
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"sigma_region",3.01218522314994,3.11000571064619
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"theta0",1.15694406264383,1.09100060348549
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"theta1",1.14994686156156,1.08662584449192
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"total_var_beta",4.17842325785121,4.44485307126026
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"trend_robust_indicator",1.16420982113704,1.21268552119371
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"year_beta",1.12435353630443,1.13891419180608
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"year_region[1]",4.17706975744584,4.43849502327285
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"year_region[2]",4.18261111366732,4.44892441361403
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"year_region[3]",2.80898854509404,2.9079222148098
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"year_region[4]",1.26444324132396,1.26402835483044
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"year_region[5]",3.81946424377855,4.06275629580008
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"year_region[6]",3.81422696156147,4.04821687681844
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"year_region[7]",4.12350589588692,4.41884533795422
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"year_region[8]",3.80381618707694,4.05957219522673
"white-tailed_deer_v1fix_ecoregion","1",50000,5,"year_var",4.23614929933534,4.50776002389797
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"MCMT_tau",1.03356734486892,1.00104935590531
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"MWMT_tau",1.03631289476857,1.00526091595864
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"det_intercept",1.05972131377378,1.04119442368984
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"intercept_tau",1.03872649479777,1.00962818427302
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"occ_beta[1]",1.01917317850707,1.00403977554652
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"occ_beta[2]",1.03169886595627,1.01496932974632
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"occ_beta[3]",1.05519326483726,1.03053324590266
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"occ_beta[4]",1.02304229932375,1.01583176679959
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"occ_beta[5]",1.0334758192217,1.01114778838873
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"occ_beta[6]",1.04461684269799,1.02465719602493
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"occ_beta[7]",1.00279550097926,1.0027334171001
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"occ_beta[8]",1.06909152988057,1.05174278962341
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"occ_beta[9]",1.03217208336977,1.03036983719118
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"occ_beta[10]",1.06924291201646,1.05906658599264
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"overdisp_inat",1.036139703555,1.00415164430267
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"p_beta[1]",1.14604518136893,1.1594062483903
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"p_beta[2]",1.14096185174303,1.14486967349583
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"p_beta[3]",1.00490637587118,1.00369611926543
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"p_beta[4]",1.01178934740103,1.00886660188666
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"sigma_region",1.0189038437546,1.00696474807115
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"theta0",1.09805813951025,1.02980286597268
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"theta1",1.09094897149184,1.02361392933296
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"total_var_beta",1.04591936380083,1.04453126274928
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"trend_robust_indicator",1.00259516886392,1.00362270044459
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"year_beta",1.00894731476934,1.0022948129232
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"year_region[1]",1.02350140638266,1.02902478698788
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"year_region[2]",1.02345785611059,1.02673093442014
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"year_region[3]",1.02085926906853,1.00531944234661
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"year_region[4]",1.00594653656512,1.00200738066757
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"year_region[5]",1.0135969988743,1.01086420891789
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"year_region[6]",1.01199468162828,1.01286380133258
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"year_region[7]",1.01212784285903,1.0066860865182
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"year_region[8]",1.01813267234611,1.00641891704919
"white-tailed_deer_v1fix_ecoregion","2",50000,5,"year_var",1.03386076063473,1.03712747538173
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"MCMT_tau",1.0334040239089,1.00093153039856
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"MWMT_tau",1.03560890725991,1.00423816258234
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"det_intercept",1.10222342869991,1.08681952883411
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"intercept_tau",1.03623226204011,1.00676149739027
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"occ_beta[1]",1.03087755333736,1.01801698001139
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"occ_beta[2]",1.03589923864076,1.01546170276331
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"occ_beta[3]",1.0537803962056,1.01616492440901
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"occ_beta[4]",1.01626151661734,1.01223419319757
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"occ_beta[5]",1.03144928621692,1.00740854086739
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"occ_beta[6]",1.02076806115871,1.0095291120056
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"occ_beta[7]",1.00427159795583,1.00151722182304
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"occ_beta[8]",1.05999328622053,1.04335227248655
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"occ_beta[9]",1.02663801955401,1.02142829515257
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"occ_beta[10]",1.05654865649312,1.04591751910454
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"overdisp_inat",1.03477566631944,1.00214280432521
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"p_beta[1]",1.19100256895168,1.19196615228473
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"p_beta[2]",1.15741587960021,1.15144911174628
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"p_beta[3]",1.09979266914443,1.11609811019263
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"p_beta[4]",1.10133697214136,1.1032188447738
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"sigma_region",1.60309115564228,1.60929566670554
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"theta0",1.16607815786447,1.08021026834794
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"theta1",1.15336422374488,1.07114533246864
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"total_var_beta",1.72196585331982,1.75605766636864
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"trend_robust_indicator",1.04962991325342,1.03555201408808
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"year_beta",1.02557698210228,1.02123657087616
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"year_region[1]",1.71685996852692,1.74449611807605
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"year_region[2]",1.71501396779641,1.74509875418086
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"year_region[3]",1.54984028510458,1.55422565528817
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"year_region[4]",1.24083947484843,1.24379987135936
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"year_region[5]",1.66161729744263,1.691613019605
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"year_region[6]",1.69067544963409,1.71583893418147
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"year_region[7]",1.72050117689235,1.76618688274836
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"year_region[8]",1.61272457580831,1.64360202191568
"white-tailed_deer_v1fix_ecoregion","3",50000,5,"year_var",1.72298250133663,1.75484812481762
"moose_v2b_national_scalar","1",30000,3,"MCMT_tau",1.10998094857502,1.00498580759178
"moose_v2b_national_scalar","1",30000,3,"MWMT_tau",1.10913980914718,1.00389759250778
"moose_v2b_national_scalar","1",30000,3,"det_intercept",1.04131761724667,1.01200420876304
"moose_v2b_national_scalar","1",30000,3,"intercept_tau",1.10747802309853,1.00024961428358
"moose_v2b_national_scalar","1",30000,3,"occ_beta[1]",1.04894818445864,1.02571989270621
"moose_v2b_national_scalar","1",30000,3,"occ_beta[2]",1.05926952698141,1.0400314089743
"moose_v2b_national_scalar","1",30000,3,"occ_beta[3]",1.01768451573333,1.01008437782476
"moose_v2b_national_scalar","1",30000,3,"occ_beta[4]",1.00322046923634,1.00282382083018
"moose_v2b_national_scalar","1",30000,3,"occ_beta[5]",1.07366918400014,1.02924997405785
"moose_v2b_national_scalar","1",30000,3,"occ_beta[6]",1.04565006208156,1.00271709428636
"moose_v2b_national_scalar","1",30000,3,"occ_beta[7]",1.00443203056476,1.00264989144612
"moose_v2b_national_scalar","1",30000,3,"occ_beta[8]",1.01175375180312,1.00643671723867
"moose_v2b_national_scalar","1",30000,3,"occ_beta[9]",1.00718852365145,1.0111115768225
"moose_v2b_national_scalar","1",30000,3,"overdisp_inat",1.10551345734534,1.00089256862058
"moose_v2b_national_scalar","1",30000,3,"p_beta[1]",1.00270237723354,1.00257905101783
"moose_v2b_national_scalar","1",30000,3,"p_beta[2]",1.0079934862296,1.00110153178705
"moose_v2b_national_scalar","1",30000,3,"p_beta[3]",1.00071744093365,1.00080788706931
"moose_v2b_national_scalar","1",30000,3,"p_beta[4]",1.01217330344049,1.00331165768417
"moose_v2b_national_scalar","1",30000,3,"theta0",1.24670536892769,1.15374587384369
"moose_v2b_national_scalar","1",30000,3,"theta1",1.23011666277467,1.15176730894966
"moose_v2b_national_scalar","1",30000,3,"total_var_beta",1.02534928408669,1.00871673812151
"moose_v2b_national_scalar","1",30000,3,"trend_robust_indicator",1.00055533786366,1.00123941736983
"moose_v2b_national_scalar","1",30000,3,"year_beta",1.00335398001701,1.00981796666636
"moose_v2b_national_scalar","1",30000,3,"year_var",1.00779698277561,1.0108849615362
"moose_v2b_national_scalar","2",30000,3,"MCMT_tau",1.10960160367839,1.00395665123802
"moose_v2b_national_scalar","2",30000,3,"MWMT_tau",1.1075811941584,1.0003077617259
"moose_v2b_national_scalar","2",30000,3,"det_intercept",1.04982425098341,1.00641611237894
"moose_v2b_national_scalar","2",30000,3,"intercept_tau",1.10875172932751,1.00225216265745
"moose_v2b_national_scalar","2",30000,3,"occ_beta[1]",1.03760500351429,1.00840642040263
"moose_v2b_national_scalar","2",30000,3,"occ_beta[2]",1.01990646564603,1.00815578475291
"moose_v2b_national_scalar","2",30000,3,"occ_beta[3]",1.00531186818057,1.00154952657855
"moose_v2b_national_scalar","2",30000,3,"occ_beta[4]",1.02528238126816,1.06344530500617
"moose_v2b_national_scalar","2",30000,3,"occ_beta[5]",1.01513264172272,1.00974384993568
"moose_v2b_national_scalar","2",30000,3,"occ_beta[6]",1.02521476359458,1.01196559189548
