"parameter","mean","median","sd","q025","q975","p_negative","n_na","rhat","model"
"sigma_region",0.201725667259895,0.175293523378979,0.135697230965806,0.0264463681230869,0.533436695917336,0,0,1.00824014767665,"moose_v2b_ecoregion"
"total_var_beta",-0.118319679494377,-0.115214362711645,0.106773229931163,-0.341621495979274,0.0877123681168533,0.89104,0,1.01035776250769,"moose_v2b_ecoregion"
"year_beta",-0.109354035040203,-0.10470937254289,0.0943940013470422,-0.305632681898745,0.0569344234114355,0.882026666666667,0,1.00132729042336,"moose_v2b_ecoregion"
"year_var",-0.00896564445417412,-0.0058942625445672,0.13177507273779,-0.2770346606734,0.262762581265331,0.53352,0,1.00814770097617,"moose_v2b_ecoregion"
"trend_robust_indicator",0.23898,0,0.426461923347381,0,1,0,0,1.00024306728835,"moose_v2b_ecoregion"
"snr_derived",NA,-0.211578803122052,NA,-1.84990021359538,0.904419861706499,0.55948,0,NA,"moose_v2b_ecoregion"
