"row_id","abundance","scenario","rep_id","n_sites","lambda_true_med","ncam_mean","ncam_med","ncam_q99","ncam_max","ncam_draw_max","frac_site_gt50","frac_site_gt200"
630,"deer_like","null",30,705,0.509784174831746,1.19124290780142,0.692375,4.948885,7.314625,36,0,0
631,"deer_like","varying",1,705,0.509784174831746,1.11744893617021,0.8425,3.3969,4.370375,16,0,0
632,"deer_like","varying",2,705,0.509784174831746,1.14922872340426,0.890125,4.10190000000001,6.737375,24,0,0
633,"deer_like","varying",3,705,0.509784174831746,0.998922163120567,0.627875,3.553845,5.008,21,0,0
634,"deer_like","varying",4,705,0.509784174831746,1.56252056737589,1.31275,5.874225,7.114375,30,0,0
635,"deer_like","varying",5,705,0.509784174831746,1.38532890070922,1.151875,3.94503,4.577125,21,0,0
636,"deer_like","varying",6,705,0.509784174831746,1.42570053191489,1.01975,6.160465,7.685625,41,0,0
637,"deer_like","varying",7,705,0.509784174831746,1.54914503546099,1.100375,5.45014,7.10875,39,0,0
638,"deer_like","varying",8,705,0.509784174831746,1.24652606382979,1.041375,3.993715,4.468,21,0,0
639,"deer_like","varying",9,705,0.509784174831746,1.08284503546099,0.81875,3.460005,4.138875,17,0,0
640,"deer_like","varying",10,705,0.509784174831746,1.28492269503546,0.767125,5.73218000000002,7.7175,29,0,0
641,"deer_like","varying",11,705,0.509784174831746,1.16779680851064,0.859,3.94231500000001,5.922125,25,0,0
642,"deer_like","varying",12,705,0.509784174831746,1.36540868794326,1.106875,5.64618000000002,6.83425,35,0,0
643,"deer_like","varying",13,705,0.509784174831746,1.50211170212766,1.33775,4.37207,5.290125,20,0,0
644,"deer_like","varying",14,705,0.509784174831746,1.32076578014184,0.931375,4.342165,7.226375,26,0,0
645,"deer_like","varying",15,705,0.509784174831746,1.69891294326241,1.210875,7.759825,9.6005,41,0,0
646,"deer_like","varying",16,705,0.509784174831746,1.24838723404255,1.120875,4.155005,4.75725,26,0,0
647,"deer_like","varying",17,705,0.509784174831746,1.43884397163121,1.222375,4.61193,5.79925,22,0,0
648,"deer_like","varying",18,705,0.509784174831746,1.64643617021277,1.250875,7.21130500000001,9.161375,45,0,0
649,"deer_like","varying",19,705,0.509784174831746,1.22986010638298,0.98475,4.52544,5.61025,21,0,0
650,"deer_like","varying",20,705,0.509784174831746,1.64940921985816,1.227375,7.10050000000001,9.32675,38,0,0
651,"deer_like","varying",21,705,0.509784174831746,1.38043581560284,1.0205,4.983155,10.334125,35,0,0
652,"deer_like","varying",22,705,0.509784174831746,1.33685425531915,0.8575,5.05375000000001,6.23025,29,0,0
653,"deer_like","varying",23,705,0.509784174831746,1.22544379432624,0.74425,6.303455,6.841625,31,0,0
654,"deer_like","varying",24,705,0.509784174831746,1.26418670212766,1.036875,4.87145500000001,6.519875,26,0,0
655,"deer_like","varying",25,705,0.509784174831746,1.23363634751773,1.0925,4.222215,5.7455,21,0,0
656,"deer_like","varying",26,705,0.509784174831746,1.42242482269504,1.198125,4.9876,6.50775,24,0,0
657,"deer_like","varying",27,705,0.509784174831746,1.17472340425532,0.8335,3.800455,5.499375,19,0,0
658,"deer_like","varying",28,705,0.509784174831746,1.48122907801418,1.15075,7.25613000000001,9.716875,33,0,0
659,"deer_like","varying",29,705,0.509784174831746,0.952795567375887,0.561375,3.898845,5.005875,20,0,0
660,"deer_like","varying",30,705,0.509784174831746,1.57090017730496,1.16475,6.781025,8.953125,35,0,0
661,"intermediate","null",1,705,0.240804993307195,0.632814716312057,0.281625,3.1287,3.798875,25,0,0
662,"intermediate","null",2,705,0.240804993307195,1.20687943262411,0.781875,6.19837,9.25975,38,0,0
663,"intermediate","null",3,705,0.240804993307195,0.793890780141844,0.354625,4.73538,5.909,25,0,0
664,"intermediate","null",4,705,0.240804993307195,0.754765070921986,0.358125,4.073445,5.884375,24,0,0
665,"intermediate","null",5,705,0.240804993307195,0.733751063829787,0.410875,3.17842500000001,4.204875,22,0,0
666,"intermediate","null",6,705,0.240804993307195,0.768093794326241,0.327375,4.07104500000001,5.557875,30,0,0
667,"intermediate","null",7,705,0.240804993307195,0.877139716312057,0.476125,4.01642,5.113,28,0,0
668,"intermediate","null",8,705,0.240804993307195,0.710810460992908,0.397625,4.36380500000001,6.776,30,0,0
669,"intermediate","null",9,705,0.240804993307195,0.664140780141844,0.326,3.73844500000001,4.889125,23,0,0
670,"intermediate","null",10,705,0.240804993307195,0.68383634751773,0.306625,3.513525,4.447,23,0,0
671,"intermediate","null",11,705,0.240804993307195,0.681427836879433,0.27075,3.53547,6.676,31,0,0
672,"intermediate","null",12,705,0.240804993307195,0.615181382978723,0.276,3.377955,4.91025,19,0,0
673,"intermediate","null",13,705,0.240804993307195,0.700984397163121,0.2985,3.7981,5.0655,24,0,0
674,"intermediate","null",14,705,0.240804993307195,0.805514361702128,0.467625,3.41032,5.00425,20,0,0
675,"intermediate","null",15,705,0.240804993307195,0.723978014184397,0.342375,3.89656000000001,6.653375,24,0,0
676,"intermediate","null",16,705,0.240804993307195,0.893086170212766,0.55875,3.619325,4.593,24,0,0
677,"intermediate","null",17,705,0.240804993307195,0.770075531914894,0.347875,4.541545,6.402,34,0,0
678,"intermediate","null",18,705,0.240804993307195,0.559106914893617,0.26575,2.84058,3.93575,19,0,0
679,"intermediate","null",19,705,0.240804993307195,0.772762411347518,0.3445,3.925255,5.807125,24,0,0
680,"intermediate","null",20,705,0.240804993307195,0.672443971631206,0.345125,3.36469,4.744,28,0,0
681,"intermediate","null",21,705,0.240804993307195,0.494629255319149,0.198375,3.19592500000001,4.119375,17,0,0
682,"intermediate","null",22,705,0.240804993307195,0.575417375886525,0.242625,2.736615,3.5705,18,0,0
683,"intermediate","null",23,705,0.240804993307195,0.945809929078014,0.644625,3.839175,4.458,24,0,0
684,"intermediate","null",24,705,0.240804993307195,1.03174414893617,0.62425,5.4418,7.77325,46,0,0
685,"intermediate","null",25,705,0.240804993307195,0.683612943262411,0.364625,3.38738,4.23375,17,0,0
686,"intermediate","null",26,705,0.240804993307195,1.05028244680851,0.379375,9.23147500000002,12.662875,47,0,0
687,"intermediate","null",27,705,0.240804993307195,0.715779255319149,0.367,3.681275,4.549,21,0,0
688,"intermediate","null",28,705,0.240804993307195,0.633768262411348,0.2985,3.15457,3.969625,15,0,0
689,"intermediate","null",29,705,0.240804993307195,0.696479078014184,0.322625,3.29803,3.9305,20,0,0
690,"intermediate","null",30,705,0.240804993307195,0.78232890070922,0.3755,4.04725000000001,7.1515,34,0,0
691,"intermediate","varying",1,705,0.240804993307195,0.661806205673759,0.180875,4.399815,7.34525,38,0,0
692,"intermediate","varying",2,705,0.240804993307195,0.77540195035461,0.44125,4.023355,5.419875,25,0,0
693,"intermediate","varying",3,705,0.240804993307195,0.599908333333333,0.294375,3.009695,3.863625,21,0,0
694,"intermediate","varying",4,705,0.240804993307195,0.881619326241135,0.55825,3.53012,4.973875,27,0,0
695,"intermediate","varying",5,705,0.240804993307195,1.00121187943262,0.642375,4.575095,5.2645,27,0,0
696,"intermediate","varying",6,705,0.240804993307195,0.662398581560284,0.31025,3.57122,6.30925,26,0,0
697,"intermediate","varying",7,705,0.240804993307195,0.788129609929078,0.4755,3.333155,4.44675,26,0,0
698,"intermediate","varying",8,705,0.240804993307195,0.880534574468085,0.488625,4.805495,7.631375,41,0,0
699,"intermediate","varying",9,705,0.240804993307195,0.800747872340426,0.387375,4.60677500000001,6.3535,27,0,0
700,"intermediate","varying",10,705,0.240804993307195,0.762286879432624,0.399625,3.47321,6.972375,39,0,0
701,"intermediate","varying",11,705,0.240804993307195,0.891909397163121,0.402375,5.27900500000001,7.020625,28,0,0
702,"intermediate","varying",12,705,0.240804993307195,0.87708670212766,0.49925,4.29970500000001,6.192625,33,0,0
703,"intermediate","varying",13,705,0.240804993307195,0.55568085106383,0.210625,2.974425,3.95525,17,0,0
704,"intermediate","varying",14,705,0.240804993307195,0.751481737588652,0.351375,4.41062500000001,5.500125,22,0,0
705,"intermediate","varying",15,705,0.240804993307195,0.774487056737589,0.386125,5.30515500000002,9.681125,62,0,0
706,"intermediate","varying",16,705,0.240804993307195,0.569809397163121,0.156125,3.42838,4.182375,17,0,0
707,"intermediate","varying",17,705,0.240804993307195,0.720935992907801,0.356875,3.56770500000001,5.1485,24,0,0
708,"intermediate","varying",18,705,0.240804993307195,0.676264539007092,0.31525,3.295115,5.534,24,0,0
709,"intermediate","varying",19,705,0.240804993307195,0.747892730496454,0.315,4.88162500000002,8.07275,32,0,0
710,"intermediate","varying",20,705,0.240804993307195,0.661980319148936,0.324625,3.709515,4.9115,23,0,0
711,"intermediate","varying",21,705,0.240804993307195,0.770200531914894,0.404875,3.935985,4.81725,26,0,0
712,"intermediate","varying",22,705,0.240804993307195,0.669884042553191,0.32125,3.028785,4.158,16,0,0
713,"intermediate","varying",23,705,0.240804993307195,0.970552659574468,0.40625,8.96960000000002,10.607,46,0,0
714,"intermediate","varying",24,705,0.240804993307195,0.93319414893617,0.64475,3.914915,4.78475,24,0,0
715,"intermediate","varying",25,705,0.240804993307195,0.486793085106383,0.185,2.831985,4.0575,16,0,0
716,"intermediate","varying",26,705,0.240804993307195,0.761461170212766,0.425375,3.40153500000001,3.81375,24,0,0
717,"intermediate","varying",27,705,0.240804993307195,0.647315602836879,0.33975,3.04923000000001,4.08075,17,0,0
718,"intermediate","varying",28,705,0.240804993307195,0.638229255319149,0.324,3.135735,3.7895,19,0,0
719,"intermediate","varying",29,705,0.240804993307195,0.700657978723404,0.398125,2.791445,3.918375,23,0,0
720,"intermediate","varying",30,705,0.240804993307195,0.719729255319149,0.275875,5.102395,6.68025,30,0,0
